Year,SeriesCode,Country,Education level,Sex,Value
2020,SE_TRA_GRDL,Portugal,PREPRI,Male,100.0
2020,SE_TRA_GRDL,Portugal,PREPRI,Female,100.0
2020,SE_TRA_GRDL,Portugal,SECOND,Male,100.0
2020,SE_TRA_GRDL,Portugal,SECOND,Both sexes,100.0
2020,SE_TRA_GRDL,Portugal,PRIMAR,Male,100.0
2020,SE_TRA_GRDL,Portugal,PRIMAR,Female,100.0
2007,SE_TRA_GRDL,Serbia,SECOND,Male,100.0
2009,SE_TRA_GRDL,Spain,SECOND,Male,100.0
2010,SE_TRA_GRDL,Spain,UPPSEC,Both sexes,100.0
2010,SE_TRA_GRDL,Spain,SECOND,Female,100.0
2010,SE_TRA_GRDL,Spain,UPPSEC,Female,100.0
2010,SE_TRA_GRDL,Spain,SECOND,Both sexes,100.0
2010,SE_TRA_GRDL,Spain,PRIMAR,Female,100.0
2010,SE_TRA_GRDL,Spain,LOWSEC,Female,100.0
2010,SE_TRA_GRDL,Spain,SECOND,Male,100.0
2010,SE_TRA_GRDL,Spain,LOWSEC,Male,100.0
2010,SE_TRA_GRDL,Spain,UPPSEC,Male,100.0
2009,SE_TRA_GRDL,Kyrgyzstan,PREPRI,Female,44.30524
2009,SE_TRA_GRDL,Kyrgyzstan,PRIMAR,Female,65.74138
2009,SE_TRA_GRDL,Kyrgyzstan,PRIMAR,Male,66.01467
2009,SE_TRA_GRDL,Kyrgyzstan,SECOND,Both sexes,87.70074
2009,SE_TRA_GRDL,Kyrgyzstan,PREPRI,Both sexes,44.30237
2009,SE_TRA_GRDL,Kyrgyzstan,PRIMAR,Both sexes,65.74822
2009,SE_TRA_GRDL,Kyrgyzstan,PREPRI,Male,44.0
2010,SE_TRA_GRDL,Kyrgyzstan,PRIMAR,Male,68.4492
2010,SE_TRA_GRDL,Kyrgyzstan,PRIMAR,Female,68.41234
2010,SE_TRA_GRDL,Kyrgyzstan,PREPRI,Female,42.6978
2010,SE_TRA_GRDL,Spain,PRIMAR,Male,100.0
2010,SE_TRA_GRDL,Spain,PRIMAR,Both sexes,100.0
2010,SE_TRA_GRDL,Spain,LOWSEC,Both sexes,100.0
2011,SE_TRA_GRDL,Spain,UPPSEC,Male,100.0
2011,SE_TRA_GRDL,Spain,LOWSEC,Male,100.0
2011,SE_TRA_GRDL,Spain,LOWSEC,Female,100.0
2011,SE_TRA_GRDL,Spain,PRIMAR,Female,100.0
2011,SE_TRA_GRDL,Spain,SECOND,Both sexes,100.0
2011,SE_TRA_GRDL,Spain,UPPSEC,Female,100.0
2011,SE_TRA_GRDL,Spain,LOWSEC,Both sexes,100.0
2011,SE_TRA_GRDL,Spain,PRIMAR,Both sexes,100.0
2011,SE_TRA_GRDL,Spain,PRIMAR,Male,100.0
2011,SE_TRA_GRDL,Spain,SECOND,Female,100.0
2011,SE_TRA_GRDL,Spain,UPPSEC,Both sexes,100.0
2011,SE_TRA_GRDL,Spain,SECOND,Male,100.0
2012,SE_TRA_GRDL,Spain,PRIMAR,Female,100.0
2012,SE_TRA_GRDL,Spain,LOWSEC,Female,100.0
2012,SE_TRA_GRDL,Spain,LOWSEC,Male,100.0
2012,SE_TRA_GRDL,Spain,UPPSEC,Male,100.0
2012,SE_TRA_GRDL,Spain,PRIMAR,Male,100.0
2007,SE_TRA_GRDL,Serbia,UPPSEC,Both sexes,100.0
2007,SE_TRA_GRDL,Serbia,UPPSEC,Female,100.0
2007,SE_TRA_GRDL,Serbia,SECOND,Female,100.0
2007,SE_TRA_GRDL,Serbia,PRIMAR,Male,100.0
2007,SE_TRA_GRDL,Serbia,SECOND,Both sexes,100.0
2007,SE_TRA_GRDL,Serbia,PREPRI,Male,100.0
2007,SE_TRA_GRDL,Serbia,UPPSEC,Male,100.0
2007,SE_TRA_GRDL,Serbia,PRIMAR,Female,100.0
2007,SE_TRA_GRDL,Serbia,LOWSEC,Male,100.0
2007,SE_TRA_GRDL,Serbia,LOWSEC,Female,100.0
2012,SE_TRA_GRDL,Spain,PRIMAR,Both sexes,100.0
2012,SE_TRA_GRDL,Spain,SECOND,Male,100.0
2012,SE_TRA_GRDL,Spain,UPPSEC,Both sexes,100.0
2012,SE_TRA_GRDL,Spain,SECOND,Female,100.0
2012,SE_TRA_GRDL,Spain,UPPSEC,Female,100.0
2012,SE_TRA_GRDL,Spain,SECOND,Both sexes,100.0
2012,SE_TRA_GRDL,Spain,LOWSEC,Both sexes,100.0
2013,SE_TRA_GRDL,Spain,LOWSEC,Male,100.0
2013,SE_TRA_GRDL,Spain,LOWSEC,Female,100.0
2013,SE_TRA_GRDL,Spain,PRIMAR,Female,100.0
2010,SE_TRA_GRDL,Kyrgyzstan,PREPRI,Male,42.30769
2010,SE_TRA_GRDL,Kyrgyzstan,PRIMAR,Both sexes,68.4132
2010,SE_TRA_GRDL,Kyrgyzstan,PREPRI,Both sexes,42.6943
2010,SE_TRA_GRDL,Kyrgyzstan,SECOND,Both sexes,76.2557
2011,SE_TRA_GRDL,Kyrgyzstan,PREPRI,Female,46.1465
2011,SE_TRA_GRDL,Kyrgyzstan,PRIMAR,Female,69.64495
2011,SE_TRA_GRDL,Kyrgyzstan,PRIMAR,Male,70.28754
2011,SE_TRA_GRDL,Kyrgyzstan,SECOND,Both sexes,76.98826
2011,SE_TRA_GRDL,Kyrgyzstan,SECOND,Male,66.32325
2011,SE_TRA_GRDL,Kyrgyzstan,PREPRI,Both sexes,46.16114
2011,SE_TRA_GRDL,Kyrgyzstan,PRIMAR,Both sexes,69.65777
2011,SE_TRA_GRDL,Kyrgyzstan,PREPRI,Male,48.0
2011,SE_TRA_GRDL,Kyrgyzstan,SECOND,Female,79.49446
2012,SE_TRA_GRDL,Kyrgyzstan,SECOND,Male,66.56765
2012,SE_TRA_GRDL,Kyrgyzstan,SECOND,Both sexes,77.63258
2012,SE_TRA_GRDL,Kyrgyzstan,PRIMAR,Male,72.78481
2012,SE_TRA_GRDL,Kyrgyzstan,PRIMAR,Female,71.95818
2012,SE_TRA_GRDL,Kyrgyzstan,SECOND,Female,80.14267
2012,SE_TRA_GRDL,Kyrgyzstan,PRIMAR,Both sexes,71.97358
2013,SE_TRA_GRDL,Kyrgyzstan,PRIMAR,Female,92.14252
2013,SE_TRA_GRDL,Spain,SECOND,Both sexes,100.0
2013,SE_TRA_GRDL,Spain,UPPSEC,Female,100.0
2013,SE_TRA_GRDL,Spain,SECOND,Female,100.0
2013,SE_TRA_GRDL,Spain,LOWSEC,Both sexes,100.0
2013,SE_TRA_GRDL,Spain,PREPRI,Female,100.0
2013,SE_TRA_GRDL,Spain,PREPRI,Both sexes,100.0
2013,SE_TRA_GRDL,Spain,PREPRI,Male,100.0
2013,SE_TRA_GRDL,Spain,PRIMAR,Both sexes,100.0
2013,SE_TRA_GRDL,Spain,PRIMAR,Male,100.0
2013,SE_TRA_GRDL,Spain,UPPSEC,Male,100.0
2013,SE_TRA_GRDL,Kyrgyzstan,PRIMAR,Male,92.30769
2013,SE_TRA_GRDL,Kyrgyzstan,SECOND,Both sexes,84.27352
2013,SE_TRA_GRDL,Kyrgyzstan,SECOND,Male,79.73745
2013,SE_TRA_GRDL,Kyrgyzstan,PRIMAR,Both sexes,92.14503
2013,SE_TRA_GRDL,Kyrgyzstan,SECOND,Female,85.31828
2014,SE_TRA_GRDL,Kyrgyzstan,PRIMAR,Both sexes,93.03057
2014,SE_TRA_GRDL,Kyrgyzstan,PRIMAR,Male,93.10345
2014,SE_TRA_GRDL,Kyrgyzstan,PRIMAR,Female,93.02932
2015,SE_TRA_GRDL,Kyrgyzstan,PRIMAR,Female,92.78351
2015,SE_TRA_GRDL,Kyrgyzstan,SECOND,Both sexes,81.50399
2015,SE_TRA_GRDL,Kyrgyzstan,SECOND,Male,78.04376
2015,SE_TRA_GRDL,Kyrgyzstan,PRIMAR,Both sexes,92.78416
2015,SE_TRA_GRDL,Kyrgyzstan,SECOND,Female,82.57468
2015,SE_TRA_GRDL,Kyrgyzstan,PRIMAR,Male,92.82869
2016,SE_TRA_GRDL,Kyrgyzstan,SECOND,Female,93.94709
2016,SE_TRA_GRDL,Kyrgyzstan,PRIMAR,Both sexes,94.99201
2016,SE_TRA_GRDL,Kyrgyzstan,SECOND,Male,15.13651
2016,SE_TRA_GRDL,Kyrgyzstan,SECOND,Both sexes,75.4019
2016,SE_TRA_GRDL,Kyrgyzstan,PRIMAR,Female,97.24039
2016,SE_TRA_GRDL,Kyrgyzstan,PRIMAR,Male,38.95028
2017,SE_TRA_GRDL,Kyrgyzstan,SECOND,Male,16.17202
2017,SE_TRA_GRDL,Kyrgyzstan,PRIMAR,Both sexes,95.43013
2017,SE_TRA_GRDL,Kyrgyzstan,SECOND,Female,92.76369
2017,SE_TRA_GRDL,Kyrgyzstan,PRIMAR,Male,95.0495
2017,SE_TRA_GRDL,Kyrgyzstan,PRIMAR,Female,95.43596
2017,SE_TRA_GRDL,Kyrgyzstan,SECOND,Both sexes,74.76755
2010,SE_TRA_GRDL,Latvia,PRIMAR,Both sexes,100.0
2010,SE_TRA_GRDL,Latvia,PREPRI,Both sexes,100.0
2010,SE_TRA_GRDL,Latvia,PREPRI,Female,100.0
2010,SE_TRA_GRDL,Latvia,SECOND,Female,100.0
2010,SE_TRA_GRDL,Latvia,SECOND,Both sexes,100.0
2010,SE_TRA_GRDL,Latvia,PRIMAR,Female,100.0
2010,SE_TRA_GRDL,Latvia,PRIMAR,Male,100.0
2010,SE_TRA_GRDL,Latvia,PREPRI,Male,100.0
2010,SE_TRA_GRDL,Latvia,UPPSEC,Both sexes,100.0
2010,SE_TRA_GRDL,Latvia,UPPSEC,Female,100.0
2010,SE_TRA_GRDL,Latvia,SECOND,Male,100.0
2010,SE_TRA_GRDL,Latvia,LOWSEC,Female,100.0
2010,SE_TRA_GRDL,Latvia,LOWSEC,Male,100.0
2010,SE_TRA_GRDL,Latvia,LOWSEC,Both sexes,100.0
2010,SE_TRA_GRDL,Latvia,UPPSEC,Male,100.0
2011,SE_TRA_GRDL,Latvia,PRIMAR,Male,100.0
2011,SE_TRA_GRDL,Latvia,PRIMAR,Female,100.0
2011,SE_TRA_GRDL,Latvia,SECOND,Both sexes,100.0
2011,SE_TRA_GRDL,Latvia,SECOND,Female,100.0
2011,SE_TRA_GRDL,Latvia,PREPRI,Female,100.0
2011,SE_TRA_GRDL,Latvia,PREPRI,Both sexes,100.0
2011,SE_TRA_GRDL,Latvia,PRIMAR,Both sexes,100.0
2011,SE_TRA_GRDL,Latvia,UPPSEC,Male,100.0
2011,SE_TRA_GRDL,Latvia,LOWSEC,Both sexes,100.0
2011,SE_TRA_GRDL,Latvia,LOWSEC,Male,100.0
2011,SE_TRA_GRDL,Latvia,LOWSEC,Female,100.0
2011,SE_TRA_GRDL,Latvia,SECOND,Male,100.0
2011,SE_TRA_GRDL,Latvia,UPPSEC,Female,100.0
2011,SE_TRA_GRDL,Latvia,UPPSEC,Both sexes,100.0
2011,SE_TRA_GRDL,Latvia,PREPRI,Male,100.0
2012,SE_TRA_GRDL,Latvia,PRIMAR,Both sexes,100.0
2012,SE_TRA_GRDL,Latvia,PREPRI,Both sexes,100.0
2012,SE_TRA_GRDL,Latvia,LOWSEC,Both sexes,100.0
2012,SE_TRA_GRDL,Latvia,UPPSEC,Male,100.0
2012,SE_TRA_GRDL,Latvia,SECOND,Both sexes,100.0
2012,SE_TRA_GRDL,Latvia,PRIMAR,Female,100.0
2012,SE_TRA_GRDL,Latvia,PRIMAR,Male,100.0
2012,SE_TRA_GRDL,Latvia,PREPRI,Female,100.0
2012,SE_TRA_GRDL,Latvia,SECOND,Female,100.0
2012,SE_TRA_GRDL,Latvia,PREPRI,Male,100.0
2012,SE_TRA_GRDL,Latvia,UPPSEC,Both sexes,100.0
2012,SE_TRA_GRDL,Latvia,UPPSEC,Female,100.0
2012,SE_TRA_GRDL,Latvia,SECOND,Male,100.0
2012,SE_TRA_GRDL,Latvia,LOWSEC,Female,100.0
2012,SE_TRA_GRDL,Latvia,LOWSEC,Male,100.0
2013,SE_TRA_GRDL,Latvia,PRIMAR,Male,100.0
2013,SE_TRA_GRDL,Latvia,UPPSEC,Both sexes,100.0
2013,SE_TRA_GRDL,Latvia,PREPRI,Male,100.0
2013,SE_TRA_GRDL,Latvia,SECOND,Female,100.0
2013,SE_TRA_GRDL,Latvia,PREPRI,Female,100.0
2013,SE_TRA_GRDL,Latvia,PREPRI,Both sexes,100.0
2013,SE_TRA_GRDL,Latvia,PRIMAR,Both sexes,100.0
2013,SE_TRA_GRDL,Latvia,PRIMAR,Female,100.0
2013,SE_TRA_GRDL,Latvia,UPPSEC,Male,100.0
2013,SE_TRA_GRDL,Latvia,SECOND,Both sexes,100.0
2013,SE_TRA_GRDL,Latvia,LOWSEC,Both sexes,100.0
2013,SE_TRA_GRDL,Latvia,LOWSEC,Male,100.0
2013,SE_TRA_GRDL,Latvia,LOWSEC,Female,100.0
2013,SE_TRA_GRDL,Latvia,SECOND,Male,100.0
2013,SE_TRA_GRDL,Latvia,UPPSEC,Female,100.0
2014,SE_TRA_GRDL,Latvia,LOWSEC,Female,100.0
2014,SE_TRA_GRDL,Latvia,LOWSEC,Male,100.0
2014,SE_TRA_GRDL,Latvia,LOWSEC,Both sexes,100.0
2014,SE_TRA_GRDL,Latvia,UPPSEC,Male,100.0
2014,SE_TRA_GRDL,Latvia,PRIMAR,Female,100.0
2014,SE_TRA_GRDL,Latvia,PRIMAR,Male,100.0
2014,SE_TRA_GRDL,Latvia,PRIMAR,Both sexes,100.0
2014,SE_TRA_GRDL,Latvia,PREPRI,Both sexes,100.0
2014,SE_TRA_GRDL,Latvia,PREPRI,Female,100.0
2014,SE_TRA_GRDL,Latvia,SECOND,Female,100.0
2014,SE_TRA_GRDL,Latvia,PREPRI,Male,100.0
2014,SE_TRA_GRDL,Latvia,UPPSEC,Both sexes,100.0
2014,SE_TRA_GRDL,Latvia,UPPSEC,Female,100.0
2014,SE_TRA_GRDL,Latvia,SECOND,Male,100.0
2014,SE_TRA_GRDL,Latvia,SECOND,Both sexes,100.0
2015,SE_TRA_GRDL,Latvia,SECOND,Male,100.0
2015,SE_TRA_GRDL,Latvia,UPPSEC,Female,100.0
2015,SE_TRA_GRDL,Latvia,UPPSEC,Both sexes,100.0
2015,SE_TRA_GRDL,Latvia,PREPRI,Male,100.0
2015,SE_TRA_GRDL,Latvia,SECOND,Female,100.0
2015,SE_TRA_GRDL,Latvia,PREPRI,Female,100.0
2015,SE_TRA_GRDL,Latvia,SECOND,Both sexes,100.0
2015,SE_TRA_GRDL,Latvia,PRIMAR,Male,100.0
2015,SE_TRA_GRDL,Latvia,PRIMAR,Female,100.0
2015,SE_TRA_GRDL,Latvia,UPPSEC,Male,100.0
2015,SE_TRA_GRDL,Latvia,LOWSEC,Both sexes,100.0
2015,SE_TRA_GRDL,Latvia,LOWSEC,Male,100.0
2015,SE_TRA_GRDL,Latvia,LOWSEC,Female,100.0
2015,SE_TRA_GRDL,Latvia,PREPRI,Both sexes,100.0
2015,SE_TRA_GRDL,Latvia,PRIMAR,Both sexes,100.0
2016,SE_TRA_GRDL,Latvia,UPPSEC,Female,100.0
2016,SE_TRA_GRDL,Latvia,SECOND,Male,100.0
2016,SE_TRA_GRDL,Latvia,LOWSEC,Female,100.0
2016,SE_TRA_GRDL,Latvia,LOWSEC,Male,100.0
2016,SE_TRA_GRDL,Latvia,LOWSEC,Both sexes,100.0
2016,SE_TRA_GRDL,Latvia,UPPSEC,Male,100.0
2016,SE_TRA_GRDL,Latvia,PRIMAR,Both sexes,100.0
2016,SE_TRA_GRDL,Latvia,PREPRI,Both sexes,100.0
2016,SE_TRA_GRDL,Latvia,PREPRI,Female,100.0
2016,SE_TRA_GRDL,Latvia,SECOND,Female,100.0
2016,SE_TRA_GRDL,Latvia,PREPRI,Male,100.0
2016,SE_TRA_GRDL,Latvia,UPPSEC,Both sexes,100.0
2016,SE_TRA_GRDL,Latvia,PRIMAR,Female,100.0
2016,SE_TRA_GRDL,Latvia,PRIMAR,Male,100.0
2016,SE_TRA_GRDL,Latvia,SECOND,Both sexes,100.0
2017,SE_TRA_GRDL,Latvia,LOWSEC,Male,100.0
2017,SE_TRA_GRDL,Latvia,LOWSEC,Female,100.0
2017,SE_TRA_GRDL,Latvia,SECOND,Male,100.0
2017,SE_TRA_GRDL,Latvia,UPPSEC,Female,100.0
2017,SE_TRA_GRDL,Latvia,UPPSEC,Both sexes,100.0
2017,SE_TRA_GRDL,Latvia,PREPRI,Male,100.0
2017,SE_TRA_GRDL,Latvia,SECOND,Both sexes,100.0
2017,SE_TRA_GRDL,Latvia,PRIMAR,Male,100.0
2017,SE_TRA_GRDL,Latvia,PRIMAR,Female,100.0
2017,SE_TRA_GRDL,Latvia,UPPSEC,Male,100.0
2017,SE_TRA_GRDL,Latvia,LOWSEC,Both sexes,100.0
2017,SE_TRA_GRDL,Latvia,SECOND,Female,100.0
2017,SE_TRA_GRDL,Latvia,PREPRI,Female,100.0
2017,SE_TRA_GRDL,Latvia,PREPRI,Both sexes,100.0
2017,SE_TRA_GRDL,Latvia,PRIMAR,Both sexes,100.0
2018,SE_TRA_GRDL,Latvia,PREPRI,Male,100.0
2018,SE_TRA_GRDL,Latvia,UPPSEC,Both sexes,100.0
2018,SE_TRA_GRDL,Latvia,UPPSEC,Female,100.0
2018,SE_TRA_GRDL,Latvia,SECOND,Male,100.0
2018,SE_TRA_GRDL,Latvia,LOWSEC,Female,100.0
2018,SE_TRA_GRDL,Latvia,LOWSEC,Male,100.0
2018,SE_TRA_GRDL,Latvia,PRIMAR,Both sexes,100.0
2018,SE_TRA_GRDL,Latvia,PREPRI,Both sexes,100.0
2018,SE_TRA_GRDL,Latvia,PREPRI,Female,100.0
2018,SE_TRA_GRDL,Latvia,SECOND,Female,100.0
2018,SE_TRA_GRDL,Latvia,LOWSEC,Both sexes,100.0
2018,SE_TRA_GRDL,Latvia,UPPSEC,Male,100.0
2018,SE_TRA_GRDL,Latvia,PRIMAR,Female,100.0
2018,SE_TRA_GRDL,Latvia,PRIMAR,Male,100.0
2018,SE_TRA_GRDL,Latvia,SECOND,Both sexes,100.0
2019,SE_TRA_GRDL,Latvia,UPPSEC,Male,100.0
2019,SE_TRA_GRDL,Latvia,LOWSEC,Both sexes,100.0
2019,SE_TRA_GRDL,Latvia,LOWSEC,Male,100.0
2019,SE_TRA_GRDL,Latvia,LOWSEC,Female,100.0
2019,SE_TRA_GRDL,Latvia,SECOND,Male,100.0
2019,SE_TRA_GRDL,Latvia,UPPSEC,Female,100.0
2019,SE_TRA_GRDL,Latvia,UPPSEC,Both sexes,100.0
2019,SE_TRA_GRDL,Latvia,SECOND,Both sexes,100.0
2019,SE_TRA_GRDL,Latvia,PRIMAR,Male,100.0
2019,SE_TRA_GRDL,Latvia,PRIMAR,Female,100.0
2019,SE_TRA_GRDL,Latvia,PREPRI,Male,100.0
2019,SE_TRA_GRDL,Latvia,SECOND,Female,100.0
2019,SE_TRA_GRDL,Latvia,PREPRI,Female,100.0
2019,SE_TRA_GRDL,Latvia,PREPRI,Both sexes,100.0
2019,SE_TRA_GRDL,Latvia,PRIMAR,Both sexes,100.0
2009,SE_TRA_GRDL,Lithuania,PREPRI,Both sexes,85.16731
2009,SE_TRA_GRDL,Lithuania,PRIMAR,Both sexes,94.07576
2009,SE_TRA_GRDL,Lithuania,SECOND,Female,90.29993
2009,SE_TRA_GRDL,Lithuania,SECOND,Both sexes,89.20046
2009,SE_TRA_GRDL,Lithuania,PRIMAR,Male,84.89426
2009,SE_TRA_GRDL,Lithuania,PRIMAR,Female,94.3865
2009,SE_TRA_GRDL,Lithuania,PREPRI,Female,85.15869
2009,SE_TRA_GRDL,Lithuania,PREPRI,Male,86.88525
2009,SE_TRA_GRDL,Lithuania,SECOND,Male,84.38172
2010,SE_TRA_GRDL,Lithuania,PREPRI,Male,71.18644
2010,SE_TRA_GRDL,Lithuania,PREPRI,Female,85.49062
2010,SE_TRA_GRDL,Lithuania,SECOND,Male,85.75384
2010,SE_TRA_GRDL,Lithuania,PRIMAR,Female,95.1874
2010,SE_TRA_GRDL,Lithuania,PRIMAR,Male,85.27607
2010,SE_TRA_GRDL,Lithuania,SECOND,Both sexes,91.0
2010,SE_TRA_GRDL,Lithuania,SECOND,Female,92.20002
2010,SE_TRA_GRDL,Lithuania,PRIMAR,Both sexes,94.84839
2010,SE_TRA_GRDL,Lithuania,PREPRI,Both sexes,85.42031
2011,SE_TRA_GRDL,Lithuania,PREPRI,Female,86.59007
2011,SE_TRA_GRDL,Lithuania,PREPRI,Male,83.33333
2011,SE_TRA_GRDL,Lithuania,PREPRI,Both sexes,86.56729
2011,SE_TRA_GRDL,Lithuania,PRIMAR,Both sexes,95.67225
2011,SE_TRA_GRDL,Lithuania,SECOND,Female,93.60117
2011,SE_TRA_GRDL,Lithuania,SECOND,Both sexes,92.59893
2011,SE_TRA_GRDL,Lithuania,PRIMAR,Male,86.54434
2011,SE_TRA_GRDL,Lithuania,PRIMAR,Female,96.00445
2011,SE_TRA_GRDL,Lithuania,SECOND,Male,88.25183
2012,SE_TRA_GRDL,Lithuania,SECOND,Both sexes,93.5005
2012,SE_TRA_GRDL,Lithuania,SECOND,Female,94.39933
2012,SE_TRA_GRDL,Lithuania,PRIMAR,Both sexes,95.8152
2012,SE_TRA_GRDL,Lithuania,PREPRI,Both sexes,86.59703
2012,SE_TRA_GRDL,Lithuania,PREPRI,Male,82.02247
2012,SE_TRA_GRDL,Lithuania,PREPRI,Female,86.62973
2012,SE_TRA_GRDL,Lithuania,SECOND,Male,89.58972
2012,SE_TRA_GRDL,Lithuania,PRIMAR,Female,96.11516
2012,SE_TRA_GRDL,Lithuania,PRIMAR,Male,87.5
2013,SE_TRA_GRDL,Lithuania,PRIMAR,Both sexes,95.73016
2013,SE_TRA_GRDL,Lithuania,SECOND,Female,94.7002
2013,SE_TRA_GRDL,Lithuania,SECOND,Both sexes,93.90036
2013,SE_TRA_GRDL,Lithuania,PRIMAR,Male,83.79447
2013,SE_TRA_GRDL,Lithuania,PRIMAR,Female,96.09012
2013,SE_TRA_GRDL,Lithuania,SECOND,Male,90.39146
2014,SE_TRA_GRDL,Lithuania,PRIMAR,Male,85.36585
2014,SE_TRA_GRDL,Lithuania,SECOND,Both sexes,94.60089
2014,SE_TRA_GRDL,Lithuania,SECOND,Female,95.39856
2014,SE_TRA_GRDL,Lithuania,PRIMAR,Both sexes,95.32046
2014,SE_TRA_GRDL,Lithuania,SECOND,Male,91.06861
2014,SE_TRA_GRDL,Lithuania,PRIMAR,Female,95.61928
2015,SE_TRA_GRDL,Lithuania,PRIMAR,Both sexes,94.54827
2015,SE_TRA_GRDL,Lithuania,PREPRI,Both sexes,97.42876
2015,SE_TRA_GRDL,Lithuania,PREPRI,Male,76.19048
2015,SE_TRA_GRDL,Lithuania,PREPRI,Female,97.55369
2015,SE_TRA_GRDL,Lithuania,SECOND,Female,95.60068
2015,SE_TRA_GRDL,Lithuania,SECOND,Both sexes,94.89885
2015,SE_TRA_GRDL,Lithuania,PRIMAR,Male,83.96624
2015,SE_TRA_GRDL,Lithuania,PRIMAR,Female,94.85546
2015,SE_TRA_GRDL,Lithuania,SECOND,Male,91.81097
2016,SE_TRA_GRDL,Lithuania,PRIMAR,Female,94.47398
2016,SE_TRA_GRDL,Lithuania,PRIMAR,Male,83.81743
2016,SE_TRA_GRDL,Lithuania,SECOND,Both sexes,94.99893
2016,SE_TRA_GRDL,Lithuania,SECOND,Female,95.6986
2016,SE_TRA_GRDL,Lithuania,PREPRI,Female,95.75518
2016,SE_TRA_GRDL,Lithuania,PREPRI,Male,68.60465
2016,SE_TRA_GRDL,Lithuania,SECOND,Male,91.91651
2016,SE_TRA_GRDL,Lithuania,PREPRI,Both sexes,95.54724
2016,SE_TRA_GRDL,Lithuania,PRIMAR,Both sexes,94.16567
2017,SE_TRA_GRDL,Lithuania,PRIMAR,Male,81.0219
2017,SE_TRA_GRDL,Lithuania,PRIMAR,Female,93.19102
2017,SE_TRA_GRDL,Lithuania,SECOND,Male,92.11684
2017,SE_TRA_GRDL,Lithuania,PRIMAR,Both sexes,92.79525
2017,SE_TRA_GRDL,Lithuania,PREPRI,Both sexes,91.35825
2017,SE_TRA_GRDL,Lithuania,PREPRI,Male,60.81081
2017,SE_TRA_GRDL,Lithuania,PREPRI,Female,91.57045
2017,SE_TRA_GRDL,Lithuania,SECOND,Female,95.40013
2017,SE_TRA_GRDL,Lithuania,SECOND,Both sexes,94.79968
2018,SE_TRA_GRDL,Lithuania,SECOND,Male,91.43842
2018,SE_TRA_GRDL,Lithuania,PRIMAR,Female,91.87022
2018,SE_TRA_GRDL,Lithuania,PRIMAR,Male,74.63235
2018,SE_TRA_GRDL,Lithuania,SECOND,Both sexes,94.09913
2018,SE_TRA_GRDL,Lithuania,SECOND,Female,94.70161
2018,SE_TRA_GRDL,Lithuania,PREPRI,Female,88.58147
2018,SE_TRA_GRDL,Lithuania,PREPRI,Male,58.94737
2018,SE_TRA_GRDL,Lithuania,PREPRI,Both sexes,88.32991
2018,SE_TRA_GRDL,Lithuania,PRIMAR,Both sexes,91.31867
2019,SE_TRA_GRDL,Lithuania,PREPRI,Male,61.2069
2019,SE_TRA_GRDL,Lithuania,PREPRI,Female,86.4123
2019,SE_TRA_GRDL,Lithuania,SECOND,Female,94.00162
2019,SE_TRA_GRDL,Lithuania,SECOND,Both sexes,93.29942
2019,SE_TRA_GRDL,Lithuania,PRIMAR,Male,72.1831
2019,SE_TRA_GRDL,Lithuania,PRIMAR,Female,90.44144
2019,SE_TRA_GRDL,Lithuania,PRIMAR,Both sexes,89.8319
2019,SE_TRA_GRDL,Lithuania,PREPRI,Both sexes,86.16627
2019,SE_TRA_GRDL,Lithuania,SECOND,Male,90.22346
2020,SE_TRA_GRDL,Lithuania,PREPRI,Both sexes,82.87102
2007,SE_TRA_GRDL,Serbia,LOWSEC,Both sexes,100.0
2007,SE_TRA_GRDL,Serbia,PRIMAR,Both sexes,100.0
2007,SE_TRA_GRDL,Serbia,PREPRI,Both sexes,100.0
2007,SE_TRA_GRDL,Serbia,PREPRI,Female,100.0
2009,SE_TRA_GRDL,Serbia,PREPRI,Both sexes,62.63584
2009,SE_TRA_GRDL,Serbia,PRIMAR,Both sexes,94.21743
2009,SE_TRA_GRDL,Serbia,LOWSEC,Both sexes,92.7298
2009,SE_TRA_GRDL,Serbia,SECOND,Both sexes,84.9108
2011,SE_TRA_GRDL,Serbia,SECOND,Both sexes,43.92402
2011,SE_TRA_GRDL,Serbia,PRIMAR,Male,45.74122
2011,SE_TRA_GRDL,Serbia,SECOND,Male,33.60308
2011,SE_TRA_GRDL,Serbia,PREPRI,Male,75.4491
2011,SE_TRA_GRDL,Serbia,PRIMAR,Female,75.2954
2011,SE_TRA_GRDL,Serbia,LOWSEC,Both sexes,53.05458
2011,SE_TRA_GRDL,Serbia,LOWSEC,Female,60.03226
2011,SE_TRA_GRDL,Serbia,LOWSEC,Male,40.63343
2011,SE_TRA_GRDL,Serbia,PRIMAR,Both sexes,70.42042
2011,SE_TRA_GRDL,Serbia,PREPRI,Both sexes,75.86504
2011,SE_TRA_GRDL,Serbia,PREPRI,Female,75.87113
2011,SE_TRA_GRDL,Serbia,SECOND,Female,49.79281
2012,SE_TRA_GRDL,Serbia,PREPRI,Both sexes,68.82588
2012,SE_TRA_GRDL,Serbia,PRIMAR,Both sexes,55.73443
2012,SE_TRA_GRDL,Serbia,PRIMAR,Female,59.84839
2012,SE_TRA_GRDL,Serbia,PRIMAR,Male,35.09912
2014,SE_TRA_GRDL,Slovakia,SECOND,Both sexes,95.87479
2014,SE_TRA_GRDL,Slovakia,UPPSEC,Both sexes,95.2
