Year,SeriesCode,Country,Age,Sex,Value
2005,SH_DYN_IMRT,Bosnia and Herzegovina,<1Y,Both sexes,7.8
2005,SH_DYN_IMRT,Bosnia and Herzegovina,<1Y,Female,6.9
2005,SH_DYN_IMRT,Bosnia and Herzegovina,<1Y,Male,8.6
2006,SH_DYN_IMRT,Bosnia and Herzegovina,<1Y,Male,8.4
2006,SH_DYN_IMRT,Bosnia and Herzegovina,<1Y,Female,6.6
2006,SH_DYN_IMRT,Bosnia and Herzegovina,<1Y,Both sexes,7.5
2007,SH_DYN_IMRT,Bosnia and Herzegovina,<1Y,Male,8.0
2007,SH_DYN_IMRT,Bosnia and Herzegovina,<1Y,Both sexes,7.2
2007,SH_DYN_IMRT,Bosnia and Herzegovina,<1Y,Female,6.4
2008,SH_DYN_IMRT,Bosnia and Herzegovina,<1Y,Male,7.6
2008,SH_DYN_IMRT,Bosnia and Herzegovina,<1Y,Female,6.1
2008,SH_DYN_IMRT,Bosnia and Herzegovina,<1Y,Both sexes,6.9
2009,SH_DYN_IMRT,Bosnia and Herzegovina,<1Y,Both sexes,6.6
2009,SH_DYN_IMRT,Bosnia and Herzegovina,<1Y,Female,5.8
2009,SH_DYN_IMRT,Bosnia and Herzegovina,<1Y,Male,7.3
2010,SH_DYN_IMRT,Bosnia and Herzegovina,<1Y,Male,6.9
2010,SH_DYN_IMRT,Bosnia and Herzegovina,<1Y,Female,5.6
2010,SH_DYN_IMRT,Bosnia and Herzegovina,<1Y,Both sexes,6.3
2011,SH_DYN_IMRT,Bosnia and Herzegovina,<1Y,Both sexes,6.0
2011,SH_DYN_IMRT,Bosnia and Herzegovina,<1Y,Female,5.4
2011,SH_DYN_IMRT,Bosnia and Herzegovina,<1Y,Male,6.6
2012,SH_DYN_IMRT,Bosnia and Herzegovina,<1Y,Both sexes,5.8
2012,SH_DYN_IMRT,Bosnia and Herzegovina,<1Y,Male,6.4
2012,SH_DYN_IMRT,Bosnia and Herzegovina,<1Y,Female,5.2
2013,SH_DYN_IMRT,Bosnia and Herzegovina,<1Y,Both sexes,5.6
2013,SH_DYN_IMRT,Bosnia and Herzegovina,<1Y,Female,5.1
2013,SH_DYN_IMRT,Bosnia and Herzegovina,<1Y,Male,6.2
2014,SH_DYN_IMRT,Bosnia and Herzegovina,<1Y,Male,6.1
2014,SH_DYN_IMRT,Bosnia and Herzegovina,<1Y,Female,4.9
2014,SH_DYN_IMRT,Bosnia and Herzegovina,<1Y,Both sexes,5.5
2015,SH_DYN_IMRT,Bosnia and Herzegovina,<1Y,Female,4.9
2015,SH_DYN_IMRT,Bosnia and Herzegovina,<1Y,Both sexes,5.4
2015,SH_DYN_IMRT,Bosnia and Herzegovina,<1Y,Male,5.9
2016,SH_DYN_IMRT,Bosnia and Herzegovina,<1Y,Female,4.8
2016,SH_DYN_IMRT,Bosnia and Herzegovina,<1Y,Both sexes,5.4
2016,SH_DYN_IMRT,Bosnia and Herzegovina,<1Y,Male,5.9
2017,SH_DYN_IMRT,Bosnia and Herzegovina,<1Y,Both sexes,5.3
2017,SH_DYN_IMRT,Bosnia and Herzegovina,<1Y,Male,5.8
2017,SH_DYN_IMRT,Bosnia and Herzegovina,<1Y,Female,4.8
2018,SH_DYN_IMRT,Bosnia and Herzegovina,<1Y,Both sexes,5.2
2018,SH_DYN_IMRT,Bosnia and Herzegovina,<1Y,Female,4.7
2018,SH_DYN_IMRT,Bosnia and Herzegovina,<1Y,Male,5.7
2019,SH_DYN_IMRT,Bosnia and Herzegovina,<1Y,Female,4.6
2019,SH_DYN_IMRT,Bosnia and Herzegovina,<1Y,Male,5.6
2019,SH_DYN_IMRT,Bosnia and Herzegovina,<1Y,Both sexes,5.1
2020,SH_DYN_IMRT,Bosnia and Herzegovina,<1Y,Both sexes,5.0
