Year,SeriesCode,GeoAreaName,Age,Value
2015,SH_HAP_HBSAG,Albania,<5Y,1.29
2015,SH_HAP_HBSAG,Azerbaijan,<5Y,0.27
2015,SH_HAP_HBSAG,Australia,<5Y,0.15
2015,SH_HAP_HBSAG,Austria,<5Y,0.32
2015,SH_HAP_HBSAG,Armenia,<5Y,0.25
2015,SH_HAP_HBSAG,Belgium,<5Y,0.18
2015,SH_HAP_HBSAG,Bosnia and Herzegovina,<5Y,0.3
2015,SH_HAP_HBSAG,Bulgaria,<5Y,0.31
2015,SH_HAP_HBSAG,Belarus,<5Y,0.2
2015,SH_HAP_HBSAG,Canada,<5Y,1.03
2015,SH_HAP_HBSAG,Chile,<5Y,0.28
2015,SH_HAP_HBSAG,China,<5Y,0.83
2015,SH_HAP_HBSAG,Colombia,<5Y,0.21
2015,SH_HAP_HBSAG,Costa Rica,<5Y,0.17
2015,SH_HAP_HBSAG,Croatia,<5Y,0.11
2015,SH_HAP_HBSAG,Cyprus,<5Y,0.6
2015,SH_HAP_HBSAG,Czechia,<5Y,0.39
2015,SH_HAP_HBSAG,Denmark,<5Y,0.79
2015,SH_HAP_HBSAG,Estonia,<5Y,0.36
2015,SH_HAP_HBSAG,Finland,<5Y,1.05
2015,SH_HAP_HBSAG,France,<5Y,0.01
2015,SH_HAP_HBSAG,Georgia,<5Y,0.26
2015,SH_HAP_HBSAG,Germany,<5Y,0.24
2015,SH_HAP_HBSAG,Greece,<5Y,0.37
2015,SH_HAP_HBSAG,Hungary,<5Y,0.44
2015,SH_HAP_HBSAG,Iceland,<5Y,0.88
2015,SH_HAP_HBSAG,India,<5Y,0.51
2015,SH_HAP_HBSAG,Ireland,<5Y,0.01
2015,SH_HAP_HBSAG,Israel,<5Y,0.48
2015,SH_HAP_HBSAG,Italy,<5Y,0.61
2015,SH_HAP_HBSAG,Japan,<5Y,1.95
2015,SH_HAP_HBSAG,Kazakhstan,<5Y,0.21
2015,SH_HAP_HBSAG,Republic of Korea,<5Y,0.69
2015,SH_HAP_HBSAG,Kyrgyzstan,<5Y,0.5
2015,SH_HAP_HBSAG,Latvia,<5Y,0.51
2015,SH_HAP_HBSAG,Lithuania,<5Y,0.19
2015,SH_HAP_HBSAG,Luxembourg,<5Y,0.24
2015,SH_HAP_HBSAG,Malta,<5Y,0.39
2015,SH_HAP_HBSAG,Mexico,<5Y,0.04
2015,SH_HAP_HBSAG,Republic of Moldova,<5Y,0.65
2015,SH_HAP_HBSAG,Montenegro,<5Y,0.65
2015,SH_HAP_HBSAG,Netherlands (Kingdom of the),<5Y,0.04
2015,SH_HAP_HBSAG,New Zealand,<5Y,1.2
2015,SH_HAP_HBSAG,Norway,<5Y,0.01
2015,SH_HAP_HBSAG,Poland,<5Y,0.04
2015,SH_HAP_HBSAG,Portugal,<5Y,0.1
2015,SH_HAP_HBSAG,Romania,<5Y,0.65
2015,SH_HAP_HBSAG,Serbia,<5Y,0.11
2015,SH_HAP_HBSAG,Slovakia,<5Y,0.56
2015,SH_HAP_HBSAG,Viet Nam,<5Y,1.2
2015,SH_HAP_HBSAG,Slovenia,<5Y,1.04
2015,SH_HAP_HBSAG,Spain,<5Y,0.19
2015,SH_HAP_HBSAG,Sweden,<5Y,0.32
2015,SH_HAP_HBSAG,Switzerland,<5Y,0.17
2015,SH_HAP_HBSAG,Tajikistan,<5Y,0.71
2015,SH_HAP_HBSAG,United Arab Emirates,<5Y,0.08
2015,SH_HAP_HBSAG,Türkiye,<5Y,0.32
2015,SH_HAP_HBSAG,Turkmenistan,<5Y,0.23
2015,SH_HAP_HBSAG,Ukraine,<5Y,0.46
2015,SH_HAP_HBSAG,North Macedonia,<5Y,0.2
2015,SH_HAP_HBSAG,United Kingdom of Great Britain and Northern Ireland,<5Y,0.22
2015,SH_HAP_HBSAG,Uzbekistan,<5Y,0.6
2015,SH_HAP_HBSAG,Uzbekistan,<5Y,0.6
