Year,SeriesCode,Country,Sex,Value
2018,VC_SNS_WALN_DRK,Belgium,Both sexes,74.25
2018,VC_SNS_WALN_DRK,Belgium,Male,79.14
2018,VC_SNS_WALN_DRK,Belgium,Female,69.7
2020,VC_SNS_WALN_DRK,Bulgaria,Female,18.6
2014,VC_SNS_WALN_DRK,Canada,Both sexes,52.0
2014,VC_SNS_WALN_DRK,Canada,Male,64.0
2014,VC_SNS_WALN_DRK,Canada,Female,38.0
2019,VC_SNS_WALN_DRK,Canada,Female,82.5
2019,VC_SNS_WALN_DRK,Canada,Male,92.3
2019,VC_SNS_WALN_DRK,Canada,Both sexes,87.6
2016,VC_SNS_WALN_DRK,Chile,Female,20.1
2016,VC_SNS_WALN_DRK,Chile,Male,35.9
2016,VC_SNS_WALN_DRK,Chile,Both sexes,27.8
2017,VC_SNS_WALN_DRK,Chile,Male,36.6
2017,VC_SNS_WALN_DRK,Chile,Female,18.7
2017,VC_SNS_WALN_DRK,Chile,Both sexes,27.4
2018,VC_SNS_WALN_DRK,Chile,Female,20.6
2018,VC_SNS_WALN_DRK,Chile,Both sexes,29.3
2018,VC_SNS_WALN_DRK,Chile,Male,38.5
2019,VC_SNS_WALN_DRK,Chile,Female,22.3
2019,VC_SNS_WALN_DRK,Chile,Both sexes,32.6
2019,VC_SNS_WALN_DRK,Chile,Male,43.4
2020,VC_SNS_WALN_DRK,Chile,Both sexes,35.0
2020,VC_SNS_WALN_DRK,Chile,Male,44.3
2020,VC_SNS_WALN_DRK,Chile,Female,26.3
2021,VC_SNS_WALN_DRK,Chile,Both sexes,32.3
2021,VC_SNS_WALN_DRK,Chile,Male,43.0
2021,VC_SNS_WALN_DRK,Chile,Female,22.0
2019,VC_SNS_WALN_DRK,China,Both sexes,88.58
2019,VC_SNS_WALN_DRK,China,Female,82.24
2019,VC_SNS_WALN_DRK,China,Male,92.74
2020,VC_SNS_WALN_DRK,China,Male,94.71
2020,VC_SNS_WALN_DRK,China,Female,85.95
2020,VC_SNS_WALN_DRK,China,Both sexes,91.44
2015,VC_SNS_WALN_DRK,Estonia,Both sexes,74.0
2016,VC_SNS_WALN_DRK,Estonia,Both sexes,72.0
2017,VC_SNS_WALN_DRK,Estonia,Both sexes,76.0
2018,VC_SNS_WALN_DRK,Estonia,Both sexes,76.0
2019,VC_SNS_WALN_DRK,Estonia,Both sexes,76.1
2020,VC_SNS_WALN_DRK,Estonia,Both sexes,74.1
2020,VC_SNS_WALN_DRK,Estonia,Male,88.0
2020,VC_SNS_WALN_DRK,Estonia,Female,62.0
2021,VC_SNS_WALN_DRK,Estonia,Male,88.0
2021,VC_SNS_WALN_DRK,Estonia,Female,63.6
2021,VC_SNS_WALN_DRK,Estonia,Both sexes,75.0
2013,VC_SNS_WALN_DRK,Finland,Female,79.9
2013,VC_SNS_WALN_DRK,Finland,Male,89.9
2013,VC_SNS_WALN_DRK,Finland,Both sexes,84.9
2014,VC_SNS_WALN_DRK,Finland,Both sexes,86.2
2014,VC_SNS_WALN_DRK,Finland,Female,81.8
2014,VC_SNS_WALN_DRK,Finland,Male,90.4
2015,VC_SNS_WALN_DRK,Finland,Both sexes,84.3
2015,VC_SNS_WALN_DRK,Finland,Male,88.6
2015,VC_SNS_WALN_DRK,Finland,Female,80.0
2016,VC_SNS_WALN_DRK,Finland,Female,79.9
2016,VC_SNS_WALN_DRK,Finland,Male,89.0
2016,VC_SNS_WALN_DRK,Finland,Both sexes,84.4
2017,VC_SNS_WALN_DRK,Finland,Male,89.1
2017,VC_SNS_WALN_DRK,Finland,Both sexes,84.7
2017,VC_SNS_WALN_DRK,Finland,Female,80.2
2018,VC_SNS_WALN_DRK,Finland,Both sexes,86.8
2018,VC_SNS_WALN_DRK,Finland,Female,82.5
2018,VC_SNS_WALN_DRK,Finland,Male,91.1
2019,VC_SNS_WALN_DRK,Finland,Both sexes,88.3
2019,VC_SNS_WALN_DRK,Finland,Female,84.4
2019,VC_SNS_WALN_DRK,Finland,Male,92.2
2020,VC_SNS_WALN_DRK,Finland,Female,84.2
