Year,SeriesCode,Country,Sex,Value
2000,VC_IHR_PSRC,Austria,Female,1.3
2000,VC_IHR_PSRC,Austria,Both sexes,1.02
2000,VC_IHR_PSRC,Austria,Male,0.73
2001,VC_IHR_PSRC,Austria,Male,0.72
2001,VC_IHR_PSRC,Austria,Both sexes,0.87
2001,VC_IHR_PSRC,Austria,Female,1.01
2002,VC_IHR_PSRC,Austria,Female,0.91
2002,VC_IHR_PSRC,Austria,Both sexes,0.8
2002,VC_IHR_PSRC,Austria,Male,0.7
2003,VC_IHR_PSRC,Austria,Male,0.67
2003,VC_IHR_PSRC,Austria,Both sexes,0.62
2003,VC_IHR_PSRC,Austria,Female,0.56
2004,VC_IHR_PSRC,Austria,Female,0.76
2004,VC_IHR_PSRC,Austria,Both sexes,0.72
2004,VC_IHR_PSRC,Austria,Male,0.68
2005,VC_IHR_PSRC,Austria,Male,0.75
2005,VC_IHR_PSRC,Austria,Both sexes,0.66
2005,VC_IHR_PSRC,Austria,Female,0.57
2006,VC_IHR_PSRC,Austria,Male,0.79
2006,VC_IHR_PSRC,Austria,Female,0.69
2006,VC_IHR_PSRC,Austria,Both sexes,0.74
2007,VC_IHR_PSRC,Austria,Male,0.51
2007,VC_IHR_PSRC,Austria,Both sexes,0.54
2007,VC_IHR_PSRC,Austria,Female,0.57
2008,VC_IHR_PSRC,Austria,Female,0.68
2008,VC_IHR_PSRC,Austria,Both sexes,0.7
2008,VC_IHR_PSRC,Austria,Male,0.72
2009,VC_IHR_PSRC,Austria,Male,0.56
2009,VC_IHR_PSRC,Austria,Both sexes,0.61
2009,VC_IHR_PSRC,Austria,Female,0.66
2010,VC_IHR_PSRC,Austria,Female,0.77
2010,VC_IHR_PSRC,Austria,Both sexes,0.73
2010,VC_IHR_PSRC,Austria,Male,0.69
2011,VC_IHR_PSRC,Austria,Male,1.03
2011,VC_IHR_PSRC,Austria,Both sexes,0.92
2011,VC_IHR_PSRC,Austria,Female,0.81
2012,VC_IHR_PSRC,Austria,Female,0.88
2012,VC_IHR_PSRC,Austria,Both sexes,0.96
2012,VC_IHR_PSRC,Austria,Male,1.05
2013,VC_IHR_PSRC,Austria,Male,0.77
2013,VC_IHR_PSRC,Austria,Both sexes,0.72
2013,VC_IHR_PSRC,Austria,Female,0.67
2014,VC_IHR_PSRC,Austria,Female,0.5
2014,VC_IHR_PSRC,Austria,Both sexes,0.49
2014,VC_IHR_PSRC,Austria,Male,0.48
2015,VC_IHR_PSRC,Austria,Male,0.64
2015,VC_IHR_PSRC,Austria,Both sexes,0.51
2015,VC_IHR_PSRC,Austria,Female,0.39
2016,VC_IHR_PSRC,Austria,Female,0.7
2016,VC_IHR_PSRC,Austria,Male,0.54
2016,VC_IHR_PSRC,Austria,Both sexes,0.62
2017,VC_IHR_PSRC,Austria,Male,0.76
2017,VC_IHR_PSRC,Austria,Female,0.83
2017,VC_IHR_PSRC,Austria,Both sexes,0.8
2018,VC_IHR_PSRC,Austria,Male,0.97
2018,VC_IHR_PSRC,Austria,Both sexes,0.97
2018,VC_IHR_PSRC,Austria,Female,0.98
2015,VC_IHR_PSRC,Cyprus,Male,2.02
2016,VC_IHR_PSRC,Cyprus,Male,1.33
2016,VC_IHR_PSRC,Cyprus,Female,0.84
2016,VC_IHR_PSRC,Cyprus,Both sexes,1.09
2017,VC_IHR_PSRC,Cyprus,Both sexes,0.58
2017,VC_IHR_PSRC,Cyprus,Female,0.0
2017,VC_IHR_PSRC,Cyprus,Male,1.16
2018,VC_IHR_PSRC,Cyprus,Male,1.47
2018,VC_IHR_PSRC,Cyprus,Female,0.99
2000,VC_IHR_PSRC,Albania,Both sexes,4.12
2000,VC_IHR_PSRC,Albania,Male,7.48
2000,VC_IHR_PSRC,Albania,Female,0.81
2001,VC_IHR_PSRC,Albania,Both sexes,6.98
2001,VC_IHR_PSRC,Albania,Female,2.45
2001,VC_IHR_PSRC,Albania,Male,11.58
2002,VC_IHR_PSRC,Albania,Both sexes,6.92
2002,VC_IHR_PSRC,Albania,Male,11.43
2002,VC_IHR_PSRC,Albania,Female,2.48
2003,VC_IHR_PSRC,Albania,Female,1.35
2003,VC_IHR_PSRC,Albania,Male,9.45
2018,VC_IHR_PSRC,Cyprus,Both sexes,1.23
2019,VC_IHR_PSRC,Cyprus,Both sexes,1.22
2019,VC_IHR_PSRC,Cyprus,Female,1.63
2019,VC_IHR_PSRC,Cyprus,Male,0.81
2020,VC_IHR_PSRC,Cyprus,Male,1.61
2020,VC_IHR_PSRC,Cyprus,Female,0.81
2020,VC_IHR_PSRC,Cyprus,Both sexes,1.21
2021,VC_IHR_PSRC,Cyprus,Male,1.44
2021,VC_IHR_PSRC,Cyprus,Both sexes,1.29
2003,VC_IHR_PSRC,Albania,Both sexes,5.37
2004,VC_IHR_PSRC,Albania,Both sexes,4.28
2004,VC_IHR_PSRC,Albania,Male,7.36
2004,VC_IHR_PSRC,Albania,Female,1.23
2005,VC_IHR_PSRC,Albania,Female,1.38
2005,VC_IHR_PSRC,Albania,Male,8.82
2005,VC_IHR_PSRC,Albania,Both sexes,5.08
2006,VC_IHR_PSRC,Albania,Both sexes,3.16
2006,VC_IHR_PSRC,Albania,Male,4.81
2006,VC_IHR_PSRC,Albania,Female,1.53
