Year,SeriesCode,GeoAreaName,Sex,Value
2008,SI_COV_WKINJRY,Albania,BOTHSEX,34.0
2021,SI_COV_WKINJRY,Albania,BOTHSEX,40.7
2020,SI_COV_WKINJRY,Azerbaijan,BOTHSEX,32.1
2019,SI_COV_WKINJRY,Australia,BOTHSEX,72.0
2019,SI_COV_WKINJRY,Austria,BOTHSEX,77.4
2020,SI_COV_WKINJRY,Armenia,BOTHSEX,53.2
2019,SI_COV_WKINJRY,Belgium,BOTHSEX,63.1
2019,SI_COV_WKINJRY,Bulgaria,BOTHSEX,86.8
2020,SI_COV_WKINJRY,Belarus,BOTHSEX,70.9
2019,SI_COV_WKINJRY,Canada,BOTHSEX,69.1
2020,SI_COV_WKINJRY,Chile,BOTHSEX,68.7
2020,SI_COV_WKINJRY,Chile,FEMALE,65.9
2020,SI_COV_WKINJRY,Chile,MALE,70.8
2021,SI_COV_WKINJRY,Chile,FEMALE,78.6
2021,SI_COV_WKINJRY,Chile,MALE,81.3
2021,SI_COV_WKINJRY,Chile,BOTHSEX,80.2
2017,SI_COV_WKINJRY,China,BOTHSEX,28.2
2020,SI_COV_WKINJRY,China,BOTHSEX,31.8
2015,SI_COV_WKINJRY,Colombia,BOTHSEX,39.6
2020,SI_COV_WKINJRY,Colombia,BOTHSEX,37.7
2021,SI_COV_WKINJRY,Colombia,BOTHSEX,43.5
2020,SI_COV_WKINJRY,Costa Rica,BOTHSEX,58.1
2020,SI_COV_WKINJRY,Costa Rica,MALE,61.0
2020,SI_COV_WKINJRY,Costa Rica,FEMALE,53.6
2021,SI_COV_WKINJRY,Costa Rica,MALE,53.3
2021,SI_COV_WKINJRY,Costa Rica,FEMALE,48.1
2021,SI_COV_WKINJRY,Costa Rica,BOTHSEX,51.2
2011,SI_COV_WKINJRY,Croatia,BOTHSEX,68.0
2007,SI_COV_WKINJRY,Cyprus,BOTHSEX,68.2
2019,SI_COV_WKINJRY,Czechia,BOTHSEX,66.2
2019,SI_COV_WKINJRY,Denmark,BOTHSEX,88.0
2019,SI_COV_WKINJRY,Estonia,BOTHSEX,76.8
2019,SI_COV_WKINJRY,Finland,BOTHSEX,66.5
2019,SI_COV_WKINJRY,France,BOTHSEX,74.1
2020,SI_COV_WKINJRY,Georgia,BOTHSEX,48.9
2019,SI_COV_WKINJRY,Germany,BOTHSEX,100.0
2020,SI_COV_WKINJRY,Germany,MALE,100.0
2020,SI_COV_WKINJRY,Germany,FEMALE,100.0
2019,SI_COV_WKINJRY,Greece,BOTHSEX,46.9
2019,SI_COV_WKINJRY,Hungary,BOTHSEX,78.3
2019,SI_COV_WKINJRY,Iceland,BOTHSEX,95.1
2016,SI_COV_WKINJRY,India,BOTHSEX,3.7
2020,SI_COV_WKINJRY,India,BOTHSEX,3.7
2019,SI_COV_WKINJRY,Ireland,BOTHSEX,71.8
2019,SI_COV_WKINJRY,Israel,BOTHSEX,74.1
2019,SI_COV_WKINJRY,Italy,BOTHSEX,72.2
2007,SI_COV_WKINJRY,Japan,BOTHSEX,83.6
2020,SI_COV_WKINJRY,Japan,BOTHSEX,84.0
2015,SI_COV_WKINJRY,Kazakhstan,BOTHSEX,43.1
2020,SI_COV_WKINJRY,Kazakhstan,BOTHSEX,75.4
2019,SI_COV_WKINJRY,Republic of Korea,BOTHSEX,85.2
2020,SI_COV_WKINJRY,Republic of Korea,BOTHSEX,85.2
2019,SI_COV_WKINJRY,Kyrgyzstan,BOTHSEX,44.0
2020,SI_COV_WKINJRY,Kyrgyzstan,BOTHSEX,64.6
2019,SI_COV_WKINJRY,Latvia,BOTHSEX,69.2
2019,SI_COV_WKINJRY,Lithuania,BOTHSEX,64.7
2019,SI_COV_WKINJRY,Luxembourg,BOTHSEX,77.1
2019,SI_COV_WKINJRY,Malta,BOTHSEX,73.5
2020,SI_COV_WKINJRY,Mexico,FEMALE,35.6
2020,SI_COV_WKINJRY,Mexico,BOTHSEX,35.4
2020,SI_COV_WKINJRY,Mexico,MALE,35.3
2021,SI_COV_WKINJRY,Mexico,FEMALE,36.8
2021,SI_COV_WKINJRY,Mexico,MALE,36.8
2021,SI_COV_WKINJRY,Mexico,BOTHSEX,36.8
2011,SI_COV_WKINJRY,Republic of Moldova,BOTHSEX,71.6
2020,SI_COV_WKINJRY,Republic of Moldova,BOTHSEX,71.6
2019,SI_COV_WKINJRY,Netherlands (Kingdom of the),BOTHSEX,97.6
2019,SI_COV_WKINJRY,New Zealand,BOTHSEX,100.0
2020,SI_COV_WKINJRY,New Zealand,FEMALE,100.0
2020,SI_COV_WKINJRY,New Zealand,MALE,100.0
2019,SI_COV_WKINJRY,Norway,BOTHSEX,89.6
2008,SI_COV_WKINJRY,Poland,BOTHSEX,95.2
2019,SI_COV_WKINJRY,Poland,BOTHSEX,100.0
2020,SI_COV_WKINJRY,Poland,BOTHSEX,100.0
2020,SI_COV_WKINJRY,Poland,MALE,100.0
2020,SI_COV_WKINJRY,Poland,FEMALE,100.0
2019,SI_COV_WKINJRY,Portugal,BOTHSEX,77.3
2019,SI_COV_WKINJRY,Romania,BOTHSEX,63.1
2019,SI_COV_WKINJRY,Serbia,BOTHSEX,66.2
2021,SI_COV_WKINJRY,Serbia,BOTHSEX,63.9
2019,SI_COV_WKINJRY,Slovakia,BOTHSEX,66.4
2020,SI_COV_WKINJRY,Slovakia,BOTHSEX,66.4
2015,SI_COV_WKINJRY,Viet Nam,BOTHSEX,21.1
2020,SI_COV_WKINJRY,Viet Nam,BOTHSEX,26.2
2015,SI_COV_WKINJRY,Slovenia,BOTHSEX,80.5
2020,SI_COV_WKINJRY,Slovenia,BOTHSEX,80.5
2016,SI_COV_WKINJRY,Spain,BOTHSEX,76.2
2020,SI_COV_WKINJRY,Spain,BOTHSEX,76.2
2019,SI_COV_WKINJRY,Sweden,BOTHSEX,84.8
2019,SI_COV_WKINJRY,Switzerland,BOTHSEX,66.7
2010,SI_COV_WKINJRY,Türkiye,BOTHSEX,38.6
2019,SI_COV_WKINJRY,Türkiye,BOTHSEX,60.3
2019,SI_COV_WKINJRY,Turkmenistan,BOTHSEX,52.6
2019,SI_COV_WKINJRY,United Kingdom of Great Britain and Northern Ireland,BOTHSEX,68.0
2019,SI_COV_WKINJRY,Uzbekistan,BOTHSEX,44.1
2019,SI_COV_WKINJRY,Uzbekistan,BOTHSEX,44.1
