Year,SeriesCode,GeoAreaName,Sex,Value
2020,SI_COV_CHLD,Azerbaijan,BOTHSEX,16.9
2016,SI_COV_CHLD,Australia,BOTHSEX,100.0
2020,SI_COV_CHLD,Australia,BOTHSEX,100.0
2020,SI_COV_CHLD,Australia,MALE,100.0
2020,SI_COV_CHLD,Australia,FEMALE,100.0
2016,SI_COV_CHLD,Austria,BOTHSEX,100.0
2020,SI_COV_CHLD,Austria,BOTHSEX,100.0
2020,SI_COV_CHLD,Austria,MALE,100.0
2020,SI_COV_CHLD,Austria,FEMALE,100.0
2016,SI_COV_CHLD,Armenia,BOTHSEX,21.4
2020,SI_COV_CHLD,Armenia,BOTHSEX,30.2
2016,SI_COV_CHLD,Belgium,BOTHSEX,100.0
2020,SI_COV_CHLD,Belgium,MALE,100.0
2020,SI_COV_CHLD,Belgium,FEMALE,100.0
2020,SI_COV_CHLD,Belgium,BOTHSEX,100.0
2016,SI_COV_CHLD,Bulgaria,BOTHSEX,48.6
2020,SI_COV_CHLD,Bulgaria,BOTHSEX,48.6
2016,SI_COV_CHLD,Canada,BOTHSEX,39.7
2020,SI_COV_CHLD,Canada,BOTHSEX,39.7
2020,SI_COV_CHLD,Chile,BOTHSEX,68.5
2016,SI_COV_CHLD,China,BOTHSEX,2.2
2020,SI_COV_CHLD,China,BOTHSEX,3.0
2016,SI_COV_CHLD,Colombia,BOTHSEX,27.3
2020,SI_COV_CHLD,Colombia,BOTHSEX,36.0
2021,SI_COV_CHLD,Colombia,BOTHSEX,34.3
2016,SI_COV_CHLD,Costa Rica,BOTHSEX,17.7
2020,SI_COV_CHLD,Costa Rica,BOTHSEX,38.8
2021,SI_COV_CHLD,Costa Rica,FEMALE,41.1
2021,SI_COV_CHLD,Costa Rica,MALE,37.8
2021,SI_COV_CHLD,Costa Rica,BOTHSEX,39.4
2016,SI_COV_CHLD,Cyprus,BOTHSEX,60.3
2020,SI_COV_CHLD,Cyprus,BOTHSEX,60.3
2016,SI_COV_CHLD,Denmark,BOTHSEX,100.0
2020,SI_COV_CHLD,Denmark,FEMALE,100.0
2020,SI_COV_CHLD,Denmark,MALE,100.0
2020,SI_COV_CHLD,Denmark,BOTHSEX,100.0
2016,SI_COV_CHLD,Estonia,BOTHSEX,100.0
2020,SI_COV_CHLD,Estonia,MALE,100.0
2020,SI_COV_CHLD,Estonia,FEMALE,100.0
2020,SI_COV_CHLD,Estonia,BOTHSEX,100.0
2016,SI_COV_CHLD,Finland,BOTHSEX,100.0
2020,SI_COV_CHLD,Finland,FEMALE,100.0
