Year,SeriesCode,Страна ,Value
2017,VC_DSR_LSGP,Netherlands (Kingdom of the),0.0
2019,VC_DSR_LSGP,Netherlands (Kingdom of the),0.0
2015,VC_DSR_LSGP,New Zealand,0.00024
2016,VC_DSR_LSGP,New Zealand,0.00974
2017,VC_DSR_LSGP,New Zealand,0.00084
2018,VC_DSR_LSGP,New Zealand,0.00057
2019,VC_DSR_LSGP,New Zealand,0.00025
2020,VC_DSR_LSGP,New Zealand,0.00364
2021,VC_DSR_LSGP,New Zealand,5e-05
2017,VC_DSR_LSGP,Norway,0.00034
2017,VC_DSR_LSGP,Poland,0.0
2018,VC_DSR_LSGP,Poland,0.0
2021,VC_DSR_LSGP,Portugal,0.0
2005,VC_DSR_LSGP,Romania,0.0018
2006,VC_DSR_LSGP,Romania,0.0003
2007,VC_DSR_LSGP,Romania,0.0003
2008,VC_DSR_LSGP,Romania,0.00023
2009,VC_DSR_LSGP,Romania,0.00011
2010,VC_DSR_LSGP,Romania,0.00026
2011,VC_DSR_LSGP,Romania,6e-05
2012,VC_DSR_LSGP,Romania,6e-05
2013,VC_DSR_LSGP,Romania,0.00013
2014,VC_DSR_LSGP,Romania,6e-05
2015,VC_DSR_LSGP,Romania,0.00022
2016,VC_DSR_LSGP,Romania,0.00018
2017,VC_DSR_LSGP,Romania,3e-05
2018,VC_DSR_LSGP,Romania,0.01694
2019,VC_DSR_LSGP,Romania,0.00287
2020,VC_DSR_LSGP,Romania,0.00236
2021,VC_DSR_LSGP,Romania,0.0
2005,VC_DSR_LSGP,Albania,0.00227
2006,VC_DSR_LSGP,Albania,0.00029
2007,VC_DSR_LSGP,Albania,9e-05
2008,VC_DSR_LSGP,Albania,0.0001
2009,VC_DSR_LSGP,Albania,0.00148
2010,VC_DSR_LSGP,Albania,0.0066
2011,VC_DSR_LSGP,Albania,0.00019
2012,VC_DSR_LSGP,Albania,0.00031
2013,VC_DSR_LSGP,Albania,0.00067
2014,VC_DSR_LSGP,Albania,0.00056
2015,VC_DSR_LSGP,Albania,0.0002
2016,VC_DSR_LSGP,Albania,0.0001
2018,VC_DSR_LSGP,Albania,0.00036
2019,VC_DSR_LSGP,Albania,0.00019
2020,VC_DSR_LSGP,Albania,3e-05
2009,VC_DSR_LSGP,Australia,0.0
2010,VC_DSR_LSGP,Australia,9e-05
2011,VC_DSR_LSGP,Australia,8e-05
2012,VC_DSR_LSGP,Australia,0.0
2013,VC_DSR_LSGP,Australia,4e-05
2014,VC_DSR_LSGP,Australia,0.0
2015,VC_DSR_LSGP,Australia,6e-05
2016,VC_DSR_LSGP,Australia,3e-05
2017,VC_DSR_LSGP,Australia,7e-05
2005,VC_DSR_LSGP,Serbia,0.00106
2006,VC_DSR_LSGP,Serbia,0.00199
2007,VC_DSR_LSGP,Serbia,0.00088
2008,VC_DSR_LSGP,Serbia,0.0
2009,VC_DSR_LSGP,Serbia,0.0004
2010,VC_DSR_LSGP,Serbia,0.00436
2018,VC_DSR_LSGP,Australia,0.00013
2019,VC_DSR_LSGP,Australia,0.00023
2020,VC_DSR_LSGP,Australia,0.00013
2021,VC_DSR_LSGP,Australia,0.0001
2018,VC_DSR_LSGP,Austria,0.00142
2019,VC_DSR_LSGP,Austria,0.00034
2011,VC_DSR_LSGP,Serbia,0.00065
2012,VC_DSR_LSGP,Serbia,0.00046
2013,VC_DSR_LSGP,Serbia,5e-05
2014,VC_DSR_LSGP,Serbia,0.00386
2015,VC_DSR_LSGP,Serbia,0.00031
2016,VC_DSR_LSGP,Serbia,0.00137
2020,VC_DSR_LSGP,Austria,0.00048
2005,VC_DSR_LSGP,Armenia,0.00017
2006,VC_DSR_LSGP,Armenia,0.0002
2007,VC_DSR_LSGP,Armenia,0.00025
2008,VC_DSR_LSGP,Armenia,9e-05
2009,VC_DSR_LSGP,Armenia,0.00016
2010,VC_DSR_LSGP,Armenia,0.00075
2011,VC_DSR_LSGP,Armenia,3e-05
2012,VC_DSR_LSGP,Armenia,1e-05
2013,VC_DSR_LSGP,Armenia,0.0002
2014,VC_DSR_LSGP,Armenia,0.00054
2015,VC_DSR_LSGP,Armenia,0.00029
2016,VC_DSR_LSGP,Armenia,0.00147
2017,VC_DSR_LSGP,Armenia,0.00119
2018,VC_DSR_LSGP,Armenia,0.00107
2019,VC_DSR_LSGP,Armenia,0.0004
2020,VC_DSR_LSGP,Armenia,0.00063
2021,VC_DSR_LSGP,Armenia,0.001
2017,VC_DSR_LSGP,Serbia,0.00036
2018,VC_DSR_LSGP,Serbia,4e-05
2019,VC_DSR_LSGP,Serbia,0.00025
2020,VC_DSR_LSGP,Serbia,0.00013
2021,VC_DSR_LSGP,Serbia,0.0
2005,VC_DSR_LSGP,Viet Nam,0.00381
2006,VC_DSR_LSGP,Viet Nam,0.03936
2007,VC_DSR_LSGP,Viet Nam,0.00739
2008,VC_DSR_LSGP,Viet Nam,0.00357
2009,VC_DSR_LSGP,Viet Nam,0.01712
2010,VC_DSR_LSGP,Viet Nam,0.00671
2019,VC_DSR_LSGP,Viet Nam,1e-05
2008,VC_DSR_LSGP,Slovenia,0.00246
2009,VC_DSR_LSGP,Slovenia,0.00079
2010,VC_DSR_LSGP,Slovenia,0.00159
2011,VC_DSR_LSGP,Slovenia,0.00025
2012,VC_DSR_LSGP,Slovenia,0.00848
2013,VC_DSR_LSGP,Slovenia,0.00292
2005,VC_DSR_LSGP,Bulgaria,0.00031
2006,VC_DSR_LSGP,Bulgaria,0.0002
2007,VC_DSR_LSGP,Bulgaria,0.00018
2008,VC_DSR_LSGP,Bulgaria,2e-05
2009,VC_DSR_LSGP,Bulgaria,0.0
2010,VC_DSR_LSGP,Bulgaria,4e-05
2014,VC_DSR_LSGP,Slovenia,0.0
2015,VC_DSR_LSGP,Slovenia,0.0
2016,VC_DSR_LSGP,Slovenia,0.00176
2017,VC_DSR_LSGP,Slovenia,0.00596
2018,VC_DSR_LSGP,Slovenia,0.0015
2019,VC_DSR_LSGP,Slovenia,0.0025
2011,VC_DSR_LSGP,Bulgaria,1e-05
2012,VC_DSR_LSGP,Bulgaria,0.00026
2013,VC_DSR_LSGP,Bulgaria,2e-05
2014,VC_DSR_LSGP,Bulgaria,0.00012
2015,VC_DSR_LSGP,Bulgaria,0.00139
2016,VC_DSR_LSGP,Bulgaria,0.00028
2020,VC_DSR_LSGP,Slovenia,0.00105
2021,VC_DSR_LSGP,Slovenia,0.00104
2014,VC_DSR_LSGP,Sweden,0.0
2015,VC_DSR_LSGP,Sweden,0.0
2016,VC_DSR_LSGP,Sweden,0.0
2017,VC_DSR_LSGP,Sweden,0.0
2018,VC_DSR_LSGP,Sweden,0.00128
2019,VC_DSR_LSGP,Sweden,0.0
2020,VC_DSR_LSGP,Sweden,0.0
2005,VC_DSR_LSGP,Switzerland,0.00396
2006,VC_DSR_LSGP,Switzerland,0.00227
2007,VC_DSR_LSGP,Switzerland,0.00226
2008,VC_DSR_LSGP,Switzerland,0.00135
2009,VC_DSR_LSGP,Switzerland,0.00183
2010,VC_DSR_LSGP,Switzerland,0.00123
2011,VC_DSR_LSGP,Switzerland,0.00166
2012,VC_DSR_LSGP,Switzerland,0.00151
2013,VC_DSR_LSGP,Switzerland,0.00155
2014,VC_DSR_LSGP,Switzerland,0.00138
2015,VC_DSR_LSGP,Switzerland,0.0019
2016,VC_DSR_LSGP,Switzerland,0.00126
2017,VC_DSR_LSGP,Switzerland,0.00144
2018,VC_DSR_LSGP,Switzerland,0.00164
2019,VC_DSR_LSGP,Switzerland,0.00129
2017,VC_DSR_LSGP,Bulgaria,0.00221
2018,VC_DSR_LSGP,Bulgaria,0.00065
2019,VC_DSR_LSGP,Bulgaria,3e-05
2020,VC_DSR_LSGP,Bulgaria,3e-05
2021,VC_DSR_LSGP,Bulgaria,0.0
2015,VC_DSR_LSGP,Belarus,0.0
2020,VC_DSR_LSGP,Switzerland,0.00122
2015,VC_DSR_LSGP,Таджикистан,0.00348
2016,VC_DSR_LSGP,Таджикистан,0.00065
2017,VC_DSR_LSGP,Таджикистан,0.0
2018,VC_DSR_LSGP,Таджикистан,0.0
2019,VC_DSR_LSGP,Таджикистан,0.00012
2016,VC_DSR_LSGP,Belarus,0.0
2017,VC_DSR_LSGP,Belarus,0.0
2018,VC_DSR_LSGP,Belarus,0.0
2019,VC_DSR_LSGP,Belarus,0.0
2020,VC_DSR_LSGP,Belarus,0.0
2021,VC_DSR_LSGP,Belarus,0.0
2005,VC_DSR_LSGP,Chile,0.00064
2020,VC_DSR_LSGP,Таджикистан,0.00061
2007,VC_DSR_LSGP,United Arab Emirates,0.00176
2008,VC_DSR_LSGP,United Arab Emirates,0.00193
2009,VC_DSR_LSGP,United Arab Emirates,0.00257
2010,VC_DSR_LSGP,United Arab Emirates,0.00232
2011,VC_DSR_LSGP,United Arab Emirates,0.0017
2006,VC_DSR_LSGP,Chile,0.00032
2007,VC_DSR_LSGP,Chile,0.00068
2008,VC_DSR_LSGP,Chile,0.00035
2009,VC_DSR_LSGP,Chile,0.0
2010,VC_DSR_LSGP,Chile,0.01727
2011,VC_DSR_LSGP,Chile,7e-05
2012,VC_DSR_LSGP,Chile,2e-05
2013,VC_DSR_LSGP,Chile,0.0
2014,VC_DSR_LSGP,Chile,0.0008
2015,VC_DSR_LSGP,Chile,0.00082
2016,VC_DSR_LSGP,Chile,1e-05
2017,VC_DSR_LSGP,Chile,0.00039
2018,VC_DSR_LSGP,Chile,0.0
2019,VC_DSR_LSGP,Chile,0.0
2020,VC_DSR_LSGP,Chile,0.0
2021,VC_DSR_LSGP,Chile,0.0
2005,VC_DSR_LSGP,Colombia,0.00818
2006,VC_DSR_LSGP,Colombia,0.00062
2012,VC_DSR_LSGP,United Arab Emirates,0.00187
2013,VC_DSR_LSGP,United Arab Emirates,0.00165
2014,VC_DSR_LSGP,United Arab Emirates,0.0017
