Year,SeriesCode,Country,Sex,Value
2009,VC_PRR_ROBB,Australia,Both sexes,39.1
2010,VC_PRR_ROBB,Australia,Both sexes,60.7
2011,VC_PRR_ROBB,Australia,Both sexes,60.0
2012,VC_PRR_ROBB,Australia,Both sexes,51.5
2013,VC_PRR_ROBB,Australia,Both sexes,49.7
2014,VC_PRR_ROBB,Australia,Both sexes,56.4
2015,VC_PRR_ROBB,Australia,Both sexes,54.0
2016,VC_PRR_ROBB,Australia,Both sexes,51.7
2017,VC_PRR_ROBB,Australia,Both sexes,58.0
2018,VC_PRR_ROBB,Australia,Both sexes,58.0
2019,VC_PRR_ROBB,Australia,Both sexes,51.1
2020,VC_PRR_ROBB,Australia,Both sexes,63.8
2021,VC_PRR_ROBB,Australia,Both sexes,63.8
2006,VC_PRR_ROBB,Belgium,Both sexes,42.87
2009,VC_PRR_ROBB,Belgium,Both sexes,40.49
2018,VC_PRR_ROBB,Belgium,Male,52.87
2018,VC_PRR_ROBB,Belgium,Female,59.18
2018,VC_PRR_ROBB,Belgium,Both sexes,56.12
2004,VC_PRR_ROBB,Canada,Both sexes,46.0
2009,VC_PRR_ROBB,Canada,Both sexes,43.0
2014,VC_PRR_ROBB,Canada,Both sexes,45.0
2014,VC_PRR_ROBB,Canada,Male,42.48
2014,VC_PRR_ROBB,Canada,Female,49.64
2019,VC_PRR_ROBB,Canada,Both sexes,46.54
2006,VC_PRR_ROBB,Chile,Both sexes,39.9
2007,VC_PRR_ROBB,Chile,Both sexes,38.5
2008,VC_PRR_ROBB,Chile,Both sexes,42.2
2009,VC_PRR_ROBB,Chile,Both sexes,44.9
2010,VC_PRR_ROBB,Chile,Both sexes,44.6
2011,VC_PRR_ROBB,Chile,Both sexes,46.5
2012,VC_PRR_ROBB,Chile,Both sexes,50.5
2013,VC_PRR_ROBB,Chile,Both sexes,38.7
2014,VC_PRR_ROBB,Chile,Both sexes,36.0
2015,VC_PRR_ROBB,Chile,Both sexes,49.7
2015,VC_PRR_ROBB,Chile,Female,48.6
2015,VC_PRR_ROBB,Chile,Male,51.6
2016,VC_PRR_ROBB,Chile,Male,45.8
2016,VC_PRR_ROBB,Chile,Female,46.6
2016,VC_PRR_ROBB,Chile,Both sexes,46.2
2017,VC_PRR_ROBB,Chile,Male,39.2
2017,VC_PRR_ROBB,Chile,Both sexes,43.1
2017,VC_PRR_ROBB,Chile,Female,46.0
2018,VC_PRR_ROBB,Chile,Both sexes,44.1
2018,VC_PRR_ROBB,Chile,Male,51.1
2018,VC_PRR_ROBB,Chile,Female,38.6
2019,VC_PRR_ROBB,Chile,Both sexes,42.4
2019,VC_PRR_ROBB,Chile,Male,47.6
2019,VC_PRR_ROBB,Chile,Female,38.9
2020,VC_PRR_ROBB,Chile,Female,40.4
2020,VC_PRR_ROBB,Chile,Male,45.5
2020,VC_PRR_ROBB,Chile,Both sexes,42.8
2021,VC_PRR_ROBB,Chile,Male,49.9
2021,VC_PRR_ROBB,Chile,Female,41.8
2021,VC_PRR_ROBB,Chile,Both sexes,45.7
2012,VC_PRR_ROBB,Colombia,Both sexes,24.0
2013,VC_PRR_ROBB,Colombia,Both sexes,22.6
2014,VC_PRR_ROBB,Colombia,Both sexes,26.0
2015,VC_PRR_ROBB,Colombia,Both sexes,23.3
2016,VC_PRR_ROBB,Colombia,Both sexes,25.8
2017,VC_PRR_ROBB,Colombia,Male,29.59
2017,VC_PRR_ROBB,Colombia,Female,32.84
2017,VC_PRR_ROBB,Colombia,Both sexes,31.2
2019,VC_PRR_ROBB,Colombia,Both sexes,32.83
2019,VC_PRR_ROBB,Colombia,Female,32.75
2019,VC_PRR_ROBB,Colombia,Male,32.91
2020,VC_PRR_ROBB,Colombia,Male,34.57
2020,VC_PRR_ROBB,Colombia,Both sexes,35.24
2020,VC_PRR_ROBB,Colombia,Female,35.98
2008,VC_PRR_ROBB,Costa Rica,Both sexes,34.3
2010,VC_PRR_ROBB,Costa Rica,Both sexes,27.7
2008,VC_PRR_ROBB,Croatia,Both sexes,33.0
2010,VC_PRR_ROBB,Croatia,Both sexes,61.2
2010,VC_PRR_ROBB,Czechia,Both sexes,55.0
2013,VC_PRR_ROBB,Czechia,Both sexes,41.0
2008,VC_PRR_ROBB,Denmark,Both sexes,71.0
2009,VC_PRR_ROBB,Denmark,Both sexes,74.0
2010,VC_PRR_ROBB,Denmark,Both sexes,83.0
2011,VC_PRR_ROBB,Denmark,Both sexes,84.0
2012,VC_PRR_ROBB,Denmark,Both sexes,71.0
2013,VC_PRR_ROBB,Denmark,Both sexes,78.0
2014,VC_PRR_ROBB,Denmark,Both sexes,77.0
2009,VC_PRR_ROBB,Estonia,Both sexes,19.0
2007,VC_PRR_ROBB,France,Both sexes,34.6
2008,VC_PRR_ROBB,France,Both sexes,35.23
2009,VC_PRR_ROBB,France,Both sexes,23.25
2010,VC_PRR_ROBB,France,Both sexes,34.83
2011,VC_PRR_ROBB,France,Both sexes,40.39
2012,VC_PRR_ROBB,France,Both sexes,38.02
2013,VC_PRR_ROBB,France,Both sexes,35.62
2014,VC_PRR_ROBB,France,Both sexes,45.04
2015,VC_PRR_ROBB,France,Both sexes,45.0
2016,VC_PRR_ROBB,France,Both sexes,52.0
2017,VC_PRR_ROBB,France,Both sexes,49.0
2018,VC_PRR_ROBB,France,Both sexes,42.0
2010,VC_PRR_ROBB,Georgia,Both sexes,57.0
2012,VC_PRR_ROBB,Germany,Both sexes,30.0
2017,VC_PRR_ROBB,Germany,Female,38.8
2017,VC_PRR_ROBB,Germany,Male,27.3
2017,VC_PRR_ROBB,Germany,Both sexes,32.0
2020,VC_PRR_ROBB,Germany,Female,13.1
2020,VC_PRR_ROBB,Germany,Male,37.2
2020,VC_PRR_ROBB,Germany,Both sexes,24.0
2015,VC_PRR_ROBB,Ireland,Both sexes,66.0
2019,VC_PRR_ROBB,Ireland,Both sexes,67.0
2014,VC_PRR_ROBB,Israel,Both sexes,64.0
2017,VC_PRR_ROBB,Israel,Both sexes,68.0
2018,VC_PRR_ROBB,Israel,Female,100.0
2018,VC_PRR_ROBB,Israel,Both sexes,68.56
2018,VC_PRR_ROBB,Israel,Male,59.78
2019,VC_PRR_ROBB,Israel,Both sexes,85.43
2021,VC_PRR_ROBB,Israel,Female,58.75
2021,VC_PRR_ROBB,Israel,Both sexes,50.84
2008,VC_PRR_ROBB,Italy,Both sexes,32.0
2016,VC_PRR_ROBB,Italy,Both sexes,45.1
2012,VC_PRR_ROBB,Republic of Korea,Both sexes,16.6
2014,VC_PRR_ROBB,Republic of Korea,Male,56.6
2014,VC_PRR_ROBB,Republic of Korea,Both sexes,54.1
2016,VC_PRR_ROBB,Republic of Korea,Male,37.0
2016,VC_PRR_ROBB,Republic of Korea,Female,49.9
2016,VC_PRR_ROBB,Republic of Korea,Both sexes,45.0
2018,VC_PRR_ROBB,Republic of Korea,Both sexes,49.1
2020,VC_PRR_ROBB,Republic of Korea,Both sexes,70.37
2015,VC_PRR_ROBB,Kyrgyzstan,Both sexes,36.1
2013,VC_PRR_ROBB,Luxembourg,Both sexes,68.5
2009,VC_PRR_ROBB,Mexico,Both sexes,21.0
2010,VC_PRR_ROBB,Mexico,Both sexes,22.0
2011,VC_PRR_ROBB,Mexico,Both sexes,13.0
2012,VC_PRR_ROBB,Mexico,Both sexes,15.0
2013,VC_PRR_ROBB,Mexico,Both sexes,11.7
2014,VC_PRR_ROBB,Mexico,Both sexes,13.4
2015,VC_PRR_ROBB,Mexico,Both sexes,12.33
2016,VC_PRR_ROBB,Mexico,Both sexes,12.1
2017,VC_PRR_ROBB,Mexico,Both sexes,12.33
2017,VC_PRR_ROBB,Mexico,Female,9.97
2017,VC_PRR_ROBB,Mexico,Male,14.38
2018,VC_PRR_ROBB,Mexico,Male,11.82
2018,VC_PRR_ROBB,Mexico,Female,9.1
2018,VC_PRR_ROBB,Mexico,Both sexes,10.53
2019,VC_PRR_ROBB,Mexico,Both sexes,11.59
