Year,SeriesCode,Country,Sex,Value
2018,SP_LGL_LNDDOC,Albania,Both sexes,36.4
2018,SP_LGL_LNDDOC,Albania,Female,21.9
2016,SP_LGL_LNDDOC,Armenia,Both sexes,41.9
2016,SP_LGL_LNDDOC,Armenia,Female,29.7
2011,SP_LGL_LNDDOC,Belgium,Female,54.3
2011,SP_LGL_LNDDOC,Belgium,Both sexes,94.8
2011,SP_LGL_LNDDOC,Costa Rica,Both sexes,100.0
2016,SP_LGL_LNDDOC,Republic of Korea,Both sexes,100.0
2011,SP_LGL_LNDDOC,Netherlands (Kingdom of the),Both sexes,100.0
2011,SP_LGL_LNDDOC,Netherlands (Kingdom of the),Female,64.0
2013,SP_LGL_LNDDOC,New Zealand,Both sexes,99.0
2011,SP_LGL_LNDDOC,Sweden,Both sexes,99.3
2011,SP_LGL_LNDDOC,Sweden,Female,30.2
2011,SP_LGL_LNDDOC,Sweden,Female,30.2
