Year,SeriesCode,GeoAreaName,Age,Sex,Value
2012,"SE_DEV_ONTRK","Bosnia and Herzegovina","M36T59","BOTHSEX",96.4
2012,"SE_DEV_ONTRK","Bosnia and Herzegovina","M36T59","MALE",95.3
2012,"SE_DEV_ONTRK","Bosnia and Herzegovina","M36T59","FEMALE",97.6
2019,"SE_DEV_ONTRK","Belarus","M36T59","FEMALE",89.3
2019,"SE_DEV_ONTRK","Belarus","M36T59","MALE",84.4
2019,"SE_DEV_ONTRK","Belarus","M36T59","BOTHSEX",86.9
2018,"SE_DEV_ONTRK","Costa Rica","M36T59","BOTHSEX",85.5
2018,"SE_DEV_ONTRK","Costa Rica","M36T59","FEMALE",89.5
2018,"SE_DEV_ONTRK","Costa Rica","M36T59","MALE",81.8
2018,"SE_DEV_ONTRK","Georgia","M36T59","BOTHSEX",89.6
2018,"SE_DEV_ONTRK","Georgia","M36T59","FEMALE",88.5
2018,"SE_DEV_ONTRK","Georgia","M36T59","MALE",90.8
2015,"SE_DEV_ONTRK","Kazakhstan","M36T59","MALE",84.8
2015,"SE_DEV_ONTRK","Kazakhstan","M36T59","FEMALE",86.3
2015,"SE_DEV_ONTRK","Kazakhstan","M36T59","BOTHSEX",85.5
2018,"SE_DEV_ONTRK","Kyrgyzstan","M36T59","FEMALE",75
2018,"SE_DEV_ONTRK","Kyrgyzstan","M36T59","MALE",68.2
2018,"SE_DEV_ONTRK","Kyrgyzstan","M36T59","BOTHSEX",71.7
2021,"SE_DEV_ONTRK","Mexico","M24T59","FEMALE",78.1
2021,"SE_DEV_ONTRK","Mexico","M24T59","MALE",85
2021,"SE_DEV_ONTRK","Mexico","M24T59","BOTHSEX",81.5
2012,"SE_DEV_ONTRK","Republic of Moldova","M36T59","MALE",83.4
2012,"SE_DEV_ONTRK","Republic of Moldova","M36T59","FEMALE",84.2
2012,"SE_DEV_ONTRK","Republic of Moldova","M36T59","BOTHSEX",83.8
2018,"SE_DEV_ONTRK","Montenegro","M36T59","FEMALE",90.6
2018,"SE_DEV_ONTRK","Montenegro","M36T59","MALE",90
2018,"SE_DEV_ONTRK","Montenegro","M36T59","BOTHSEX",90.2
2019,"SE_DEV_ONTRK","Serbia","M36T59","BOTHSEX",97.2
2019,"SE_DEV_ONTRK","Serbia","M36T59","FEMALE",98.5
2019,"SE_DEV_ONTRK","Serbia","M36T59","MALE",95.9
2021,"SE_DEV_ONTRK","Viet Nam","M24T59","FEMALE",79.7
2021,"SE_DEV_ONTRK","Viet Nam","M24T59","MALE",76.761
2021,"SE_DEV_ONTRK","Viet Nam","M24T59","BOTHSEX",78.192
2018,"SE_DEV_ONTRK","Türkiye","M36T59","BOTHSEX",73.7
2018,"SE_DEV_ONTRK","Türkiye","M36T59","MALE",69.8
2018,"SE_DEV_ONTRK","Türkiye","M36T59","FEMALE",78
2019,"SE_DEV_ONTRK","Turkmenistan","M36T59","BOTHSEX",95
2019,"SE_DEV_ONTRK","Turkmenistan","M36T59","MALE",94.7
2019,"SE_DEV_ONTRK","Turkmenistan","M36T59","FEMALE",95.3
2012,"SE_DEV_ONTRK","Ukraine","M36T59","BOTHSEX",89
2012,"SE_DEV_ONTRK","Ukraine","M36T59","MALE",88.7
2012,"SE_DEV_ONTRK","Ukraine","M36T59","FEMALE",89.3
2019,"SE_DEV_ONTRK","North Macedonia","M36T59","BOTHSEX",81.8
2019,"SE_DEV_ONTRK","North Macedonia","M36T59","MALE",75.9
2019,"SE_DEV_ONTRK","North Macedonia","M36T59","FEMALE",89.3
2022,"SE_DEV_ONTRK","Uzbekistan","M24T59","BOTHSEX",82.609
2022,"SE_DEV_ONTRK","Uzbekistan","M24T59","FEMALE",86.2
2022,"SE_DEV_ONTRK","Uzbekistan","M24T59","MALE",79.255
2022,"SE_DEV_ONTRK","Uzbekistan","M24T59","MALE",79.255
