Year,SeriesCode,GeoAreaName,Sex,Value
2014,"VC_IHR_PSRCN","Australia","FEMALE",94
2015,"VC_IHR_PSRCN","Australia","BOTHSEX",236
2015,"VC_IHR_PSRCN","Australia","MALE",151
2015,"VC_IHR_PSRCN","Australia","FEMALE",85
2016,"VC_IHR_PSRCN","Australia","MALE",147
2016,"VC_IHR_PSRCN","Australia","FEMALE",80
2016,"VC_IHR_PSRCN","Australia","BOTHSEX",227
2017,"VC_IHR_PSRCN","Australia","MALE",144
2017,"VC_IHR_PSRCN","Australia","FEMALE",63
2017,"VC_IHR_PSRCN","Australia","BOTHSEX",208
2018,"VC_IHR_PSRCN","Australia","FEMALE",84
2018,"VC_IHR_PSRCN","Australia","BOTHSEX",221
2018,"VC_IHR_PSRCN","Australia","MALE",135
2019,"VC_IHR_PSRCN","Australia","MALE",156
2019,"VC_IHR_PSRCN","Australia","BOTHSEX",225
2019,"VC_IHR_PSRCN","Australia","FEMALE",68
2020,"VC_IHR_PSRCN","Australia","FEMALE",74
2020,"VC_IHR_PSRCN","Australia","BOTHSEX",221
2020,"VC_IHR_PSRCN","Australia","MALE",150
2021,"VC_IHR_PSRCN","Australia","BOTHSEX",193
2021,"VC_IHR_PSRCN","Australia","FEMALE",49
2021,"VC_IHR_PSRCN","Australia","MALE",141
2000,"VC_IHR_PSRCN","Austria","BOTHSEX",82
2000,"VC_IHR_PSRCN","Austria","MALE",28
2000,"VC_IHR_PSRCN","Austria","FEMALE",54
2001,"VC_IHR_PSRCN","Austria","BOTHSEX",70
2001,"VC_IHR_PSRCN","Austria","MALE",28
2001,"VC_IHR_PSRCN","Austria","FEMALE",42
2002,"VC_IHR_PSRCN","Austria","MALE",27
2002,"VC_IHR_PSRCN","Austria","BOTHSEX",65
2011,"VC_IHR_PSRCN","Finland","MALE",73
2011,"VC_IHR_PSRCN","Finland","BOTHSEX",110
2011,"VC_IHR_PSRCN","Finland","FEMALE",37
2012,"VC_IHR_PSRCN","Finland","MALE",48
2012,"VC_IHR_PSRCN","Finland","FEMALE",41
2012,"VC_IHR_PSRCN","Finland","BOTHSEX",89
2013,"VC_IHR_PSRCN","Finland","BOTHSEX",89
2013,"VC_IHR_PSRCN","Finland","MALE",66
2013,"VC_IHR_PSRCN","Finland","FEMALE",23
2014,"VC_IHR_PSRCN","Finland","BOTHSEX",88
2002,"VC_IHR_PSRCN","Austria","FEMALE",38
2003,"VC_IHR_PSRCN","Austria","FEMALE",23
2003,"VC_IHR_PSRCN","Austria","MALE",27
2003,"VC_IHR_PSRCN","Austria","BOTHSEX",50
2004,"VC_IHR_PSRCN","Austria","BOTHSEX",59
2004,"VC_IHR_PSRCN","Austria","FEMALE",32
2004,"VC_IHR_PSRCN","Austria","MALE",27
2005,"VC_IHR_PSRCN","Austria","MALE",30
2005,"VC_IHR_PSRCN","Austria","FEMALE",24
2005,"VC_IHR_PSRCN","Austria","BOTHSEX",54
2006,"VC_IHR_PSRCN","Austria","FEMALE",29
2006,"VC_IHR_PSRCN","Austria","BOTHSEX",61
2014,"VC_IHR_PSRCN","Finland","FEMALE",27
2014,"VC_IHR_PSRCN","Finland","MALE",61
