Year,SeriesCode,GeoAreaName,Age,Sex,Value
2000,"SH_STA_TRAF","Latvia","","BOTHSEX",29.2
2000,"SH_STA_TRAF","Latvia","","FEMALE",13.1
2000,"SH_STA_TRAF","Latvia","","MALE",48.0
2005,"SH_STA_TRAF","Latvia","","BOTHSEX",21.4
2005,"SH_STA_TRAF","Latvia","","FEMALE",10.9
2005,"SH_STA_TRAF","Latvia","","MALE",33.7
2010,"SH_STA_TRAF","Latvia","","MALE",18.2
2010,"SH_STA_TRAF","Latvia","","FEMALE",6.5
2010,"SH_STA_TRAF","Latvia","","BOTHSEX",11.8
2015,"SH_STA_TRAF","Latvia","","BOTHSEX",11.2
2015,"SH_STA_TRAF","Latvia","","FEMALE",4.7
2015,"SH_STA_TRAF","Latvia","","MALE",18.8
2019,"SH_STA_TRAF","Latvia","","BOTHSEX",8.1
2019,"SH_STA_TRAF","Latvia","","FEMALE",3.6
2019,"SH_STA_TRAF","Latvia","","MALE",13.2
2000,"SH_STA_TRAF","Lithuania","","BOTHSEX",22.8
2000,"SH_STA_TRAF","Lithuania","","FEMALE",9.3
2000,"SH_STA_TRAF","Lithuania","","MALE",38.1
2005,"SH_STA_TRAF","Lithuania","","FEMALE",12.2
2005,"SH_STA_TRAF","Lithuania","","MALE",41.0
2005,"SH_STA_TRAF","Lithuania","","BOTHSEX",25.6
2010,"SH_STA_TRAF","Lithuania","","MALE",19.7
2010,"SH_STA_TRAF","Lithuania","","FEMALE",5.6
2010,"SH_STA_TRAF","Lithuania","","BOTHSEX",12.1
2015,"SH_STA_TRAF","Lithuania","","BOTHSEX",10.5
2015,"SH_STA_TRAF","Lithuania","","FEMALE",5.6
2015,"SH_STA_TRAF","Lithuania","","MALE",16.2
2019,"SH_STA_TRAF","Lithuania","","BOTHSEX",8.1
2019,"SH_STA_TRAF","Lithuania","","FEMALE",4.1
2019,"SH_STA_TRAF","Lithuania","","MALE",12.9
2000,"SH_STA_TRAF","Luxembourg","","FEMALE",7.8
2000,"SH_STA_TRAF","Luxembourg","","MALE",28.3
2000,"SH_STA_TRAF","Luxembourg","","BOTHSEX",17.9
2005,"SH_STA_TRAF","Luxembourg","","BOTHSEX",10.5
2005,"SH_STA_TRAF","Luxembourg","","FEMALE",7.4
2005,"SH_STA_TRAF","Luxembourg","","MALE",13.7
2010,"SH_STA_TRAF","Luxembourg","","BOTHSEX",6.5
2010,"SH_STA_TRAF","Luxembourg","","MALE",8.9
2010,"SH_STA_TRAF","Luxembourg","","FEMALE",4.1
2015,"SH_STA_TRAF","Luxembourg","","BOTHSEX",6.5
2015,"SH_STA_TRAF","Luxembourg","","FEMALE",3.2
2015,"SH_STA_TRAF","Luxembourg","","MALE",9.8
2019,"SH_STA_TRAF","Luxembourg","","FEMALE",2.3
2019,"SH_STA_TRAF","Luxembourg","","MALE",5.8
2019,"SH_STA_TRAF","Luxembourg","","BOTHSEX",4.1
2000,"SH_STA_TRAF","Albania","","MALE",22.4
2000,"SH_STA_TRAF","Albania","","BOTHSEX",14.3
2000,"SH_STA_TRAF","Albania","","FEMALE",6.1
2005,"SH_STA_TRAF","Albania","","BOTHSEX",14.9
2005,"SH_STA_TRAF","Albania","","FEMALE",6.6
2005,"SH_STA_TRAF","Albania","","MALE",23.2
2010,"SH_STA_TRAF","Albania","","BOTHSEX",14.1
2010,"SH_STA_TRAF","Albania","","FEMALE",7.1
2010,"SH_STA_TRAF","Albania","","MALE",20.9
2000,"SH_STA_TRAF","Malta","","BOTHSEX",4.6
2000,"SH_STA_TRAF","Malta","","FEMALE",2.1
2000,"SH_STA_TRAF","Malta","","MALE",7.1
2005,"SH_STA_TRAF","Malta","","BOTHSEX",4.2
2005,"SH_STA_TRAF","Malta","","FEMALE",1.3
2005,"SH_STA_TRAF","Malta","","MALE",7.1
2010,"SH_STA_TRAF","Malta","","MALE",5.9
2010,"SH_STA_TRAF","Malta","","BOTHSEX",3.9
2010,"SH_STA_TRAF","Malta","","FEMALE",2.0
2015,"SH_STA_TRAF","Albania","","BOTHSEX",13.8
2015,"SH_STA_TRAF","Albania","","FEMALE",6.5
2015,"SH_STA_TRAF","Albania","","MALE",20.8
2019,"SH_STA_TRAF","Albania","","FEMALE",5.5
2019,"SH_STA_TRAF","Albania","","MALE",17.6
2019,"SH_STA_TRAF","Albania","","BOTHSEX",11.7
2000,"SH_STA_TRAF","Azerbaijan","","BOTHSEX",8.2
2000,"SH_STA_TRAF","Azerbaijan","","FEMALE",3.4
2000,"SH_STA_TRAF","Azerbaijan","","MALE",13.1
2005,"SH_STA_TRAF","Azerbaijan","","BOTHSEX",13.9
2005,"SH_STA_TRAF","Azerbaijan","","FEMALE",5.8
2005,"SH_STA_TRAF","Azerbaijan","","MALE",22.2
2010,"SH_STA_TRAF","Azerbaijan","","BOTHSEX",11.4
2010,"SH_STA_TRAF","Azerbaijan","","FEMALE",4.7
2010,"SH_STA_TRAF","Azerbaijan","","MALE",18.2
2015,"SH_STA_TRAF","Azerbaijan","","FEMALE",4.1
2015,"SH_STA_TRAF","Azerbaijan","","MALE",16.6
2015,"SH_STA_TRAF","Azerbaijan","","BOTHSEX",10.3
2019,"SH_STA_TRAF","Azerbaijan","","BOTHSEX",6.7
2019,"SH_STA_TRAF","Azerbaijan","","FEMALE",2.6
2019,"SH_STA_TRAF","Azerbaijan","","MALE",10.8
2000,"SH_STA_TRAF","Australia","","FEMALE",5.7
2000,"SH_STA_TRAF","Australia","","MALE",14.0
2000,"SH_STA_TRAF","Australia","","BOTHSEX",9.9
2005,"SH_STA_TRAF","Australia","","BOTHSEX",8.3
2005,"SH_STA_TRAF","Australia","","FEMALE",4.4
2005,"SH_STA_TRAF","Australia","","MALE",12.2
2010,"SH_STA_TRAF","Australia","","FEMALE",3.5
2010,"SH_STA_TRAF","Australia","","MALE",9.6
2010,"SH_STA_TRAF","Australia","","BOTHSEX",6.5
2015,"SH_STA_TRAF","Australia","","BOTHSEX",5.2
2015,"SH_STA_TRAF","Australia","","FEMALE",2.9
2015,"SH_STA_TRAF","Australia","","MALE",7.5
2019,"SH_STA_TRAF","Australia","","BOTHSEX",4.9
2019,"SH_STA_TRAF","Australia","","FEMALE",2.6
2019,"SH_STA_TRAF","Australia","","MALE",7.3
2000,"SH_STA_TRAF","Austria","","FEMALE",6.1
2000,"SH_STA_TRAF","Austria","","MALE",19.3
2000,"SH_STA_TRAF","Austria","","BOTHSEX",12.5
2005,"SH_STA_TRAF","Austria","","BOTHSEX",9.6
2005,"SH_STA_TRAF","Austria","","FEMALE",4.8
2005,"SH_STA_TRAF","Austria","","MALE",14.7
2010,"SH_STA_TRAF","Austria","","BOTHSEX",6.8
2010,"SH_STA_TRAF","Austria","","FEMALE",3.5
2010,"SH_STA_TRAF","Austria","","MALE",10.2
2015,"SH_STA_TRAF","Malta","","BOTHSEX",2.8
2015,"SH_STA_TRAF","Malta","","FEMALE",1.8
2015,"SH_STA_TRAF","Malta","","MALE",3.7
2019,"SH_STA_TRAF","Malta","","BOTHSEX",4.1
2019,"SH_STA_TRAF","Malta","","FEMALE",2.9
2019,"SH_STA_TRAF","Malta","","MALE",5.3
2000,"SH_STA_TRAF","Mexico","","BOTHSEX",14.2
2000,"SH_STA_TRAF","Mexico","","FEMALE",5.9
2000,"SH_STA_TRAF","Mexico","","MALE",22.7
2005,"SH_STA_TRAF","Mexico","","BOTHSEX",15.6
2005,"SH_STA_TRAF","Mexico","","FEMALE",6.6
2005,"SH_STA_TRAF","Mexico","","MALE",25.1
2010,"SH_STA_TRAF","Mexico","","FEMALE",6.1
2010,"SH_STA_TRAF","Mexico","","MALE",23.3
2010,"SH_STA_TRAF","Mexico","","BOTHSEX",14.5
2015,"SH_STA_TRAF","Mexico","","FEMALE",5.6
2015,"SH_STA_TRAF","Mexico","","MALE",22.0
2015,"SH_STA_TRAF","Mexico","","BOTHSEX",13.6
2015,"SH_STA_TRAF","Austria","","BOTHSEX",5.7
2015,"SH_STA_TRAF","Austria","","FEMALE",3.0
2015,"SH_STA_TRAF","Austria","","MALE",8.5
2019,"SH_STA_TRAF","Austria","","FEMALE",2.5
2019,"SH_STA_TRAF","Austria","","BOTHSEX",4.9
2019,"SH_STA_TRAF","Austria","","MALE",7.3
2000,"SH_STA_TRAF","Armenia","","BOTHSEX",19.6
2000,"SH_STA_TRAF","Armenia","","FEMALE",8.6
2000,"SH_STA_TRAF","Armenia","","MALE",32.2
2019,"SH_STA_TRAF","Mexico","","BOTHSEX",12.8
2019,"SH_STA_TRAF","Mexico","","FEMALE",5.3
2019,"SH_STA_TRAF","Mexico","","MALE",20.6
2000,"SH_STA_TRAF","Republic of Moldova","","BOTHSEX",13.6
