Year,SeriesCode,GeoAreaName,Age,Sex,Value
2009,"SH_FPL_INFMSR","Albania","15-49","FEMALE",74.5
2018,"SH_FPL_INFMSR","Albania","15-49","FEMALE",77.2
2010,"SH_FPL_INFMSR","Armenia","15-49","FEMALE",80.7
2016,"SH_FPL_INFMSR","Armenia","15-49","FEMALE",75.5
2018,"SH_FPL_INFMSR","Georgia","15-49","FEMALE",87.8
2021,"SH_FPL_INFMSR","India","15-49","FEMALE",83.1
2012,"SH_FPL_INFMSR","Kyrgyzstan","15-49","FEMALE",85.4
2020,"SH_FPL_INFMSR","Republic of Moldova","15-49","FEMALE",79.3
2019,"SH_FPL_INFMSR","Serbia","15-49","FEMALE",98.3
2012,"SH_FPL_INFMSR","Tajikistan","15-49","FEMALE",70.4
2017,"SH_FPL_INFMSR","Tajikistan","15-49","FEMALE",53.5
2019,"SH_FPL_INFMSR","Turkmenistan","15-49","FEMALE",69.7
2007,"SH_FPL_INFMSR","Ukraine","15-49","FEMALE",86.3
2019,"SH_FPL_INFMSR","North Macedonia","15-49","FEMALE",89.7
2022,"SH_FPL_INFMSR","Uzbekistan","15-49","FEMALE",84.5
2022,"SH_FPL_INFMSR","Uzbekistan","15-49","FEMALE",84.5
