Year,SeriesCode,GeoAreaName,Age,Sex,Value
2000,"SH_DYN_IMRTN","Albania","<1Y","MALE",812
2000,"SH_DYN_IMRTN","Albania","<1Y","FEMALE",543
2000,"SH_DYN_IMRTN","Albania","<1Y","BOTHSEX",1355
2001,"SH_DYN_IMRTN","Albania","<1Y","BOTHSEX",1210
2001,"SH_DYN_IMRTN","Albania","<1Y","FEMALE",481
2001,"SH_DYN_IMRTN","Albania","<1Y","MALE",729
2002,"SH_DYN_IMRTN","Albania","<1Y","MALE",648
2002,"SH_DYN_IMRTN","Albania","<1Y","FEMALE",423
2002,"SH_DYN_IMRTN","Albania","<1Y","BOTHSEX",1071
2003,"SH_DYN_IMRTN","Albania","<1Y","BOTHSEX",953
2003,"SH_DYN_IMRTN","Albania","<1Y","FEMALE",373
2003,"SH_DYN_IMRTN","Albania","<1Y","MALE",580
2004,"SH_DYN_IMRTN","Albania","<1Y","MALE",518
2004,"SH_DYN_IMRTN","Albania","<1Y","FEMALE",330
2004,"SH_DYN_IMRTN","Albania","<1Y","BOTHSEX",848
2005,"SH_DYN_IMRTN","Albania","<1Y","BOTHSEX",743
2005,"SH_DYN_IMRTN","Albania","<1Y","FEMALE",288
2005,"SH_DYN_IMRTN","Albania","<1Y","MALE",455
2006,"SH_DYN_IMRTN","Albania","<1Y","MALE",395
2006,"SH_DYN_IMRTN","Albania","<1Y","FEMALE",251
2006,"SH_DYN_IMRTN","Albania","<1Y","BOTHSEX",646
2007,"SH_DYN_IMRTN","Albania","<1Y","BOTHSEX",565
2007,"SH_DYN_IMRTN","Albania","<1Y","FEMALE",222
2007,"SH_DYN_IMRTN","Albania","<1Y","MALE",343
2008,"SH_DYN_IMRTN","Albania","<1Y","MALE",303
2008,"SH_DYN_IMRTN","Albania","<1Y","FEMALE",199
2008,"SH_DYN_IMRTN","Albania","<1Y","BOTHSEX",502
2009,"SH_DYN_IMRTN","Albania","<1Y","BOTHSEX",453
2009,"SH_DYN_IMRTN","Albania","<1Y","FEMALE",183
2009,"SH_DYN_IMRTN","Albania","<1Y","MALE",270
2010,"SH_DYN_IMRTN","Albania","<1Y","MALE",244
2010,"SH_DYN_IMRTN","Albania","<1Y","FEMALE",169
2010,"SH_DYN_IMRTN","Albania","<1Y","BOTHSEX",413
2011,"SH_DYN_IMRTN","Albania","<1Y","BOTHSEX",379
2011,"SH_DYN_IMRTN","Albania","<1Y","FEMALE",157
2011,"SH_DYN_IMRTN","Albania","<1Y","MALE",222
2012,"SH_DYN_IMRTN","Albania","<1Y","MALE",205
2012,"SH_DYN_IMRTN","Albania","<1Y","FEMALE",147
2012,"SH_DYN_IMRTN","Albania","<1Y","BOTHSEX",352
2013,"SH_DYN_IMRTN","Albania","<1Y","BOTHSEX",330
2013,"SH_DYN_IMRTN","Albania","<1Y","FEMALE",139
2013,"SH_DYN_IMRTN","Albania","<1Y","MALE",191
2014,"SH_DYN_IMRTN","Albania","<1Y","MALE",179
2014,"SH_DYN_IMRTN","Albania","<1Y","FEMALE",132
2014,"SH_DYN_IMRTN","Albania","<1Y","BOTHSEX",311
2015,"SH_DYN_IMRTN","Albania","<1Y","BOTHSEX",293
2015,"SH_DYN_IMRTN","Albania","<1Y","FEMALE",125
2015,"SH_DYN_IMRTN","Albania","<1Y","MALE",168
2016,"SH_DYN_IMRTN","Albania","<1Y","MALE",158
2016,"SH_DYN_IMRTN","Albania","<1Y","BOTHSEX",277
2016,"SH_DYN_IMRTN","Albania","<1Y","FEMALE",119
2017,"SH_DYN_IMRTN","Albania","<1Y","BOTHSEX",265
2017,"SH_DYN_IMRTN","Albania","<1Y","FEMALE",114
2017,"SH_DYN_IMRTN","Albania","<1Y","MALE",151
2018,"SH_DYN_IMRTN","Albania","<1Y","MALE",146
2018,"SH_DYN_IMRTN","Albania","<1Y","FEMALE",110
2018,"SH_DYN_IMRTN","Albania","<1Y","BOTHSEX",256
2019,"SH_DYN_IMRTN","Albania","<1Y","BOTHSEX",250
2019,"SH_DYN_IMRTN","Albania","<1Y","FEMALE",108
2019,"SH_DYN_IMRTN","Albania","<1Y","MALE",142
2000,"SH_DYN_IMRTN","Chile","<1Y","BOTHSEX",2288
2000,"SH_DYN_IMRTN","Chile","<1Y","MALE",1273
2000,"SH_DYN_IMRTN","Chile","<1Y","FEMALE",1015
2001,"SH_DYN_IMRTN","Chile","<1Y","FEMALE",940
2001,"SH_DYN_IMRTN","Chile","<1Y","MALE",1184
2001,"SH_DYN_IMRTN","Chile","<1Y","BOTHSEX",2124
2002,"SH_DYN_IMRTN","Chile","<1Y","BOTHSEX",2014
2002,"SH_DYN_IMRTN","Chile","<1Y","MALE",1125
2002,"SH_DYN_IMRTN","Chile","<1Y","FEMALE",889
2003,"SH_DYN_IMRTN","Chile","<1Y","FEMALE",847
2003,"SH_DYN_IMRTN","Chile","<1Y","MALE",1072
2003,"SH_DYN_IMRTN","Chile","<1Y","BOTHSEX",1919
2020,"SH_DYN_IMRTN","Albania","<1Y","MALE",142
2020,"SH_DYN_IMRTN","Albania","<1Y","FEMALE",107
2020,"SH_DYN_IMRTN","Albania","<1Y","BOTHSEX",249
2021,"SH_DYN_IMRTN","Albania","<1Y","BOTHSEX",247
2021,"SH_DYN_IMRTN","Albania","<1Y","FEMALE",107
2021,"SH_DYN_IMRTN","Albania","<1Y","MALE",140
2000,"SH_DYN_IMRTN","Azerbaijan","<1Y","BOTHSEX",8609
2000,"SH_DYN_IMRTN","Azerbaijan","<1Y","MALE",4936
2000,"SH_DYN_IMRTN","Azerbaijan","<1Y","FEMALE",3673
2001,"SH_DYN_IMRTN","Azerbaijan","<1Y","FEMALE",3338
2001,"SH_DYN_IMRTN","Azerbaijan","<1Y","MALE",4530
