Year,SeriesCode,GeoAreaName,Sex,Value
2016,"SI_COV_VULN","Azerbaijan","BOTHSEX",12.6
2020,"SI_COV_VULN","Azerbaijan","BOTHSEX",13.4
2016,"SI_COV_VULN","Australia","BOTHSEX",53
2020,"SI_COV_VULN","Australia","FEMALE",100
2020,"SI_COV_VULN","Australia","BOTHSEX",100
2020,"SI_COV_VULN","Australia","MALE",100
2016,"SI_COV_VULN","Austria","BOTHSEX",93
2020,"SI_COV_VULN","Austria","BOTHSEX",93
2016,"SI_COV_VULN","Armenia","BOTHSEX",16.2
2020,"SI_COV_VULN","Armenia","BOTHSEX",19.6
2016,"SI_COV_VULN","Belgium","BOTHSEX",100
2020,"SI_COV_VULN","Belgium","FEMALE",100
2020,"SI_COV_VULN","Belgium","MALE",100
2020,"SI_COV_VULN","Belgium","BOTHSEX",100
2016,"SI_COV_VULN","Bulgaria","BOTHSEX",28.8
2020,"SI_COV_VULN","Bulgaria","BOTHSEX",28.8
2016,"SI_COV_VULN","Canada","BOTHSEX",99
2020,"SI_COV_VULN","Canada","BOTHSEX",100
2016,"SI_COV_VULN","Chile","BOTHSEX",18.8
2020,"SI_COV_VULN","Chile","BOTHSEX",38.1
2017,"SI_COV_VULN","China","BOTHSEX",31
2020,"SI_COV_VULN","China","BOTHSEX",33.2
2016,"SI_COV_VULN","Colombia","BOTHSEX",14.1
2020,"SI_COV_VULN","Colombia","BOTHSEX",33.9
2021,"SI_COV_VULN","Colombia","BOTHSEX",28.9
2016,"SI_COV_VULN","Costa Rica","BOTHSEX",66.5
2020,"SI_COV_VULN","Costa Rica","BOTHSEX",30.1
2016,"SI_COV_VULN","Cyprus","BOTHSEX",24.1
2020,"SI_COV_VULN","Cyprus","BOTHSEX",24.1
2016,"SI_COV_VULN","Czechia","FEMALE",32
2020,"SI_COV_VULN","Czechia","BOTHSEX",32
2016,"SI_COV_VULN","Denmark","BOTHSEX",63.7
2020,"SI_COV_VULN","Denmark","BOTHSEX",63.7
2016,"SI_COV_VULN","Estonia","BOTHSEX",91.7
2020,"SI_COV_VULN","Estonia","BOTHSEX",91.7
2016,"SI_COV_VULN","Finland","BOTHSEX",100
2020,"SI_COV_VULN","Finland","FEMALE",100
2020,"SI_COV_VULN","Finland","BOTHSEX",100
2020,"SI_COV_VULN","Finland","MALE",100
2016,"SI_COV_VULN","France","BOTHSEX",100
2020,"SI_COV_VULN","France","MALE",100
2020,"SI_COV_VULN","France","BOTHSEX",100
2020,"SI_COV_VULN","France","FEMALE",100
2016,"SI_COV_VULN","Georgia","BOTHSEX",12
2020,"SI_COV_VULN","Georgia","BOTHSEX",92.9
2016,"SI_COV_VULN","Germany","MALE",96
2020,"SI_COV_VULN","Germany","BOTHSEX",96
2016,"SI_COV_VULN","Hungary","BOTHSEX",56
2020,"SI_COV_VULN","Hungary","BOTHSEX",56
2016,"SI_COV_VULN","India","BOTHSEX",10.4
2020,"SI_COV_VULN","India","BOTHSEX",16.4
2016,"SI_COV_VULN","Ireland","BOTHSEX",73.8
2020,"SI_COV_VULN","Ireland","BOTHSEX",73.8
2020,"SI_COV_VULN","Italy","BOTHSEX",42.6
2020,"SI_COV_VULN","Japan","BOTHSEX",100
2020,"SI_COV_VULN","Japan","FEMALE",100
2020,"SI_COV_VULN","Japan","MALE",100
2016,"SI_COV_VULN","Kazakhstan","BOTHSEX",100
2020,"SI_COV_VULN","Kazakhstan","BOTHSEX",74.2
2018,"SI_COV_VULN","Republic of Korea","BOTHSEX",26.3
2020,"SI_COV_VULN","Republic of Korea","BOTHSEX",48.9
2020,"SI_COV_VULN","Kyrgyzstan","BOTHSEX",14.1
2016,"SI_COV_VULN","Latvia","BOTHSEX",85
2020,"SI_COV_VULN","Latvia","BOTHSEX",85
2016,"SI_COV_VULN","Lithuania","BOTHSEX",51.3
2020,"SI_COV_VULN","Lithuania","BOTHSEX",51.3
2017,"SI_COV_VULN","Mexico","BOTHSEX",29
2020,"SI_COV_VULN","Mexico","BOTHSEX",48
2021,"SI_COV_VULN","Mexico","BOTHSEX",52.2
2016,"SI_COV_VULN","Netherlands (Kingdom of the)","BOTHSEX",90.3
2020,"SI_COV_VULN","Netherlands (Kingdom of the)","BOTHSEX",90.3
2016,"SI_COV_VULN","New Zealand","BOTHSEX",9.7
2020,"SI_COV_VULN","New Zealand","FEMALE",100
2020,"SI_COV_VULN","New Zealand","BOTHSEX",100
2020,"SI_COV_VULN","New Zealand","MALE",100
2016,"SI_COV_VULN","Norway","BOTHSEX",83.1
2020,"SI_COV_VULN","Norway","BOTHSEX",83.1
2016,"SI_COV_VULN","Poland","BOTHSEX",52
