Year,SeriesCode,GeoAreaName,Age,Sex,Value
2017,"VC_HTF_DETVOP","Australia","18+","FEMALE",7
2017,"VC_HTF_DETVOP","Australia","18+","MALE",14
2017,"VC_HTF_DETVOP","Australia","18+","BOTHSEX",21
2017,"VC_HTF_DETVOP","Australia","<18Y","BOTHSEX",17
2017,"VC_HTF_DETVOP","Australia","ALLAGE","BOTHSEX",39
2018,"VC_HTF_DETVOP","Australia","ALLAGE","BOTHSEX",63
2018,"VC_HTF_DETVOP","Australia","<18Y","BOTHSEX",27
2018,"VC_HTF_DETVOP","Australia","18+","MALE",26
2018,"VC_HTF_DETVOP","Australia","<18Y","MALE",22
2018,"VC_HTF_DETVOP","Australia","18+","FEMALE",12
2018,"VC_HTF_DETVOP","Australia","18+","BOTHSEX",38
2019,"VC_HTF_DETVOP","Australia","18+","BOTHSEX",63
2019,"VC_HTF_DETVOP","Australia","18+","MALE",44
2019,"VC_HTF_DETVOP","Australia","18+","FEMALE",20
2019,"VC_HTF_DETVOP","Australia","<18Y","BOTHSEX",27
2019,"VC_HTF_DETVOP","Australia","<18Y","MALE",22
2019,"VC_HTF_DETVOP","Australia","ALLAGE","BOTHSEX",89
2020,"VC_HTF_DETVOP","Australia","<18Y","BOTHSEX",18
2020,"VC_HTF_DETVOP","Australia","18+","FEMALE",23
2020,"VC_HTF_DETVOP","Australia","<18Y","FEMALE",6
2020,"VC_HTF_DETVOP","Australia","ALLAGE","BOTHSEX",84
2020,"VC_HTF_DETVOP","Australia","18+","MALE",43
2020,"VC_HTF_DETVOP","Australia","18+","BOTHSEX",66
2020,"VC_HTF_DETVOP","Australia","<18Y","MALE",17
2017,"VC_HTF_DETVOP","Austria","18+","MALE",10
2017,"VC_HTF_DETVOP","Austria","ALLAGE","BOTHSEX",5
2018,"VC_HTF_DETVOP","Austria","18+","MALE",5
2019,"VC_HTF_DETVOP","Austria","ALLAGE","BOTHSEX",10
2019,"VC_HTF_DETVOP","Austria","18+","MALE",17
2020,"VC_HTF_DETVOP","Austria","18+","FEMALE",21
2020,"VC_HTF_DETVOP","Austria","ALLAGE","BOTHSEX",96
2020,"VC_HTF_DETVOP","Austria","18+","MALE",73
2009,"VC_HTF_DETVOP","Armenia","ALLAGE","BOTHSEX",5
2014,"VC_HTF_DETVOP","Poland","18+","MALE",5
2014,"VC_HTF_DETVOP","Poland","ALLAGE","BOTHSEX",30
2015,"VC_HTF_DETVOP","Poland","ALLAGE","BOTHSEX",25
2016,"VC_HTF_DETVOP","Poland","ALLAGE","BOTHSEX",19
2006,"VC_HTF_DETVOP","Belgium","ALLAGE","BOTHSEX",17
2007,"VC_HTF_DETVOP","Belgium","ALLAGE","BOTHSEX",40
2008,"VC_HTF_DETVOP","Belgium","ALLAGE","BOTHSEX",41
2009,"VC_HTF_DETVOP","Belgium","ALLAGE","BOTHSEX",39
2005,"VC_HTF_DETVOP","Albania","ALLAGE","BOTHSEX",5
2006,"VC_HTF_DETVOP","Albania","ALLAGE","BOTHSEX",6
2015,"VC_HTF_DETVOP","Albania","ALLAGE","BOTHSEX",48
2016,"VC_HTF_DETVOP","Albania","ALLAGE","BOTHSEX",18
2012,"VC_HTF_DETVOP","Belgium","ALLAGE","BOTHSEX",10
2014,"VC_HTF_DETVOP","Belgium","ALLAGE","BOTHSEX",9
2014,"VC_HTF_DETVOP","Belgium","18+","FEMALE",5
2015,"VC_HTF_DETVOP","Belgium","<18Y","FEMALE",6
2015,"VC_HTF_DETVOP","Belgium","ALLAGE","BOTHSEX",13
2016,"VC_HTF_DETVOP","Belgium","ALLAGE","BOTHSEX",9
2016,"VC_HTF_DETVOP","Belgium","18+","FEMALE",8
2018,"VC_HTF_DETVOP","Belgium","ALLAGE","BOTHSEX",7
2014,"VC_HTF_DETVOP","Bosnia and Herzegovina","<18Y","MALE",18
2014,"VC_HTF_DETVOP","Bosnia and Herzegovina","ALLAGE","BOTHSEX",36
2014,"VC_HTF_DETVOP","Bosnia and Herzegovina","<18Y","FEMALE",13
2015,"VC_HTF_DETVOP","Bosnia and Herzegovina","ALLAGE","BOTHSEX",28
2015,"VC_HTF_DETVOP","Bosnia and Herzegovina","18+","FEMALE",5
2015,"VC_HTF_DETVOP","Bosnia and Herzegovina","18+","MALE",6
2015,"VC_HTF_DETVOP","Bosnia and Herzegovina","<18Y","MALE",10
2016,"VC_HTF_DETVOP","Bosnia and Herzegovina","ALLAGE","BOTHSEX",23
2017,"VC_HTF_DETVOP","Bosnia and Herzegovina","ALLAGE","BOTHSEX",57
2018,"VC_HTF_DETVOP","Bosnia and Herzegovina","ALLAGE","BOTHSEX",17
2019,"VC_HTF_DETVOP","Bosnia and Herzegovina","ALLAGE","BOTHSEX",46
2017,"VC_HTF_DETVOP","Poland","18+","MALE",12
2017,"VC_HTF_DETVOP","Poland","ALLAGE","BOTHSEX",16
2017,"VC_HTF_DETVOP","Poland","18+","BOTHSEX",15
2018,"VC_HTF_DETVOP","Poland","ALLAGE","BOTHSEX",10
2018,"VC_HTF_DETVOP","Poland","18+","BOTHSEX",9
2018,"VC_HTF_DETVOP","Poland","18+","FEMALE",9
2010,"VC_HTF_DETVOP","Bulgaria","ALLAGE","BOTHSEX",32
2011,"VC_HTF_DETVOP","Bulgaria","ALLAGE","BOTHSEX",55
2012,"VC_HTF_DETVOP","Bulgaria","ALLAGE","BOTHSEX",53
2013,"VC_HTF_DETVOP","Bulgaria","ALLAGE","BOTHSEX",64
2014,"VC_HTF_DETVOP","Bulgaria","18+","MALE",60
2014,"VC_HTF_DETVOP","Bulgaria","ALLAGE","BOTHSEX",64
2017,"VC_HTF_DETVOP","Albania","<18Y","BOTHSEX",9
2017,"VC_HTF_DETVOP","Albania","ALLAGE","BOTHSEX",54
2017,"VC_HTF_DETVOP","Albania","<18Y","FEMALE",10
2017,"VC_HTF_DETVOP","Albania","<18Y","MALE",5
2018,"VC_HTF_DETVOP","Albania","<18Y","MALE",18
2018,"VC_HTF_DETVOP","Albania","ALLAGE","BOTHSEX",81
