Year,SeriesCode,GeoAreaName,Activity,Location,Value
2015,"EN_WWT_GEN","Belarus","TOTAL","ALLAREA",947.99999
2015,"EN_WWT_GEN","Belarus","SERVICES","ALLAREA",568.05001
2015,"EN_WWT_GEN","Colombia","PRIV_HH","ALLAREA",869.24099
2015,"EN_WWT_GEN","Colombia","ISIC4_C","ALLAREA",103.73226
2015,"EN_WWT_GEN","Colombia","ISIC4_A","ALLAREA",88.841
2015,"EN_WWT_GEN","Colombia","TOTAL","ALLAREA",1057.2119
2015,"EN_WWT_GEN","Colombia","INDUSTRIES","ALLAREA",103.73226
2015,"EN_WWT_GEN","Costa Rica","TOTAL","ALLAREA",424.95811
2015,"EN_WWT_GEN","Costa Rica","INDUSTRIES","ALLAREA",110.96
2015,"EN_WWT_GEN","Costa Rica","ISIC4_C","ALLAREA",110.96
2015,"EN_WWT_GEN","Costa Rica","PRIV_HH","ALLAREA",162.24753
2015,"EN_WWT_GEN","Croatia","SERV_HH","ALLAREA",210.57
2015,"EN_WWT_GEN","Croatia","ISIC4_B","ALLAREA",2.31
2015,"EN_WWT_GEN","Croatia","PRIV_HH","ALLAREA",175.57
2015,"EN_WWT_GEN","Croatia","ISIC4_D","ALLAREA",1.34
2015,"EN_WWT_GEN","Croatia","ISIC4_C","ALLAREA",64.47
2015,"EN_WWT_GEN","Croatia","ISIC4_A","ALLAREA",1
2015,"EN_WWT_GEN","Croatia","TOTAL","ALLAREA",279.69
2015,"EN_WWT_GEN","Croatia","INDUSTRIES","ALLAREA",68.12
2015,"EN_WWT_GEN","Croatia","SERVICES","ALLAREA",35
2015,"EN_WWT_GEN","Czechia","SERV_HH","ALLAREA",661.7
2015,"EN_WWT_GEN","Czechia","PRIV_HH","ALLAREA",326.5
2015,"EN_WWT_GEN","Czechia","ISIC4_A","ALLAREA",3.4
2015,"EN_WWT_GEN","Czechia","TOTAL","ALLAREA",1119.1
2015,"EN_WWT_GEN","Czechia","INDUSTRIES","ALLAREA",453.9
2015,"EN_WWT_GEN","Czechia","SERVICES","ALLAREA",335.3
2015,"EN_WWT_GEN","Denmark","INDUSTRIES","ALLAREA",75.268
2015,"EN_WWT_GEN","Denmark","SERVICES","ALLAREA",45.023
2015,"EN_WWT_GEN","Denmark","ISIC4_C","ALLAREA",51.397
2015,"EN_WWT_GEN","Denmark","TOTAL","ALLAREA",343.131
2015,"EN_WWT_GEN","Denmark","ISIC4_A","ALLAREA",14.416
2015,"EN_WWT_GEN","Denmark","ISIC4_B","ALLAREA",7.994
2015,"EN_WWT_GEN","Denmark","PRIV_HH","ALLAREA",208.424
2015,"EN_WWT_GEN","Denmark","ISIC4_D","ALLAREA",2.42
2015,"EN_WWT_GEN","Denmark","ISIC4_F","ALLAREA",0.771
2015,"EN_WWT_GEN","Denmark","SERV_HH","ALLAREA",253.447
2015,"EN_WWT_GEN","Estonia","TOTAL","ALLAREA",136.99
2015,"EN_WWT_GEN","Estonia","ISIC4_B","ALLAREA",136.99
2015,"EN_WWT_GEN","Estonia","INDUSTRIES","ALLAREA",136.99
2015,"EN_WWT_GEN","Finland","ISIC4_B","ALLAREA",12
2015,"EN_WWT_GEN","Finland","TOTAL","ALLAREA",308
2015,"EN_WWT_GEN","Finland","INDUSTRIES","ALLAREA",12
2015,"EN_WWT_GEN","Finland","PRIV_HH","ALLAREA",296
2015,"EN_WWT_GEN","Germany","PRIV_HH","ALLAREA",5114.693
2015,"EN_WWT_GEN","Germany","TOTAL","ALLAREA",6231.255
2015,"EN_WWT_GEN","Germany","INDUSTRIES","ALLAREA",1116.562
2015,"EN_WWT_GEN","Germany","ISIC4_C","ALLAREA",1050.468
2015,"EN_WWT_GEN","Germany","ISIC4_D","ALLAREA",66.094
2015,"EN_WWT_GEN","Hungary","PRIV_HH","ALLAREA",335.271
2015,"EN_WWT_GEN","Hungary","SERVICES","ALLAREA",82.028
2015,"EN_WWT_GEN","Hungary","TOTAL","ALLAREA",417.299
2015,"EN_WWT_GEN","Hungary","SERV_HH","ALLAREA",417.299
2015,"EN_WWT_GEN","Kazakhstan","ISIC4_C","ALLAREA",4234.98557
2015,"EN_WWT_GEN","Kazakhstan","PRIV_HH","ALLAREA",467.49202
2015,"EN_WWT_GEN","Kazakhstan","ISIC4_A","ALLAREA",297.0005
2015,"EN_WWT_GEN","Kazakhstan","TOTAL","ALLAREA",5918.84
2015,"EN_WWT_GEN","Kazakhstan","INDUSTRIES","ALLAREA",4234.98557
2015,"EN_WWT_GEN","Republic of Korea","ISIC4_D","ALLAREA",27.83
2015,"EN_WWT_GEN","Republic of Korea","INDUSTRIES","ALLAREA",1612.82
2015,"EN_WWT_GEN","Republic of Korea","TOTAL","ALLAREA",1612.82
2015,"EN_WWT_GEN","Republic of Korea","ISIC4_F","ALLAREA",38.75
2015,"EN_WWT_GEN","Republic of Korea","ISIC4_B","ALLAREA",25.74
2015,"EN_WWT_GEN","Republic of Korea","ISIC4_C","ALLAREA",636.36
2015,"EN_WWT_GEN","Latvia","ISIC4_D","ALLAREA",3
2015,"EN_WWT_GEN","Latvia","ISIC4_C","ALLAREA",17.119
2015,"EN_WWT_GEN","Latvia","ISIC4_B","ALLAREA",9.172
2015,"EN_WWT_GEN","Latvia","ISIC4_F","ALLAREA",0.759
2015,"EN_WWT_GEN","Latvia","SERV_HH","ALLAREA",113.084
2015,"EN_WWT_GEN","Latvia","INDUSTRIES","ALLAREA",30.346
2015,"EN_WWT_GEN","Latvia","ISIC4_A","ALLAREA",45.023
2015,"EN_WWT_GEN","Latvia","TOTAL","ALLAREA",188.452
2015,"EN_WWT_GEN","Latvia","SERVICES","ALLAREA",6.17
2015,"EN_WWT_GEN","Latvia","PRIV_HH","ALLAREA",106.913
2015,"EN_WWT_GEN","Lithuania","INDUSTRIES","ALLAREA",33.736
2015,"EN_WWT_GEN","Lithuania","SERVICES","ALLAREA",28.793
2015,"EN_WWT_GEN","Lithuania","TOTAL","ALLAREA",267.88
2015,"EN_WWT_GEN","Lithuania","ISIC4_A","ALLAREA",56.696
2015,"EN_WWT_GEN","Lithuania","ISIC4_B","ALLAREA",0.53
2015,"EN_WWT_GEN","Lithuania","ISIC4_C","ALLAREA",30.174
2015,"EN_WWT_GEN","Lithuania","ISIC4_D","ALLAREA",1.702
2015,"EN_WWT_GEN","Lithuania","PRIV_HH","ALLAREA",148.655
2015,"EN_WWT_GEN","Lithuania","SERV_HH","ALLAREA",177.449
2015,"EN_WWT_GEN","Lithuania","ISIC4_F","ALLAREA",0.549
2015,"EN_WWT_GEN","Malta","TOTAL","ALLAREA",15.41
2015,"EN_WWT_GEN","Malta","PRIV_HH","ALLAREA",15.41
2015,"EN_WWT_GEN","Mexico","INDUSTRIES","ALLAREA",6670
2015,"EN_WWT_GEN","Mexico","TOTAL","ALLAREA",13455.75814
2015,"EN_WWT_GEN","Mexico","TOTAL","URBAN",6685.75814
2015,"EN_WWT_GEN","Republic of Moldova","INDUSTRIES","ALLAREA",542.31702
2015,"EN_WWT_GEN","Republic of Moldova","ISIC4_A","ALLAREA",14.527
2015,"EN_WWT_GEN","Republic of Moldova","ISIC4_F","ALLAREA",0
2015,"EN_WWT_GEN","Republic of Moldova","TOTAL","ALLAREA",672.22048
2015,"EN_WWT_GEN","Republic of Moldova","ISIC4_C","ALLAREA",4.0515
2015,"EN_WWT_GEN","Republic of Moldova","SERVICES","ALLAREA",115.3765
2015,"EN_WWT_GEN","Republic of Moldova","ISIC4_D","ALLAREA",535.92952
2015,"EN_WWT_GEN","Republic of Moldova","ISIC4_B","ALLAREA",2.336
2015,"EN_WWT_GEN","Poland","ISIC4_F","ALLAREA",0.1
2015,"EN_WWT_GEN","Poland","SERV_HH","ALLAREA",1030.4
2015,"EN_WWT_GEN","Poland","PRIV_HH","ALLAREA",925.1
2015,"EN_WWT_GEN","Poland","ISIC4_D","ALLAREA",54.3
2015,"EN_WWT_GEN","Poland","ISIC4_C","ALLAREA",408.9
2015,"EN_WWT_GEN","Poland","ISIC4_B","ALLAREA",310.7
2015,"EN_WWT_GEN","Poland","TOTAL","ALLAREA",2100.8
2015,"EN_WWT_GEN","Poland","INDUSTRIES","ALLAREA",1070.4
2015,"EN_WWT_GEN","Poland","SERVICES","ALLAREA",105.3
2015,"EN_WWT_GEN","Romania","TOTAL","ALLAREA",1944.6
2015,"EN_WWT_GEN","Romania","ISIC4_A","ALLAREA",1.8
2015,"EN_WWT_GEN","Romania","INDUSTRIES","ALLAREA",1005.3
2015,"EN_WWT_GEN","Romania","SERVICES","ALLAREA",433.1
2015,"EN_WWT_GEN","Romania","PRIV_HH","ALLAREA",504.4
2015,"EN_WWT_GEN","Romania","ISIC4_D","ALLAREA",551.6
2015,"EN_WWT_GEN","Romania","ISIC4_B","ALLAREA",51.6
2015,"EN_WWT_GEN","Romania","ISIC4_F","ALLAREA",7.4
2015,"EN_WWT_GEN","Romania","SERV_HH","ALLAREA",937.5
2015,"EN_WWT_GEN","Serbia","TOTAL","ALLAREA",1097.2
2015,"EN_WWT_GEN","Serbia","ISIC4_A","ALLAREA",605.9
2015,"EN_WWT_GEN","Serbia","INDUSTRIES","ALLAREA",90
2015,"EN_WWT_GEN","Serbia","ISIC4_F","ALLAREA",0.8
2015,"EN_WWT_GEN","Serbia","ISIC4_C","ALLAREA",54.6
2015,"EN_WWT_GEN","Serbia","SERV_HH","ALLAREA",401.3
2015,"EN_WWT_GEN","Serbia","ISIC4_B","ALLAREA",3.9
2015,"EN_WWT_GEN","Serbia","ISIC4_D","ALLAREA",29.8
2015,"EN_WWT_GEN","Serbia","PRIV_HH","ALLAREA",304.9
2015,"EN_WWT_GEN","Serbia","SERVICES","ALLAREA",96.4
2015,"EN_WWT_GEN","Slovakia","ISIC4_D","ALLAREA",4.6
2015,"EN_WWT_GEN","Slovakia","PRIV_HH","ALLAREA",360.5
2015,"EN_WWT_GEN","Slovakia","SERVICES","ALLAREA",8.4
2015,"EN_WWT_GEN","Slovakia","INDUSTRIES","ALLAREA",178.779
2015,"EN_WWT_GEN","Slovakia","ISIC4_A","ALLAREA",0.1
2015,"EN_WWT_GEN","Slovakia","TOTAL","ALLAREA",547.779
2015,"EN_WWT_GEN","Slovakia","ISIC4_F","ALLAREA",0
2015,"EN_WWT_GEN","Slovakia","ISIC4_B","ALLAREA",22.4
2015,"EN_WWT_GEN","Slovakia","ISIC4_C","ALLAREA",148.1
2015,"EN_WWT_GEN","Slovakia","SERV_HH","ALLAREA",368.9
2015,"EN_WWT_GEN","Slovenia","PRIV_HH","ALLAREA",63.6
2015,"EN_WWT_GEN","Slovenia","ISIC4_D","ALLAREA",0
2015,"EN_WWT_GEN","Slovenia","SERV_HH","ALLAREA",71.1
2015,"EN_WWT_GEN","Slovenia","INDUSTRIES","ALLAREA",44.1
2015,"EN_WWT_GEN","Slovenia","SERVICES","ALLAREA",7.5
2015,"EN_WWT_GEN","Slovenia","ISIC4_A","ALLAREA",0.1
2015,"EN_WWT_GEN","Slovenia","TOTAL","ALLAREA",115.3
2015,"EN_WWT_GEN","Slovenia","ISIC4_F","ALLAREA",0.1
2015,"EN_WWT_GEN","Slovenia","ISIC4_B","ALLAREA",1.1
2015,"EN_WWT_GEN","Slovenia","ISIC4_C","ALLAREA",40.6
2015,"EN_WWT_GEN","Spain","INDUSTRIES","ALLAREA",600.202
2015,"EN_WWT_GEN","Spain","TOTAL","ALLAREA",3456.702
2015,"EN_WWT_GEN","Spain","ISIC4_A","ALLAREA",38.5
2015,"EN_WWT_GEN","Spain","SERVICES","ALLAREA",408
2015,"EN_WWT_GEN","Spain","ISIC4_F","ALLAREA",0
2015,"EN_WWT_GEN","Spain","PRIV_HH","ALLAREA",2410
2015,"EN_WWT_GEN","Spain","ISIC4_B","ALLAREA",28.4
2015,"EN_WWT_GEN","Spain","ISIC4_C","ALLAREA",571.802
2015,"EN_WWT_GEN","Spain","SERV_HH","ALLAREA",2818
2015,"EN_WWT_GEN","Sweden","ISIC4_C","ALLAREA",1047
2015,"EN_WWT_GEN","Sweden","TOTAL","ALLAREA",1299
2015,"EN_WWT_GEN","Sweden","INDUSTRIES","ALLAREA",1159
2015,"EN_WWT_GEN","Sweden","SERVICES","ALLAREA",140
2015,"EN_WWT_GEN","Sweden","ISIC4_D","ALLAREA",10
2015,"EN_WWT_GEN","Sweden","ISIC4_B","ALLAREA",51
2015,"EN_WWT_GEN","Türkiye","TOTAL","ALLAREA",4534.024
2015,"EN_WWT_GEN","Türkiye","SERV_HH","ALLAREA",4534.024
2015,"EN_WWT_GEN","Ukraine","ISIC4_B","ALLAREA",968.99997
2015,"EN_WWT_GEN","Ukraine","ISIC4_D","ALLAREA",2202.99992
2015,"EN_WWT_GEN","Ukraine","ISIC4_C","ALLAREA",151.6
2015,"EN_WWT_GEN","Ukraine","INDUSTRIES","ALLAREA",3324.87689
2015,"EN_WWT_GEN","Ukraine","ISIC4_A","ALLAREA",361.39999
2015,"EN_WWT_GEN","Ukraine","ISIC4_F","ALLAREA",1.277
2015,"EN_WWT_GEN","Ukraine","TOTAL","ALLAREA",5343.0001
2015,"EN_WWT_TREAT","Albania","TOTAL","ALLAREA",5.9
2015,"EN_WWT_TREAT","Azerbaijan","TOTAL","ALLAREA",217.175
2015,"EN_WWT_TREAT","Armenia","TOTAL","ALLAREA",60.5535
2015,"EN_WWT_TREAT","Belgium","TOTAL","ALLAREA",1405.25
2015,"EN_WWT_TREAT","Belgium","INDUSTRIES","ALLAREA",359.61
2015,"EN_WWT_TREAT","Bosnia and Herzegovina","TOTAL","ALLAREA",50.5
2015,"EN_WWT_TREAT","Bosnia and Herzegovina","INDUSTRIES","ALLAREA",45.8
2015,"EN_WWT_TREAT","Bulgaria","TOTAL","ALLAREA",627.255
2015,"EN_WWT_TREAT","Bulgaria","INDUSTRIES","ALLAREA",59.933
2015,"EN_WWT_TREAT","Belarus","TOTAL","ALLAREA",623.99998
2015,"EN_WWT_TREAT","Colombia","TOTAL","ALLAREA",84.23864
2015,"EN_WWT_TREAT","Costa Rica","TOTAL","ALLAREA",354.15885
2015,"EN_WWT_TREAT","Croatia","TOTAL","ALLAREA",177.94
2015,"EN_WWT_TREAT","Croatia","INDUSTRIES","ALLAREA",16.85
2015,"EN_WWT_TREAT","Czechia","TOTAL","ALLAREA",958.9
2015,"EN_WWT_TREAT","Czechia","INDUSTRIES","ALLAREA",162.5
2015,"EN_WWT_TREAT","Hungary","TOTAL","ALLAREA",482.452
2015,"EN_WWT_TREAT","Kazakhstan","INDUSTRIES","ALLAREA",13.505
2015,"EN_WWT_TREAT","Kazakhstan","TOTAL","ALLAREA",666.198
2015,"EN_WWT_TREAT","Latvia","INDUSTRIES","ALLAREA",15.285
2015,"EN_WWT_TREAT","Latvia","TOTAL","ALLAREA",122.181
2015,"EN_WWT_TREAT","Liechtenstein","TOTAL","ALLAREA",10.1
2015,"EN_WWT_TREAT","Lithuania","INDUSTRIES","ALLAREA",7.957
2015,"EN_WWT_TREAT","Lithuania","TOTAL","ALLAREA",158.98
2015,"EN_WWT_TREAT","Mexico","INDUSTRIES","ALLAREA",2220
2015,"EN_WWT_TREAT","Mexico","TOTAL","ALLAREA",6032
2015,"EN_WWT_TREAT","Republic of Moldova","TOTAL","ALLAREA",111.7265
2015,"EN_WWT_TREAT","Netherlands (Kingdom of the)","TOTAL","ALLAREA",1806.497
2015,"EN_WWT_TREAT","Poland","INDUSTRIES","ALLAREA",760.9
2015,"EN_WWT_TREAT","Poland","TOTAL","ALLAREA",760.9
2015,"EN_WWT_TREAT","Romania","TOTAL","ALLAREA",1214.5
2015,"EN_WWT_TREAT","Romania","INDUSTRIES","ALLAREA",309.6
2015,"EN_WWT_TREAT","Serbia","TOTAL","ALLAREA",66.43
2015,"EN_WWT_TREAT","Slovakia","INDUSTRIES","ALLAREA",188.6
2015,"EN_WWT_TREAT","Slovakia","TOTAL","ALLAREA",550.7
2015,"EN_WWT_TREAT","Spain","TOTAL","ALLAREA",4834
2015,"EN_WWT_TREAT","United Arab Emirates","TOTAL","ALLAREA",711.05649
2015,"EN_WWT_TREAT","Türkiye","TOTAL","ALLAREA",3681.735
2015,"EN_WWT_TREATR","Albania","TOTAL","ALLAREA",10.9462
2015,"EN_WWT_TREATR","Azerbaijan","TOTAL","ALLAREA",49.57507
2015,"EN_WWT_TREATR","Armenia","TOTAL","ALLAREA",7.46961
2015,"EN_WWT_TREATR","Belgium","INDUSTRIES","ALLAREA",100
2015,"EN_WWT_TREATR","Belgium","TOTAL","ALLAREA",100
2015,"EN_WWT_TREATR","Bosnia and Herzegovina","INDUSTRIES","ALLAREA",100
2015,"EN_WWT_TREATR","Bosnia and Herzegovina","TOTAL","ALLAREA",54.35953
2015,"EN_WWT_TREATR","Bulgaria","INDUSTRIES","ALLAREA",53.82156
2015,"EN_WWT_TREATR","Bulgaria","TOTAL","ALLAREA",100
2015,"EN_WWT_TREATR","Belarus","TOTAL","ALLAREA",65.82278
2015,"EN_WWT_TREATR","Colombia","TOTAL","ALLAREA",7.968
2015,"EN_WWT_TREATR","Costa Rica","TOTAL","ALLAREA",83.33971
2015,"EN_WWT_TREATR","Croatia","INDUSTRIES","ALLAREA",24.73576
2015,"EN_WWT_TREATR","Croatia","TOTAL","ALLAREA",63.62044
2015,"EN_WWT_TREATR","Czechia","INDUSTRIES","ALLAREA",35.80084
2015,"EN_WWT_TREATR","Czechia","TOTAL","ALLAREA",85.68493
2015,"EN_WWT_TREATR","Hungary","TOTAL","ALLAREA",100
2015,"EN_WWT_TREATR","Kazakhstan","TOTAL","ALLAREA",11.25555
2015,"EN_WWT_TREATR","Kazakhstan","INDUSTRIES","ALLAREA",0.31889
2015,"EN_WWT_TREATR","Latvia","INDUSTRIES","ALLAREA",50.36908
2015,"EN_WWT_TREATR","Latvia","TOTAL","ALLAREA",64.83402
2015,"EN_WWT_TREATR","Lithuania","TOTAL","ALLAREA",59.34747
2015,"EN_WWT_TREATR","Lithuania","INDUSTRIES","ALLAREA",23.58608
2015,"EN_WWT_TREATR","Mexico","INDUSTRIES","ALLAREA",33.28336
2015,"EN_WWT_TREATR","Mexico","TOTAL","ALLAREA",45
