Year,SeriesCode,Country,Sex,Value
2010,SG_GEN_PARL,Finland,Female,40.0
2011,SG_GEN_PARL,Finland,Female,40.0
2012,SG_GEN_PARL,Finland,Female,42.5
2013,SG_GEN_PARL,Finland,Female,42.5
2014,SG_GEN_PARL,Finland,Female,42.5
2015,SG_GEN_PARL,Finland,Female,42.5
2016,SG_GEN_PARL,Finland,Female,41.5
2017,SG_GEN_PARL,Finland,Female,42.0
2018,SG_GEN_PARL,Finland,Female,42.0
2000,SG_GEN_PARL,Albania,Female,5.16
2001,SG_GEN_PARL,Albania,Female,5.16
2002,SG_GEN_PARL,Albania,Female,5.71
2003,SG_GEN_PARL,Albania,Female,5.71
2004,SG_GEN_PARL,Albania,Female,5.71
2005,SG_GEN_PARL,Albania,Female,6.43
2006,SG_GEN_PARL,Albania,Female,7.14
2007,SG_GEN_PARL,Albania,Female,7.14
2008,SG_GEN_PARL,Albania,Female,7.14
2019,SG_GEN_PARL,Finland,Female,41.5
2020,SG_GEN_PARL,Finland,Female,46.0
2021,SG_GEN_PARL,Finland,Female,46.0
2022,SG_GEN_PARL,Finland,Female,45.5
2023,SG_GEN_PARL,Finland,Female,45.5
2000,SG_GEN_PARL,France,Female,10.92
2001,SG_GEN_PARL,France,Female,10.92
2002,SG_GEN_PARL,France,Female,10.92
2003,SG_GEN_PARL,France,Female,12.2
2009,SG_GEN_PARL,Albania,Female,7.14
2010,SG_GEN_PARL,Albania,Female,16.43
2011,SG_GEN_PARL,Albania,Female,16.43
2012,SG_GEN_PARL,Albania,Female,15.71
2013,SG_GEN_PARL,Albania,Female,15.71
2014,SG_GEN_PARL,Albania,Female,20.0
2015,SG_GEN_PARL,Albania,Female,20.71
2016,SG_GEN_PARL,Albania,Female,20.71
2017,SG_GEN_PARL,Albania,Female,22.86
2004,SG_GEN_PARL,France,Female,12.2
2005,SG_GEN_PARL,France,Female,12.2
2006,SG_GEN_PARL,France,Female,12.2
2007,SG_GEN_PARL,France,Female,12.2
2008,SG_GEN_PARL,France,Female,18.2
2009,SG_GEN_PARL,France,Female,18.2
2010,SG_GEN_PARL,France,Female,18.89
2011,SG_GEN_PARL,France,Female,18.89
2012,SG_GEN_PARL,France,Female,18.89
2013,SG_GEN_PARL,France,Female,26.86
2014,SG_GEN_PARL,France,Female,26.17
2015,SG_GEN_PARL,France,Female,26.17
2016,SG_GEN_PARL,France,Female,26.17
2017,SG_GEN_PARL,France,Female,25.82
2018,SG_GEN_PARL,France,Female,38.99
2019,SG_GEN_PARL,France,Female,39.69
2020,SG_GEN_PARL,France,Female,39.51
2021,SG_GEN_PARL,France,Female,39.51
2018,SG_GEN_PARL,Albania,Female,27.86
2019,SG_GEN_PARL,Albania,Female,29.29
2020,SG_GEN_PARL,Albania,Female,29.51
2021,SG_GEN_PARL,Albania,Female,29.51
2022,SG_GEN_PARL,Albania,Female,35.71
2023,SG_GEN_PARL,Albania,Female,35.71
2000,SG_GEN_PARL,Azerbaijan,Female,10.4
2001,SG_GEN_PARL,Azerbaijan,Female,10.4
2002,SG_GEN_PARL,Azerbaijan,Female,10.48
2016,SG_GEN_PARL,Romania,Female,13.72
2017,SG_GEN_PARL,Romania,Female,20.67
2018,SG_GEN_PARL,Romania,Female,20.67
2019,SG_GEN_PARL,Romania,Female,20.67
2020,SG_GEN_PARL,Romania,Female,21.88
2021,SG_GEN_PARL,Romania,Female,18.54
2022,SG_GEN_PARL,Romania,Female,19.09
2023,SG_GEN_PARL,Romania,Female,19.09
