Year,SeriesCode,Country,Age,Sex,Value
2009,SH_FPL_INFMRH,Albania,15-49,Female,86.6
2018,SH_FPL_INFMRH,Albania,15-49,Female,92.3
2010,SH_FPL_INFMRH,Armenia,15-49,Female,95.1
2016,SH_FPL_INFMRH,Armenia,15-49,Female,96.0
2018,SH_FPL_INFMRH,Georgia,15-49,Female,95.4
2021,SH_FPL_INFMRH,India,15-49,Female,82.4
2012,SH_FPL_INFMRH,Kyrgyzstan,15-49,Female,93.7
2020,SH_FPL_INFMRH,Moldova,15-49,Female,95.6
2019,SH_FPL_INFMRH,Serbia,15-49,Female,99.7
2012,SH_FPL_INFMRH,Tajikistan,15-49,Female,60.2
2017,SH_FPL_INFMRH,Tajikistan,15-49,Female,47.5
2019,SH_FPL_INFMRH,Turkmenistan,15-49,Female,85.4
2007,SH_FPL_INFMRH,Ukraine,15-49,Female,97.5
2019,SH_FPL_INFMRH,North Macedonia,15-49,Female,98.4
2022,SH_FPL_INFMRH,Uzbekistan,15-49,Female,89.4
2022,SH_FPL_INFMRH,Uzbekistan,15-49,Female,89.4
