Year,SeriesCode,Country,Age,Sex,Value
2009,SH_FPL_INFM,Albania,15-49,Female,61.5
2018,SH_FPL_INFM,Albania,15-49,Female,61.9
2010,SH_FPL_INFM,Armenia,15-49,Female,64.3
2016,SH_FPL_INFM,Armenia,15-49,Female,61.8
2018,SH_FPL_INFM,Georgia,15-49,Female,82.4
2021,SH_FPL_INFM,India,15-49,Female,65.6
2012,SH_FPL_INFM,Kyrgyzstan,15-49,Female,76.6
2020,SH_FPL_INFM,Moldova,15-49,Female,72.9
2019,SH_FPL_INFM,Serbia,15-49,Female,96.2
2012,SH_FPL_INFM,Tajikistan,15-49,Female,40.9
2017,SH_FPL_INFM,Tajikistan,15-49,Female,27.2
2019,SH_FPL_INFM,Turkmenistan,15-49,Female,59.3
2007,SH_FPL_INFM,Ukraine,15-49,Female,81.0
2019,SH_FPL_INFM,North Macedonia,15-49,Female,88.1
2022,SH_FPL_INFM,Uzbekistan,15-49,Female,70.4
2022,SH_FPL_INFM,Uzbekistan,15-49,Female,70.4
