Year,SeriesCode,Country,Value
2001,AG_PRD_ORTIND,Albania,0.13
2002,AG_PRD_ORTIND,Albania,0.17
2003,AG_PRD_ORTIND,Albania,0.11
2004,AG_PRD_ORTIND,Albania,0.1
2005,AG_PRD_ORTIND,Albania,0.11
2006,AG_PRD_ORTIND,Albania,0.12
2007,AG_PRD_ORTIND,Albania,0.13
2008,AG_PRD_ORTIND,Albania,0.1
2009,AG_PRD_ORTIND,Albania,0.1
2010,AG_PRD_ORTIND,Albania,0.09
2011,AG_PRD_ORTIND,Albania,0.09
2012,AG_PRD_ORTIND,Albania,0.08
2013,AG_PRD_ORTIND,Albania,0.09
2014,AG_PRD_ORTIND,Albania,0.09
2015,AG_PRD_ORTIND,Albania,0.1
2016,AG_PRD_ORTIND,Albania,0.15
2017,AG_PRD_ORTIND,Albania,0.12
2018,AG_PRD_ORTIND,Albania,0.12
2019,AG_PRD_ORTIND,Albania,0.11
2020,AG_PRD_ORTIND,Albania,0.11
2021,AG_PRD_ORTIND,Albania,0.16
2001,AG_PRD_ORTIND,Azerbaijan,0.19
2002,AG_PRD_ORTIND,Azerbaijan,0.2
2003,AG_PRD_ORTIND,Azerbaijan,0.22
2004,AG_PRD_ORTIND,Azerbaijan,0.25
2005,AG_PRD_ORTIND,Azerbaijan,0.3
2006,AG_PRD_ORTIND,Azerbaijan,0.38
2007,AG_PRD_ORTIND,Azerbaijan,0.39
2008,AG_PRD_ORTIND,Azerbaijan,0.45
2009,AG_PRD_ORTIND,Azerbaijan,0.56
2010,AG_PRD_ORTIND,Azerbaijan,0.5
2011,AG_PRD_ORTIND,Azerbaijan,0.53
2012,AG_PRD_ORTIND,Azerbaijan,0.48
2013,AG_PRD_ORTIND,Azerbaijan,0.44
2014,AG_PRD_ORTIND,Azerbaijan,0.46
2015,AG_PRD_ORTIND,Azerbaijan,0.45
2016,AG_PRD_ORTIND,Azerbaijan,0.55
2017,AG_PRD_ORTIND,Azerbaijan,0.44
2018,AG_PRD_ORTIND,Azerbaijan,0.67
2019,AG_PRD_ORTIND,Azerbaijan,0.5
2020,AG_PRD_ORTIND,Azerbaijan,0.45
2021,AG_PRD_ORTIND,Azerbaijan,0.51
2001,AG_PRD_ORTIND,Australia,0.38
2002,AG_PRD_ORTIND,Australia,0.5
2003,AG_PRD_ORTIND,Australia,0.48
2004,AG_PRD_ORTIND,Australia,0.48
2005,AG_PRD_ORTIND,Australia,0.42
2006,AG_PRD_ORTIND,Australia,0.64
2007,AG_PRD_ORTIND,Australia,0.6
2008,AG_PRD_ORTIND,Australia,0.7
2009,AG_PRD_ORTIND,Australia,0.54
2010,AG_PRD_ORTIND,Australia,0.5
2011,AG_PRD_ORTIND,Australia,0.45
2012,AG_PRD_ORTIND,Australia,0.4
2013,AG_PRD_ORTIND,Australia,0.36
2014,AG_PRD_ORTIND,Australia,0.3
2015,AG_PRD_ORTIND,Australia,0.27
2016,AG_PRD_ORTIND,Australia,0.25
2017,AG_PRD_ORTIND,Australia,0.26
2018,AG_PRD_ORTIND,Australia,0.3
2019,AG_PRD_ORTIND,Australia,0.32
2020,AG_PRD_ORTIND,Australia,0.24
2021,AG_PRD_ORTIND,Australia,0.19
2001,AG_PRD_ORTIND,Austria,0.69
2001,AG_PRD_ORTIND,Hungary,0.73
2002,AG_PRD_ORTIND,Hungary,1.06
2003,AG_PRD_ORTIND,Hungary,0.86
2004,AG_PRD_ORTIND,Hungary,0.69
2005,AG_PRD_ORTIND,Hungary,0.69
2006,AG_PRD_ORTIND,Hungary,0.68
2007,AG_PRD_ORTIND,Hungary,0.67
