Year,SeriesCode,Country,Value
2021,AG_LND_LNDSTR,Belarus,100
2021,AG_LND_LNDSTR,Denmark,100
2021,AG_LND_LNDSTR,Finland,100
2020,AG_LND_LNDSTR,France,100
2020,AG_LND_LNDSTR,Greece,97
2021,AG_LND_LNDSTR,Hungary,100
2019,AG_LND_LNDSTR,Kazakhstan,100
2020,AG_LND_LNDSTR,Liechtenstein,100
2021,AG_LND_LNDSTR,Norway,100
2021,AG_LND_LNDSTR,Serbia,0
2020,AG_LND_LNDSTR,Viet Nam,82
2021,AG_LND_LNDSTR,Switzerland,100
2021,AG_LND_LNDSTR,Türkiye,100
2021,AG_LND_LNDSTR,United Kingdom of Great Britain and Northern Ireland,100
2021,AG_LND_LNDSTR,United Kingdom of Great Britain and Northern Ireland,100
