Year,SeriesCode,Country,Sex,Value
2020,SI_COV_UEMP,Georgia,Male,0.0
2020,SI_COV_UEMP,Georgia,Female,0.0
2000,SI_COV_UEMP,Germany,Both sexes,81.2
2004,SI_COV_UEMP,Germany,Both sexes,92.1
2007,SI_COV_UEMP,Germany,Both sexes,80.6
2009,SI_COV_UEMP,Germany,Both sexes,86.4
2010,SI_COV_UEMP,Germany,Both sexes,87.6
2011,SI_COV_UEMP,Germany,Both sexes,86.3
2016,SI_COV_UEMP,Germany,Both sexes,100.0
2020,SI_COV_UEMP,Germany,Female,100.0
2020,SI_COV_UEMP,Germany,Male,100.0
2020,SI_COV_UEMP,Germany,Both sexes,100.0
2000,SI_COV_UEMP,Greece,Both sexes,52.9
2002,SI_COV_UEMP,Greece,Both sexes,44.3
2007,SI_COV_UEMP,Greece,Both sexes,53.9
2009,SI_COV_UEMP,Greece,Both sexes,57.7
2010,SI_COV_UEMP,Greece,Both sexes,30.8
2011,SI_COV_UEMP,Greece,Both sexes,28.6
2014,SI_COV_UEMP,Greece,Both sexes,21.0
2020,SI_COV_UEMP,Greece,Both sexes,26.4
2003,SI_COV_UEMP,Hungary,Both sexes,45.1
2005,SI_COV_UEMP,Hungary,Both sexes,42.6
2007,SI_COV_UEMP,Hungary,Both sexes,42.6
2009,SI_COV_UEMP,Hungary,Both sexes,48.0
2010,SI_COV_UEMP,Hungary,Both sexes,39.5
2011,SI_COV_UEMP,Hungary,Both sexes,35.7
2013,SI_COV_UEMP,Hungary,Both sexes,10.9
2013,SI_COV_UEMP,Hungary,Male,11.2
2013,SI_COV_UEMP,Hungary,Female,10.5
2014,SI_COV_UEMP,Hungary,Male,12.5
2014,SI_COV_UEMP,Hungary,Both sexes,12.4
2014,SI_COV_UEMP,Hungary,Female,12.2
2020,SI_COV_UEMP,Hungary,Female,25.9
2020,SI_COV_UEMP,Hungary,Both sexes,26.3
2020,SI_COV_UEMP,Hungary,Male,26.7
2000,SI_COV_UEMP,Iceland,Both sexes,50.4
2005,SI_COV_UEMP,Iceland,Both sexes,72.6
2007,SI_COV_UEMP,Iceland,Both sexes,39.1
2009,SI_COV_UEMP,Iceland,Both sexes,17.7
2010,SI_COV_UEMP,Iceland,Both sexes,21.6
2011,SI_COV_UEMP,Iceland,Both sexes,28.6
2011,SI_COV_UEMP,Iceland,Female,43.0
2011,SI_COV_UEMP,Iceland,Male,18.3
2020,SI_COV_UEMP,Iceland,Both sexes,100.0
2020,SI_COV_UEMP,Iceland,Female,100.0
2020,SI_COV_UEMP,Iceland,Male,100.0
2020,SI_COV_UEMP,India,Female,0.0
2020,SI_COV_UEMP,India,Both sexes,0.0
2020,SI_COV_UEMP,India,Male,0.0
2000,SI_COV_UEMP,Ireland,Both sexes,74.7
2005,SI_COV_UEMP,Ireland,Both sexes,81.5
2007,SI_COV_UEMP,Ireland,Both sexes,85.9
2009,SI_COV_UEMP,Ireland,Both sexes,91.3
2010,SI_COV_UEMP,Ireland,Both sexes,87.2
2011,SI_COV_UEMP,Ireland,Both sexes,85.4
2013,SI_COV_UEMP,Ireland,Male,100.0
2013,SI_COV_UEMP,Ireland,Female,94.1
2014,SI_COV_UEMP,Ireland,Both sexes,100.0
2020,SI_COV_UEMP,Ireland,Male,100.0
2020,SI_COV_UEMP,Ireland,Both sexes,100.0
2020,SI_COV_UEMP,Ireland,Female,100.0
2000,SI_COV_UEMP,Israel,Both sexes,43.3
2005,SI_COV_UEMP,Israel,Both sexes,29.1
2007,SI_COV_UEMP,Israel,Both sexes,29.7
2009,SI_COV_UEMP,Israel,Both sexes,38.2
2010,SI_COV_UEMP,Israel,Both sexes,36.3
2011,SI_COV_UEMP,Israel,Both sexes,40.0
2013,SI_COV_UEMP,Israel,Both sexes,33.9
2014,SI_COV_UEMP,Israel,Both sexes,37.0
2020,SI_COV_UEMP,Israel,Both sexes,42.0
2000,SI_COV_UEMP,Italy,Both sexes,22.6
2005,SI_COV_UEMP,Italy,Both sexes,35.4
2007,SI_COV_UEMP,Italy,Both sexes,42.5
2009,SI_COV_UEMP,Italy,Both sexes,61.3
2010,SI_COV_UEMP,Italy,Both sexes,56.2
2011,SI_COV_UEMP,Italy,Both sexes,55.8
2014,SI_COV_UEMP,Italy,Both sexes,37.8
2020,SI_COV_UEMP,Italy,Both sexes,48.2
2001,SI_COV_UEMP,Japan,Both sexes,32.5
2005,SI_COV_UEMP,Japan,Both sexes,21.4
2007,SI_COV_UEMP,Japan,Both sexes,22.1
2009,SI_COV_UEMP,Japan,Both sexes,25.4
2010,SI_COV_UEMP,Japan,Both sexes,19.6
2011,SI_COV_UEMP,Japan,Both sexes,21.5
2014,SI_COV_UEMP,Japan,Both sexes,20.0
2020,SI_COV_UEMP,Japan,Both sexes,69.3
2000,SI_COV_UEMP,Kazakhstan,Both sexes,0.5
2005,SI_COV_UEMP,Kazakhstan,Both sexes,0.7
2007,SI_COV_UEMP,Kazakhstan,Both sexes,0.9
2009,SI_COV_UEMP,Kazakhstan,Both sexes,1.0
2010,SI_COV_UEMP,Kazakhstan,Both sexes,0.5
2011,SI_COV_UEMP,Kazakhstan,Both sexes,0.4
2016,SI_COV_UEMP,Kazakhstan,Male,6.8
2016,SI_COV_UEMP,Kazakhstan,Female,4.5
2016,SI_COV_UEMP,Kazakhstan,Both sexes,5.8
2020,SI_COV_UEMP,Kazakhstan,Male,8.1
2020,SI_COV_UEMP,Kazakhstan,Female,5.2
2020,SI_COV_UEMP,Kazakhstan,Both sexes,8.9
2004,SI_COV_UEMP,Republic of Korea,Both sexes,25.1
2005,SI_COV_UEMP,Republic of Korea,Both sexes,27.5
2007,SI_COV_UEMP,Republic of Korea,Both sexes,34.9
2009,SI_COV_UEMP,Republic of Korea,Both sexes,39.2
2010,SI_COV_UEMP,Republic of Korea,Both sexes,36.0
2011,SI_COV_UEMP,Republic of Korea,Both sexes,35.8
2014,SI_COV_UEMP,Republic of Korea,Both sexes,40.0
2019,SI_COV_UEMP,Republic of Korea,Both sexes,37.1
2020,SI_COV_UEMP,Republic of Korea,Both sexes,45.4
2000,SI_COV_UEMP,Kyrgyzstan,Both sexes,8.2
2005,SI_COV_UEMP,Kyrgyzstan,Both sexes,10.4
2007,SI_COV_UEMP,Kyrgyzstan,Both sexes,3.3
2009,SI_COV_UEMP,Kyrgyzstan,Both sexes,1.4
2010,SI_COV_UEMP,Kyrgyzstan,Both sexes,1.2
2011,SI_COV_UEMP,Kyrgyzstan,Both sexes,1.2
2016,SI_COV_UEMP,Kyrgyzstan,Both sexes,1.7
2020,SI_COV_UEMP,Kyrgyzstan,Both sexes,2.7
2001,SI_COV_UEMP,Latvia,Both sexes,26.2
2005,SI_COV_UEMP,Latvia,Both sexes,37.1
2007,SI_COV_UEMP,Latvia,Both sexes,47.0
2009,SI_COV_UEMP,Latvia,Both sexes,33.4
2000,SI_COV_UEMP,Albania,Both sexes,10.2
2005,SI_COV_UEMP,Albania,Both sexes,6.7
2007,SI_COV_UEMP,Albania,Both sexes,7.8
2009,SI_COV_UEMP,Albania,Both sexes,6.3
2010,SI_COV_UEMP,Albania,Both sexes,6.4
2011,SI_COV_UEMP,Albania,Both sexes,6.0
2012,SI_COV_UEMP,Albania,Both sexes,6.9
2020,SI_COV_UEMP,Albania,Both sexes,6.9
2021,SI_COV_UEMP,Albania,Both sexes,2.6
2000,SI_COV_UEMP,Azerbaijan,Both sexes,6.3
2005,SI_COV_UEMP,Azerbaijan,Both sexes,3.7
2007,SI_COV_UEMP,Azerbaijan,Both sexes,5.0
2009,SI_COV_UEMP,Azerbaijan,Both sexes,6.6
2011,SI_COV_UEMP,Azerbaijan,Both sexes,2.6
2016,SI_COV_UEMP,Azerbaijan,Male,2.6
2016,SI_COV_UEMP,Azerbaijan,Both sexes,1.6
2016,SI_COV_UEMP,Azerbaijan,Female,0.8
2020,SI_COV_UEMP,Azerbaijan,Both sexes,19.1
2000,SI_COV_UEMP,Australia,Both sexes,73.4
2005,SI_COV_UEMP,Australia,Both sexes,70.4
2007,SI_COV_UEMP,Australia,Both sexes,62.4
2009,SI_COV_UEMP,Australia,Both sexes,58.2
2010,SI_COV_UEMP,Australia,Both sexes,51.3
2011,SI_COV_UEMP,Australia,Both sexes,51.4
2014,SI_COV_UEMP,Australia,Both sexes,52.7
2014,SI_COV_UEMP,Australia,Female,44.4
2014,SI_COV_UEMP,Australia,Male,60.0
2020,SI_COV_UEMP,Australia,Both sexes,52.7
2000,SI_COV_UEMP,Austria,Both sexes,94.1
2005,SI_COV_UEMP,Austria,Both sexes,89.4
2007,SI_COV_UEMP,Austria,Both sexes,89.8
2009,SI_COV_UEMP,Austria,Both sexes,91.3
2010,SI_COV_UEMP,Austria,Both sexes,91.4
2011,SI_COV_UEMP,Austria,Both sexes,90.5
2013,SI_COV_UEMP,Austria,Both sexes,100.0
2014,SI_COV_UEMP,Austria,Both sexes,100.0
2016,SI_COV_UEMP,Austria,Both sexes,100.0
