Year,SeriesCode,Country,Age,Sex,Value
2012,VC_HTF_DETVOGR,Armenia,ALLAGE,Both sexes,0.20587
2010,VC_HTF_DETVOGR,Bulgaria,ALLAGE,Both sexes,0.07903
2019,VC_HTF_DETVOGR,Bulgaria,ALLAGE,Both sexes,0.11343
2020,VC_HTF_DETVOGR,Bulgaria,ALLAGE,Both sexes,0.07164
2020,VC_HTF_DETVOGR,Bulgaria,18+,Both sexes,0.08605
2021,VC_HTF_DETVOGR,Bulgaria,ALLAGE,Both sexes,0.11618
2018,VC_HTF_DETVOGR,China,ALLAGE,Both sexes,0.00056
2013,VC_HTF_DETVOGR,Costa Rica,ALLAGE,Both sexes,0.27131
2019,VC_HTF_DETVOGR,Denmark,ALLAGE,Both sexes,0.29331
2018,VC_HTF_DETVOGR,Hungary,ALLAGE,Both sexes,0.05114
2018,VC_HTF_DETVOGR,India,ALLAGE,Both sexes,0.00044
2009,VC_HTF_DETVOGR,Moldova,ALLAGE,Both sexes,0.13335
2015,VC_HTF_DETVOGR,Moldova,18+,Male,0.5002
2015,VC_HTF_DETVOGR,Moldova,ALLAGE,Both sexes,0.18307
2017,VC_HTF_DETVOGR,Moldova,ALLAGE,Both sexes,0.15721
2012,VC_HTF_DETVOGR,Tajikistan,ALLAGE,Both sexes,0.11312
2013,VC_HTF_DETVOGR,Tajikistan,ALLAGE,Both sexes,0.1229
2014,VC_HTF_DETVOGR,Tajikistan,ALLAGE,Both sexes,0.09608
2008,VC_HTF_DETVOGR,Ukraine,ALLAGE,Both sexes,0.0152
2011,VC_HTF_DETVOGR,Ukraine,ALLAGE,Both sexes,0.05493
2016,VC_HTF_DETVOGR,Ukraine,ALLAGE,Both sexes,0.01115
2020,VC_HTF_DETVOGR,Ukraine,ALLAGE,Both sexes,0.05694
2020,VC_HTF_DETVOGR,United Kingdom of Great Britain and Northern Ireland,ALLAGE,Both sexes,0.00746
