Year,SeriesCode,Country,Age,Sex,Value
2000,SI_POV_EMP1,Albania,15-24,Both sexes,3.98
2000,SI_POV_EMP1,Albania,15-24,Male,2.39
2000,SI_POV_EMP1,Albania,25+,Both sexes,0.94
2000,SI_POV_EMP1,Albania,25+,Male,0.89
2000,SI_POV_EMP1,Albania,15+,Both sexes,1.48
2000,SI_POV_EMP1,Albania,15-24,Female,5.64
2000,SI_POV_EMP1,Albania,25+,Female,1.03
2000,SI_POV_EMP1,Albania,15+,Female,1.97
2000,SI_POV_EMP1,Albania,15+,Male,1.12
2001,SI_POV_EMP1,Albania,15-24,Male,1.6
2001,SI_POV_EMP1,Albania,25+,Male,0.59
2001,SI_POV_EMP1,Albania,15-24,Female,3.8
2001,SI_POV_EMP1,Albania,25+,Both sexes,0.63
2001,SI_POV_EMP1,Albania,25+,Female,0.68
2001,SI_POV_EMP1,Albania,15+,Both sexes,0.98
2001,SI_POV_EMP1,Albania,15+,Female,1.3
2001,SI_POV_EMP1,Albania,15+,Male,0.75
2001,SI_POV_EMP1,Albania,15-24,Both sexes,2.64
2002,SI_POV_EMP1,Albania,15-24,Both sexes,1.53
2002,SI_POV_EMP1,Albania,15+,Female,0.74
2002,SI_POV_EMP1,Albania,15+,Male,0.43
2002,SI_POV_EMP1,Albania,15+,Both sexes,0.56
2002,SI_POV_EMP1,Albania,25+,Male,0.34
2002,SI_POV_EMP1,Albania,15-24,Female,2.23
2002,SI_POV_EMP1,Albania,25+,Female,0.38
2002,SI_POV_EMP1,Albania,25+,Both sexes,0.35
2002,SI_POV_EMP1,Albania,15-24,Male,0.91
2003,SI_POV_EMP1,Albania,15-24,Both sexes,0.91
2003,SI_POV_EMP1,Albania,25+,Male,0.2
2003,SI_POV_EMP1,Albania,15-24,Female,1.35
2003,SI_POV_EMP1,Albania,15+,Male,0.25
2003,SI_POV_EMP1,Albania,15+,Female,0.44
2003,SI_POV_EMP1,Albania,25+,Both sexes,0.21
2003,SI_POV_EMP1,Albania,15-24,Male,0.53
2003,SI_POV_EMP1,Albania,15+,Both sexes,0.33
2003,SI_POV_EMP1,Albania,25+,Female,0.23
2004,SI_POV_EMP1,Albania,15-24,Male,0.51
2004,SI_POV_EMP1,Albania,15-24,Both sexes,0.87
2004,SI_POV_EMP1,Albania,15+,Male,0.24
2004,SI_POV_EMP1,Albania,15-24,Female,1.3
2004,SI_POV_EMP1,Albania,25+,Both sexes,0.2
2004,SI_POV_EMP1,Albania,25+,Female,0.22
2004,SI_POV_EMP1,Albania,15+,Female,0.41
2004,SI_POV_EMP1,Albania,25+,Male,0.19
2004,SI_POV_EMP1,Albania,15+,Both sexes,0.31
2005,SI_POV_EMP1,Albania,15+,Both sexes,0.25
2005,SI_POV_EMP1,Albania,15-24,Female,1.09
2005,SI_POV_EMP1,Albania,25+,Female,0.18
2005,SI_POV_EMP1,Albania,15+,Female,0.33
2005,SI_POV_EMP1,Albania,15-24,Both sexes,0.72
2005,SI_POV_EMP1,Albania,25+,Both sexes,0.17
2005,SI_POV_EMP1,Albania,15+,Male,0.2
2005,SI_POV_EMP1,Albania,25+,Male,0.16
2005,SI_POV_EMP1,Albania,15-24,Male,0.42
2006,SI_POV_EMP1,Albania,25+,Male,0.12
2006,SI_POV_EMP1,Albania,15-24,Male,0.31
2006,SI_POV_EMP1,Albania,25+,Female,0.14
2006,SI_POV_EMP1,Albania,15-24,Female,0.83
2006,SI_POV_EMP1,Albania,25+,Both sexes,0.13
2006,SI_POV_EMP1,Albania,15+,Both sexes,0.19
2006,SI_POV_EMP1,Albania,15+,Female,0.25
2006,SI_POV_EMP1,Albania,15-24,Both sexes,0.54
2006,SI_POV_EMP1,Albania,15+,Male,0.15
2007,SI_POV_EMP1,Albania,15-24,Female,0.56
2007,SI_POV_EMP1,Albania,15-24,Male,0.21
2007,SI_POV_EMP1,Albania,15+,Female,0.16
2007,SI_POV_EMP1,Albania,25+,Male,0.08
2007,SI_POV_EMP1,Albania,15+,Both sexes,0.12
2007,SI_POV_EMP1,Albania,25+,Female,0.09
2007,SI_POV_EMP1,Albania,15-24,Both sexes,0.36
2007,SI_POV_EMP1,Albania,15+,Male,0.09
