Year,SeriesCode,Country,Age,Sex,Value
2004,SE_ADT_EDUCTRN,Austria,25-54,Both sexes,14.9
2004,SE_ADT_EDUCTRN,Austria,15-24,Male,61.5
2004,SE_ADT_EDUCTRN,Austria,25-54,Female,15.5
2004,SE_ADT_EDUCTRN,Austria,55-64,Female,7.4
2004,SE_ADT_EDUCTRN,Austria,15-24,Female,61.1
2004,SE_ADT_EDUCTRN,Austria,25-54,Male,14.2
2004,SE_ADT_EDUCTRN,Austria,55-64,Both sexes,6.1
2005,SE_ADT_EDUCTRN,Bulgaria,15-64,Female,12.0
2005,SE_ADT_EDUCTRN,Bulgaria,15-64,Both sexes,12.1
2005,SE_ADT_EDUCTRN,Bulgaria,15-64,Male,12.2
2005,SE_ADT_EDUCTRN,Bulgaria,15-24,Female,57.1
2006,SE_ADT_EDUCTRN,Bulgaria,15-24,Both sexes,57.9
2006,SE_ADT_EDUCTRN,Bulgaria,55-64,Male,0.1
2006,SE_ADT_EDUCTRN,Bulgaria,15-64,Both sexes,12.7
2004,SE_ADT_EDUCTRN,Austria,15-64,Both sexes,21.4
2004,SE_ADT_EDUCTRN,Austria,15-64,Male,20.8
2004,SE_ADT_EDUCTRN,Austria,15-64,Female,22.1
2004,SE_ADT_EDUCTRN,Austria,15-24,Both sexes,61.3
2004,SE_ADT_EDUCTRN,Austria,55-64,Male,4.7
2005,SE_ADT_EDUCTRN,Austria,55-64,Both sexes,5.8
2005,SE_ADT_EDUCTRN,Austria,15-64,Male,21.2
2006,SE_ADT_EDUCTRN,Bulgaria,15-64,Female,12.5
2006,SE_ADT_EDUCTRN,Bulgaria,25-54,Female,2.0
2006,SE_ADT_EDUCTRN,Bulgaria,15-24,Male,57.5
2006,SE_ADT_EDUCTRN,Bulgaria,25-54,Both sexes,2.0
2006,SE_ADT_EDUCTRN,Bulgaria,25-54,Male,2.0
2006,SE_ADT_EDUCTRN,Bulgaria,15-24,Female,58.4
2006,SE_ADT_EDUCTRN,Bulgaria,55-64,Both sexes,0.1
2005,SE_ADT_EDUCTRN,Austria,15-64,Both sexes,21.9
2005,SE_ADT_EDUCTRN,Austria,55-64,Female,6.5
2005,SE_ADT_EDUCTRN,Austria,25-54,Female,15.5
2005,SE_ADT_EDUCTRN,Austria,25-54,Male,14.2
2005,SE_ADT_EDUCTRN,Austria,15-24,Female,63.8
2005,SE_ADT_EDUCTRN,Austria,55-64,Male,5.0
2005,SE_ADT_EDUCTRN,Austria,15-24,Both sexes,63.1
2006,SE_ADT_EDUCTRN,Bulgaria,15-64,Male,12.9
2006,SE_ADT_EDUCTRN,Bulgaria,55-64,Female,0.1
2007,SE_ADT_EDUCTRN,Bulgaria,15-64,Both sexes,13.0
2007,SE_ADT_EDUCTRN,Bulgaria,55-64,Female,0.1
2007,SE_ADT_EDUCTRN,Bulgaria,15-64,Male,13.0
2007,SE_ADT_EDUCTRN,Bulgaria,55-64,Both sexes,0.1
2007,SE_ADT_EDUCTRN,Bulgaria,15-24,Female,62.0
2005,SE_ADT_EDUCTRN,Austria,15-64,Female,22.5
2005,SE_ADT_EDUCTRN,Austria,15-24,Male,62.4
2005,SE_ADT_EDUCTRN,Austria,25-54,Both sexes,14.8
2006,SE_ADT_EDUCTRN,Austria,55-64,Female,7.0
2006,SE_ADT_EDUCTRN,Austria,15-64,Both sexes,22.2
2006,SE_ADT_EDUCTRN,Austria,15-64,Male,21.3
2006,SE_ADT_EDUCTRN,Austria,15-64,Female,23.0
2014,SE_ADT_EDUCTRN,Croatia,25-54,Female,4.0
2014,SE_ADT_EDUCTRN,Croatia,15-64,Both sexes,13.5
2014,SE_ADT_EDUCTRN,Croatia,15-24,Male,58.9
2014,SE_ADT_EDUCTRN,Croatia,25-54,Both sexes,3.7
2014,SE_ADT_EDUCTRN,Croatia,15-64,Male,12.6
2014,SE_ADT_EDUCTRN,Croatia,15-64,Female,14.4
2015,SE_ADT_EDUCTRN,Croatia,15-64,Female,15.2
2007,SE_ADT_EDUCTRN,Albania,15-24,Both sexes,44.7
2007,SE_ADT_EDUCTRN,Albania,55-64,Male,1.2
2007,SE_ADT_EDUCTRN,Albania,25-54,Male,1.7
2007,SE_ADT_EDUCTRN,Albania,55-64,Both sexes,1.0
2007,SE_ADT_EDUCTRN,Albania,15-24,Male,43.0
2007,SE_ADT_EDUCTRN,Albania,25-54,Female,1.6
2007,SE_ADT_EDUCTRN,Albania,25-54,Both sexes,1.6
2006,SE_ADT_EDUCTRN,Austria,25-54,Both sexes,15.0
2006,SE_ADT_EDUCTRN,Austria,15-24,Male,62.7
2006,SE_ADT_EDUCTRN,Austria,25-54,Female,16.0
