Year,SeriesCode,Country,Sex,Value
2021,VC_VOH_SXPH,Austria,Female,0.02
2014,VC_VOH_SXPH,Israel,Male,2.89
2014,VC_VOH_SXPH,Israel,Female,4.42
2014,VC_VOH_SXPH,Israel,Both sexes,3.68
2015,VC_VOH_SXPH,Israel,Both sexes,4.7
2015,VC_VOH_SXPH,Israel,Female,5.43
2015,VC_VOH_SXPH,Israel,Male,3.92
2016,VC_VOH_SXPH,Israel,Both sexes,4.17
2016,VC_VOH_SXPH,Israel,Male,3.53
2016,VC_VOH_SXPH,Israel,Female,4.78
2017,VC_VOH_SXPH,Israel,Both sexes,4.24
2017,VC_VOH_SXPH,Israel,Male,3.25
2017,VC_VOH_SXPH,Israel,Female,5.18
2018,VC_VOH_SXPH,Israel,Female,6.11
2018,VC_VOH_SXPH,Israel,Both sexes,4.81
2018,VC_VOH_SXPH,Israel,Male,3.43
2019,VC_VOH_SXPH,Israel,Male,3.2
2019,VC_VOH_SXPH,Israel,Female,5.92
2019,VC_VOH_SXPH,Israel,Both sexes,4.6
2020,VC_VOH_SXPH,Israel,Both sexes,3.4
2020,VC_VOH_SXPH,Israel,Male,2.6
2020,VC_VOH_SXPH,Israel,Female,4.3
2021,VC_VOH_SXPH,Israel,Both sexes,5.17
2021,VC_VOH_SXPH,Israel,Female,6.17
2021,VC_VOH_SXPH,Israel,Male,4.13
2016,VC_VOH_SXPH,Italy,Female,7.0
2016,VC_VOH_SXPH,Italy,Both sexes,5.1
2016,VC_VOH_SXPH,Italy,Male,3.1
2014,VC_VOH_SXPH,Republic of Korea,Both sexes,0.0
2014,VC_VOH_SXPH,Republic of Korea,Male,0.3
2014,VC_VOH_SXPH,Republic of Korea,Female,0.4
2016,VC_VOH_SXPH,Republic of Korea,Male,0.0
2016,VC_VOH_SXPH,Republic of Korea,Both sexes,0.1
2016,VC_VOH_SXPH,Republic of Korea,Female,0.1
2018,VC_VOH_SXPH,Republic of Korea,Both sexes,0.11
2020,VC_VOH_SXPH,Republic of Korea,Both sexes,0.11
2020,VC_VOH_SXPH,Slovenia,Male,3.51
2020,VC_VOH_SXPH,Slovenia,Both sexes,4.89
2020,VC_VOH_SXPH,Slovenia,Female,6.35
2020,VC_VOH_SXPH,Slovenia,Female,6.35
