Year,SeriesCode,Country,Age,Sex,Value
2012,SE_DEV_ONTRK,Bosnia and Herzegovina,M36T59,Both sexes,96.4
2012,SE_DEV_ONTRK,Bosnia and Herzegovina,M36T59,Male,95.3
2012,SE_DEV_ONTRK,Bosnia and Herzegovina,M36T59,Female,97.6
2019,SE_DEV_ONTRK,Belarus,M36T59,Female,89.3
2019,SE_DEV_ONTRK,Belarus,M36T59,Male,84.4
2019,SE_DEV_ONTRK,Belarus,M36T59,Both sexes,86.9
2018,SE_DEV_ONTRK,Costa Rica,M36T59,Both sexes,85.5
2018,SE_DEV_ONTRK,Costa Rica,M36T59,Female,89.5
2018,SE_DEV_ONTRK,Costa Rica,M36T59,Male,81.8
2018,SE_DEV_ONTRK,Georgia,M36T59,Both sexes,89.6
2018,SE_DEV_ONTRK,Georgia,M36T59,Female,88.5
2018,SE_DEV_ONTRK,Georgia,M36T59,Male,90.8
2015,SE_DEV_ONTRK,Kazakhstan,M36T59,Male,84.8
2015,SE_DEV_ONTRK,Kazakhstan,M36T59,Female,86.3
2015,SE_DEV_ONTRK,Kazakhstan,M36T59,Both sexes,85.5
2018,SE_DEV_ONTRK,Kyrgyzstan,M36T59,Female,75.0
2018,SE_DEV_ONTRK,Kyrgyzstan,M36T59,Male,68.2
2018,SE_DEV_ONTRK,Kyrgyzstan,M36T59,Both sexes,71.7
2021,SE_DEV_ONTRK,Mexico,M24T59,Female,78.1
2021,SE_DEV_ONTRK,Mexico,M24T59,Male,85.0
2021,SE_DEV_ONTRK,Mexico,M24T59,Both sexes,81.5
2012,SE_DEV_ONTRK,Moldova,M36T59,Male,83.4
2012,SE_DEV_ONTRK,Moldova,M36T59,Female,84.2
2012,SE_DEV_ONTRK,Moldova,M36T59,Both sexes,83.8
2018,SE_DEV_ONTRK,Montenegro,M36T59,Female,90.6
2018,SE_DEV_ONTRK,Montenegro,M36T59,Male,90.0
2018,SE_DEV_ONTRK,Montenegro,M36T59,Both sexes,90.2
2019,SE_DEV_ONTRK,Serbia,M36T59,Both sexes,97.2
2019,SE_DEV_ONTRK,Serbia,M36T59,Female,98.5
2019,SE_DEV_ONTRK,Serbia,M36T59,Male,95.9
2021,SE_DEV_ONTRK,Viet Nam,M24T59,Female,79.7
2021,SE_DEV_ONTRK,Viet Nam,M24T59,Male,76.761
2021,SE_DEV_ONTRK,Viet Nam,M24T59,Both sexes,78.192
2018,SE_DEV_ONTRK,Türkiye,M36T59,Both sexes,73.7
2018,SE_DEV_ONTRK,Türkiye,M36T59,Male,69.8
2018,SE_DEV_ONTRK,Türkiye,M36T59,Female,78.0
2019,SE_DEV_ONTRK,Turkmenistan,M36T59,Both sexes,95.0
2019,SE_DEV_ONTRK,Turkmenistan,M36T59,Male,94.7
2019,SE_DEV_ONTRK,Turkmenistan,M36T59,Female,95.3
2012,SE_DEV_ONTRK,Ukraine,M36T59,Both sexes,89.0
2012,SE_DEV_ONTRK,Ukraine,M36T59,Male,88.7
2012,SE_DEV_ONTRK,Ukraine,M36T59,Female,89.3
2019,SE_DEV_ONTRK,North Macedonia,M36T59,Both sexes,81.8
2019,SE_DEV_ONTRK,North Macedonia,M36T59,Male,75.9
2019,SE_DEV_ONTRK,North Macedonia,M36T59,Female,89.3
2022,SE_DEV_ONTRK,Uzbekistan,M24T59,Both sexes,82.609
2022,SE_DEV_ONTRK,Uzbekistan,M24T59,Female,86.2
2022,SE_DEV_ONTRK,Uzbekistan,M24T59,Male,79.255
2022,SE_DEV_ONTRK,Uzbekistan,M24T59,Male,79.255
