Year,SeriesCode,Country,Sex,Value
2015,SP_LGL_LNDAGSEC,Armenia,Both sexes,58.4
2015,SP_LGL_LNDAGSEC,Armenia,Female,51.2
2015,SP_LGL_LNDAGSEC,Armenia,Male,67.6
2012,SP_LGL_LNDAGSEC,India,Male,39.8
2012,SP_LGL_LNDAGSEC,India,Female,6.3
2012,SP_LGL_LNDAGSEC,India,Both sexes,22.6
2015,SP_LGL_LNDAGSEC,India,Female,20.9
2017,SP_LGL_LNDAGSEC,Albania,Both sexes,52.9
2017,SP_LGL_LNDAGSEC,Albania,Female,47.7
2017,SP_LGL_LNDAGSEC,Albania,Male,59.3
2015,SP_LGL_LNDAGSEC,India,Both sexes,31.3
2015,SP_LGL_LNDAGSEC,India,Male,43.6
2020,SP_LGL_LNDAGSEC,India,Male,42.8
2020,SP_LGL_LNDAGSEC,India,Both sexes,34.2
2020,SP_LGL_LNDAGSEC,India,Female,26.6
2012,SP_LGL_LNDAGSEC,Kyrgyzstan,Male,80.6
2012,SP_LGL_LNDAGSEC,Kyrgyzstan,Female,60.9
2012,SP_LGL_LNDAGSEC,Kyrgyzstan,Both sexes,71.4
