Year,SeriesCode,Country,Sex,Value
2018,VC_VOV_PHYL,Belgium,Female,2.04
2018,VC_VOV_PHYL,Belgium,Male,3.42
2018,VC_VOV_PHYL,Belgium,Both sexes,2.72
2014,VC_VOV_PHYL,Canada,Both sexes,7.6
2014,VC_VOV_PHYL,Canada,Female,8.5
2014,VC_VOV_PHYL,Canada,Male,6.7
2019,VC_VOV_PHYL,Canada,Both sexes,2.5
2019,VC_VOV_PHYL,Canada,Female,2.5
2019,VC_VOV_PHYL,Canada,Male,2.5
2016,VC_VOV_PHYL,Chile,Both sexes,3.0
2016,VC_VOV_PHYL,Chile,Female,2.2
2016,VC_VOV_PHYL,Chile,Male,3.8
2017,VC_VOV_PHYL,Chile,Both sexes,3.3
2017,VC_VOV_PHYL,Chile,Female,2.8
2017,VC_VOV_PHYL,Chile,Male,3.9
2018,VC_VOV_PHYL,Chile,Male,3.2
2018,VC_VOV_PHYL,Chile,Both sexes,2.7
2018,VC_VOV_PHYL,Chile,Female,2.3
2019,VC_VOV_PHYL,Chile,Female,2.7
2019,VC_VOV_PHYL,Chile,Male,3.0
2019,VC_VOV_PHYL,Chile,Both sexes,2.9
2020,VC_VOV_PHYL,Chile,Female,2.1
2020,VC_VOV_PHYL,Chile,Male,3.2
2020,VC_VOV_PHYL,Chile,Both sexes,2.6
2021,VC_VOV_PHYL,Chile,Female,2.0
2021,VC_VOV_PHYL,Chile,Male,2.9
2021,VC_VOV_PHYL,Chile,Both sexes,2.4
2013,VC_VOV_PHYL,France,Male,2.8
2013,VC_VOV_PHYL,France,Both sexes,2.67
2013,VC_VOV_PHYL,France,Female,2.55
2014,VC_VOV_PHYL,France,Female,2.6
2014,VC_VOV_PHYL,France,Male,2.8
2014,VC_VOV_PHYL,France,Both sexes,2.7
2015,VC_VOV_PHYL,France,Female,2.8
2015,VC_VOV_PHYL,France,Both sexes,2.8
2015,VC_VOV_PHYL,France,Male,2.7
2016,VC_VOV_PHYL,France,Male,2.7
2016,VC_VOV_PHYL,France,Both sexes,2.7
2016,VC_VOV_PHYL,France,Female,2.7
2017,VC_VOV_PHYL,France,Male,2.1
2017,VC_VOV_PHYL,France,Female,2.0
2017,VC_VOV_PHYL,France,Both sexes,2.1
2018,VC_VOV_PHYL,France,Female,2.1
2018,VC_VOV_PHYL,France,Male,2.4
2018,VC_VOV_PHYL,France,Both sexes,2.3
2019,VC_VOV_PHYL,France,Male,2.6
2019,VC_VOV_PHYL,France,Both sexes,2.4
2019,VC_VOV_PHYL,France,Female,2.3
2020,VC_VOV_PHYL,Germany,Female,1.6
2020,VC_VOV_PHYL,Germany,Male,3.0
2020,VC_VOV_PHYL,Germany,Both sexes,2.3
2015,VC_VOV_PHYL,Ireland,Both sexes,2.0
2014,VC_VOV_PHYL,Israel,Male,1.63
2014,VC_VOV_PHYL,Israel,Both sexes,1.29
2014,VC_VOV_PHYL,Israel,Female,0.98
2015,VC_VOV_PHYL,Israel,Both sexes,1.18
2015,VC_VOV_PHYL,Israel,Female,0.8
2015,VC_VOV_PHYL,Israel,Male,1.58
2016,VC_VOV_PHYL,Israel,Male,1.26
2016,VC_VOV_PHYL,Israel,Female,0.91
2016,VC_VOV_PHYL,Israel,Both sexes,1.08
2017,VC_VOV_PHYL,Israel,Female,1.04
2017,VC_VOV_PHYL,Israel,Male,2.2
2017,VC_VOV_PHYL,Israel,Both sexes,1.61
2018,VC_VOV_PHYL,Israel,Female,0.78
2018,VC_VOV_PHYL,Israel,Both sexes,1.16
2018,VC_VOV_PHYL,Israel,Male,1.56
2019,VC_VOV_PHYL,Israel,Male,1.54
2019,VC_VOV_PHYL,Israel,Both sexes,1.15
2019,VC_VOV_PHYL,Israel,Female,0.78
2020,VC_VOV_PHYL,Israel,Both sexes,0.8
2020,VC_VOV_PHYL,Israel,Male,1.1
2020,VC_VOV_PHYL,Israel,Female,0.5
2021,VC_VOV_PHYL,Israel,Both sexes,0.97
2021,VC_VOV_PHYL,Israel,Female,0.75
2021,VC_VOV_PHYL,Israel,Male,1.21
2016,VC_VOV_PHYL,Italy,Female,1.1
2016,VC_VOV_PHYL,Italy,Both sexes,1.3
2016,VC_VOV_PHYL,Italy,Male,1.6
2014,VC_VOV_PHYL,Republic of Korea,Female,0.1
2014,VC_VOV_PHYL,Republic of Korea,Both sexes,0.3
2014,VC_VOV_PHYL,Republic of Korea,Male,0.3
2016,VC_VOV_PHYL,Republic of Korea,Both sexes,0.3
2016,VC_VOV_PHYL,Republic of Korea,Female,0.2
2016,VC_VOV_PHYL,Republic of Korea,Male,0.3
2018,VC_VOV_PHYL,Republic of Korea,Both sexes,0.16
2020,VC_VOV_PHYL,Republic of Korea,Both sexes,0.16
2020,VC_VOV_PHYL,Luxembourg,Both sexes,4.7
2020,VC_VOV_PHYL,Luxembourg,Male,4.82
2020,VC_VOV_PHYL,Luxembourg,Female,4.45
2013,VC_VOV_PHYL,Mexico,Both sexes,9.29
2014,VC_VOV_PHYL,Mexico,Both sexes,9.13
2015,VC_VOV_PHYL,Mexico,Both sexes,9.03
2015,VC_VOV_PHYL,Mexico,Male,10.68
2015,VC_VOV_PHYL,Mexico,Female,7.6
2016,VC_VOV_PHYL,Mexico,Male,10.41
2016,VC_VOV_PHYL,Mexico,Both sexes,8.86
2016,VC_VOV_PHYL,Mexico,Female,7.48
2017,VC_VOV_PHYL,Mexico,Both sexes,9.72
2017,VC_VOV_PHYL,Mexico,Male,11.24
2017,VC_VOV_PHYL,Mexico,Female,8.39
2018,VC_VOV_PHYL,Mexico,Female,8.26
2018,VC_VOV_PHYL,Mexico,Both sexes,9.25
2018,VC_VOV_PHYL,Mexico,Male,10.37
2019,VC_VOV_PHYL,Mexico,Both sexes,7.98
2019,VC_VOV_PHYL,Mexico,Female,6.99
2019,VC_VOV_PHYL,Mexico,Male,9.12
2020,VC_VOV_PHYL,Mexico,Female,5.7
2020,VC_VOV_PHYL,Mexico,Male,7.61
2020,VC_VOV_PHYL,Mexico,Both sexes,6.59
2021,VC_VOV_PHYL,Mexico,Both sexes,6.44
2021,VC_VOV_PHYL,Mexico,Male,7.53
2021,VC_VOV_PHYL,Mexico,Female,5.51
2014,VC_VOV_PHYL,New Zealand,Both sexes,5.7
2018,VC_VOV_PHYL,New Zealand,Both sexes,2.85
2018,VC_VOV_PHYL,New Zealand,Female,2.02
2018,VC_VOV_PHYL,New Zealand,Male,3.7
2019,VC_VOV_PHYL,New Zealand,Female,2.85
2019,VC_VOV_PHYL,New Zealand,Male,3.07
2019,VC_VOV_PHYL,New Zealand,Both sexes,2.96
2020,VC_VOV_PHYL,New Zealand,Both sexes,2.82
2020,VC_VOV_PHYL,New Zealand,Male,3.23
2020,VC_VOV_PHYL,New Zealand,Female,2.4
2021,VC_VOV_PHYL,New Zealand,Female,2.2
2021,VC_VOV_PHYL,New Zealand,Both sexes,2.5
2021,VC_VOV_PHYL,New Zealand,Male,2.8
2018,VC_VOV_PHYL,Serbia,Female,10.4
2020,VC_VOV_PHYL,Slovenia,Male,1.22
2020,VC_VOV_PHYL,Slovenia,Female,1.6
2020,VC_VOV_PHYL,Slovenia,Both sexes,1.41
2020,VC_VOV_PHYL,Slovenia,Both sexes,1.41
