Year,SeriesCode,Country,Location,Value
2019,ER_H2O_RURP,Hungary,Rural,2.0
2022,ER_H2O_RURP,Hungary,Rural,2.0
2014,ER_H2O_RURP,India,Rural,0.0
2017,ER_H2O_RURP,India,Rural,2.0
2022,ER_H2O_RURP,Italy,Rural,0.0
2014,ER_H2O_RURP,Kazakhstan,Rural,3.0
2022,ER_H2O_RURP,Kazakhstan,Rural,3.0
2014,ER_H2O_RURP,Kyrgyzstan,Rural,2.0
2017,ER_H2O_RURP,Kyrgyzstan,Rural,0.0
2019,ER_H2O_RURP,Kyrgyzstan,Rural,2.0
2022,ER_H2O_RURP,Kyrgyzstan,Rural,3.0
2014,ER_H2O_RURP,Lithuania,Rural,2.0
2017,ER_H2O_RURP,Lithuania,Rural,2.0
2019,ER_H2O_RURP,Lithuania,Rural,3.0
2014,ER_H2O_RURP,Mexico,Rural,2.0
2017,ER_H2O_RURP,Mexico,Rural,2.0
2019,ER_H2O_RURP,Mexico,Rural,2.0
2022,ER_H2O_RURP,Mexico,Rural,3.0
2014,ER_H2O_RURP,Moldova,Rural,2.0
2019,ER_H2O_RURP,Montenegro,Rural,2.0
2022,ER_H2O_RURP,Montenegro,Rural,2.0
2019,ER_H2O_RURP,Netherlands (Kingdom of the),Rural,2.0
2019,ER_H2O_RURP,New Zealand,Rural,3.0
2022,ER_H2O_RURP,Norway,Rural,3.0
2022,ER_H2O_RURP,Romania,Rural,2.0
2014,ER_H2O_RURP,Serbia,Rural,1.0
2017,ER_H2O_RURP,Serbia,Rural,3.0
2019,ER_H2O_RURP,Serbia,Rural,3.0
2022,ER_H2O_RURP,Serbia,Rural,3.0
2014,ER_H2O_RURP,Viet Nam,Rural,2.0
2017,ER_H2O_RURP,Viet Nam,Rural,1.0
2019,ER_H2O_RURP,Viet Nam,Rural,1.0
2022,ER_H2O_RURP,Viet Nam,Rural,3.0
2014,ER_H2O_RURP,Tajikistan,Rural,1.0
2017,ER_H2O_RURP,Tajikistan,Rural,2.0
2019,ER_H2O_RURP,Tajikistan,Rural,2.0
2017,ER_H2O_RURP,Albania,Rural,1.0
2019,ER_H2O_RURP,Albania,Rural,3.0
2022,ER_H2O_RURP,Albania,Rural,3.0
2014,ER_H2O_RURP,Azerbaijan,Rural,2.0
2017,ER_H2O_RURP,Azerbaijan,Rural,3.0
2019,ER_H2O_RURP,Azerbaijan,Rural,3.0
2022,ER_H2O_RURP,Azerbaijan,Rural,3.0
2019,ER_H2O_RURP,Austria,Rural,3.0
2017,ER_H2O_RURP,Bosnia and Herzegovina,Rural,2.0
2019,ER_H2O_RURP,Bosnia and Herzegovina,Rural,3.0
2022,ER_H2O_RURP,Bosnia and Herzegovina,Rural,3.0
2014,ER_H2O_RURP,Belarus,Rural,2.0
2017,ER_H2O_RURP,Belarus,Rural,2.0
2019,ER_H2O_RURP,Belarus,Rural,2.0
2022,ER_H2O_RURP,Belarus,Rural,2.0
2014,ER_H2O_RURP,Chile,Rural,2.0
2017,ER_H2O_RURP,Chile,Rural,2.0
2019,ER_H2O_RURP,Chile,Rural,3.0
2022,ER_H2O_RURP,Chile,Rural,2.0
2017,ER_H2O_RURP,China,Rural,1.0
2019,ER_H2O_RURP,China,Rural,2.0
2022,ER_H2O_RURP,China,Rural,1.0
2014,ER_H2O_RURP,Colombia,Rural,1.0
2017,ER_H2O_RURP,Colombia,Rural,1.0
2019,ER_H2O_RURP,Colombia,Rural,3.0
2022,ER_H2O_RURP,Colombia,Rural,2.0
2014,ER_H2O_RURP,Costa Rica,Rural,1.0
2017,ER_H2O_RURP,Costa Rica,Rural,1.0
2019,ER_H2O_RURP,Costa Rica,Rural,2.0
2022,ER_H2O_RURP,Costa Rica,Rural,2.0
2022,ER_H2O_RURP,Croatia,Rural,2.0
2014,ER_H2O_RURP,Estonia,Rural,2.0
2022,ER_H2O_RURP,Estonia,Rural,3.0
2014,ER_H2O_RURP,Georgia,Rural,0.0
2017,ER_H2O_RURP,Georgia,Rural,0.0
2019,ER_H2O_RURP,Georgia,Rural,2.0
2022,ER_H2O_RURP,Tajikistan,Rural,2.0
2022,ER_H2O_RURP,Turkmenistan,Rural,3.0
2014,ER_H2O_RURP,Ukraine,Rural,1.0
2017,ER_H2O_RURP,Ukraine,Rural,1.0
2019,ER_H2O_RURP,Ukraine,Rural,3.0
2022,ER_H2O_RURP,Ukraine,Rural,2.0
2022,ER_H2O_RURP,Georgia,Rural,2.0
2022,ER_H2O_RURP,Greece,Rural,3.0
2014,ER_H2O_RURP,North Macedonia,Rural,0.0
2017,ER_H2O_RURP,Uzbekistan,Rural,0.0
2019,ER_H2O_RURP,Uzbekistan,Rural,0.0
2022,ER_H2O_RURP,Uzbekistan,Rural,2.0
2022,ER_H2O_RURP,Uzbekistan,Rural,2.0
