Year,SeriesCode,Страна ,Value
2016,SG_PLN_RECRIMON,Albania,74.5
2018,SG_PLN_RECRIMON,Albania,50.49388
2018,SG_PLN_RECRIMON,Azerbaijan,23.94872
2016,SG_PLN_RECRIMON,Armenia,59.6
2018,SG_PLN_RECRIMON,Armenia,34.30555
2018,SG_PLN_RECRIMON,Bosnia and Herzegovina,25.24998
2016,SG_PLN_RECRIMON,Belarus,55.5
2018,SG_PLN_RECRIMON,Belarus,23.82206
2016,SG_PLN_RECRIMON,Colombia,38.1
2016,SG_PLN_RECRIMON,Costa Rica,32.8
2018,SG_PLN_RECRIMON,Costa Rica,20.90476
2018,SG_PLN_RECRIMON,Georgia,30.38907
2016,SG_PLN_RECRIMON,Кыргызстан,88.1
2016,SG_PLN_RECRIMON,Republic of Moldova,39.2
2018,SG_PLN_RECRIMON,Republic of Moldova,33.76568
2018,SG_PLN_RECRIMON,Montenegro,66.66667
2016,SG_PLN_RECRIMON,Viet Nam,23.3
2018,SG_PLN_RECRIMON,Viet Nam,61.48762
2016,SG_PLN_RECRIMON,Таджикистан,78.1
2016,SG_PLN_RECRIMON,Таджикистан,78.1
