Year,SeriesCode,Country,Age,Sex,Value
2000,SH_STA_TRAF,Latvia,,Both sexes,29.2
2000,SH_STA_TRAF,Latvia,,Female,13.1
2000,SH_STA_TRAF,Latvia,,Male,48.0
2005,SH_STA_TRAF,Latvia,,Both sexes,21.4
2005,SH_STA_TRAF,Latvia,,Female,10.9
2005,SH_STA_TRAF,Latvia,,Male,33.7
2010,SH_STA_TRAF,Latvia,,Male,18.2
2010,SH_STA_TRAF,Latvia,,Female,6.5
2010,SH_STA_TRAF,Latvia,,Both sexes,11.8
2015,SH_STA_TRAF,Latvia,,Both sexes,11.2
2015,SH_STA_TRAF,Latvia,,Female,4.7
2015,SH_STA_TRAF,Latvia,,Male,18.8
2019,SH_STA_TRAF,Latvia,,Both sexes,8.1
2019,SH_STA_TRAF,Latvia,,Female,3.6
2019,SH_STA_TRAF,Latvia,,Male,13.2
2000,SH_STA_TRAF,Lithuania,,Both sexes,22.8
2000,SH_STA_TRAF,Lithuania,,Female,9.3
2000,SH_STA_TRAF,Lithuania,,Male,38.1
2005,SH_STA_TRAF,Lithuania,,Female,12.2
2005,SH_STA_TRAF,Lithuania,,Male,41.0
2005,SH_STA_TRAF,Lithuania,,Both sexes,25.6
2010,SH_STA_TRAF,Lithuania,,Male,19.7
2010,SH_STA_TRAF,Lithuania,,Female,5.6
2010,SH_STA_TRAF,Lithuania,,Both sexes,12.1
2015,SH_STA_TRAF,Lithuania,,Both sexes,10.5
2015,SH_STA_TRAF,Lithuania,,Female,5.6
2015,SH_STA_TRAF,Lithuania,,Male,16.2
2019,SH_STA_TRAF,Lithuania,,Both sexes,8.1
2019,SH_STA_TRAF,Lithuania,,Female,4.1
2019,SH_STA_TRAF,Lithuania,,Male,12.9
2000,SH_STA_TRAF,Luxembourg,,Female,7.8
2000,SH_STA_TRAF,Luxembourg,,Male,28.3
2000,SH_STA_TRAF,Luxembourg,,Both sexes,17.9
2005,SH_STA_TRAF,Luxembourg,,Both sexes,10.5
2005,SH_STA_TRAF,Luxembourg,,Female,7.4
2005,SH_STA_TRAF,Luxembourg,,Male,13.7
2010,SH_STA_TRAF,Luxembourg,,Both sexes,6.5
2010,SH_STA_TRAF,Luxembourg,,Male,8.9
2010,SH_STA_TRAF,Luxembourg,,Female,4.1
2015,SH_STA_TRAF,Luxembourg,,Both sexes,6.5
2015,SH_STA_TRAF,Luxembourg,,Female,3.2
2015,SH_STA_TRAF,Luxembourg,,Male,9.8
2019,SH_STA_TRAF,Luxembourg,,Female,2.3
2019,SH_STA_TRAF,Luxembourg,,Male,5.8
2019,SH_STA_TRAF,Luxembourg,,Both sexes,4.1
2000,SH_STA_TRAF,Albania,,Male,22.4
2000,SH_STA_TRAF,Albania,,Both sexes,14.3
2000,SH_STA_TRAF,Albania,,Female,6.1
2005,SH_STA_TRAF,Albania,,Both sexes,14.9
2005,SH_STA_TRAF,Albania,,Female,6.6
2005,SH_STA_TRAF,Albania,,Male,23.2
2010,SH_STA_TRAF,Albania,,Both sexes,14.1
2010,SH_STA_TRAF,Albania,,Female,7.1
2010,SH_STA_TRAF,Albania,,Male,20.9
2000,SH_STA_TRAF,Malta,,Both sexes,4.6
2000,SH_STA_TRAF,Malta,,Female,2.1
2000,SH_STA_TRAF,Malta,,Male,7.1
2005,SH_STA_TRAF,Malta,,Both sexes,4.2
2005,SH_STA_TRAF,Malta,,Female,1.3
