Year,SeriesCode,Country,Age,Sex,Value
2003,SH_FPL_MTMM,Mexico,15-49,Female,82.1
2006,SH_FPL_MTMM,Mexico,15-49,Female,80.2
2009,SH_FPL_MTMM,Mexico,15-49,Female,81.9
2014,SH_FPL_MTMM,Mexico,15-49,Female,81.6
2015,SH_FPL_MTMM,Mexico,15-49,Female,79.8
2018,SH_FPL_MTMM,Mexico,15-49,Female,83.1
2005,SH_FPL_MTMM,Moldova,15-49,Female,56.1
2012,SH_FPL_MTMM,Moldova,15-49,Female,60.4
2020,SH_FPL_MTMM,Moldova,15-49,Female,59.5
2013,SH_FPL_MTMM,Montenegro,15-49,Female,42.8
2018,SH_FPL_MTMM,Montenegro,15-49,Female,32.9
2004,SH_FPL_MTMM,Romania,15-49,Female,46.5
2010,SH_FPL_MTMM,Serbia,15-49,Female,33.1
2014,SH_FPL_MTMM,Serbia,15-49,Female,38.7
2019,SH_FPL_MTMM,Serbia,15-49,Female,38.4
2002,SH_FPL_MTMM,Viet Nam,15-49,Female,66.6
2010,SH_FPL_MTMM,Viet Nam,15-49,Female,73.1
2013,SH_FPL_MTMM,Viet Nam,15-49,Female,69.6
2020,SH_FPL_MTMM,Viet Nam,15-49,Female,72.1
2013,SH_FPL_MTMM,Sweden,15-49,Female,88.3
2017,SH_FPL_MTMM,Sweden,15-49,Female,86.7
2012,SH_FPL_MTMM,Tajikistan,15-49,Female,50.8
2017,SH_FPL_MTMM,Tajikistan,15-49,Female,52.1
2003,SH_FPL_MTMM,Türkiye,15-49,Female,53.5
2008,SH_FPL_MTMM,Türkiye,15-49,Female,56.4
2013,SH_FPL_MTMM,Türkiye,15-49,Female,59.7
2018,SH_FPL_MTMM,Türkiye,15-49,Female,60.2
2000,SH_FPL_MTMM,Turkmenistan,15-49,Female,67.5
2015,SH_FPL_MTMM,Turkmenistan,15-49,Female,75.6
2019,SH_FPL_MTMM,Turkmenistan,15-49,Female,79.6
2007,SH_FPL_MTMM,Ukraine,15-49,Female,66.4
2012,SH_FPL_MTMM,Ukraine,15-49,Female,68.0
2011,SH_FPL_MTMM,North Macedonia,15-49,Female,22.3
2018,SH_FPL_MTMM,North Macedonia,15-49,Female,29.6
2010,SH_FPL_MTMM,United Kingdom of Great Britain and Northern Ireland,15-49,Female,86.5
2008,SH_FPL_MTMM,Albania,15-49,Female,13.9
2017,SH_FPL_MTMM,Albania,15-49,Female,6.3
2001,SH_FPL_MTMM,Azerbaijan,15-49,Female,17.8
2006,SH_FPL_MTMM,Azerbaijan,15-49,Female,21.5
2000,SH_FPL_MTMM,Armenia,15-49,Female,28.4
2005,SH_FPL_MTMM,Armenia,15-49,Female,27.2
2010,SH_FPL_MTMM,Armenia,15-49,Female,39.4
2015,SH_FPL_MTMM,Armenia,15-49,Female,40.2
2011,SH_FPL_MTMM,Bosnia and Herzegovina,15-49,Female,21.9
2012,SH_FPL_MTMM,Belarus,15-49,Female,74.2
2019,SH_FPL_MTMM,Belarus,15-49,Female,66.0
2001,SH_FPL_MTMM,China,15-49,Female,96.6
2000,SH_FPL_MTMM,Colombia,15-49,Female,73.3
2004,SH_FPL_MTMM,Colombia,15-49,Female,78.0
2009,SH_FPL_MTMM,Colombia,15-49,Female,83.9
2015,SH_FPL_MTMM,Colombia,15-49,Female,86.6
2010,SH_FPL_MTMM,Costa Rica,15-49,Female,85.1
2011,SH_FPL_MTMM,Costa Rica,15-49,Female,89.1
2018,SH_FPL_MTMM,Costa Rica,15-49,Female,80.8
2005,SH_FPL_MTMM,Czechia,15-49,Female,81.0
2008,SH_FPL_MTMM,Czechia,15-49,Female,85.7
2006,SH_FPL_MTMM,Estonia,15-49,Female,70.4
2010,SH_FPL_MTMM,Estonia,15-49,Female,72.3
2014,SH_FPL_MTMM,Estonia,15-49,Female,80.2
2004,SH_FPL_MTMM,France,15-49,Female,95.5
2005,SH_FPL_MTMM,Georgia,15-49,Female,41.8
2010,SH_FPL_MTMM,Georgia,15-49,Female,52.8
2018,SH_FPL_MTMM,Georgia,15-49,Female,51.3
2002,SH_FPL_MTMM,India,15-49,Female,61.7
2005,SH_FPL_MTMM,India,15-49,Female,69.1
2007,SH_FPL_MTMM,India,15-49,Female,63.9
2015,SH_FPL_MTMM,India,15-49,Female,72.8
2010,SH_FPL_MTMM,Kazakhstan,15-49,Female,79.6
2015,SH_FPL_MTMM,Kazakhstan,15-49,Female,81.3
2018,SH_FPL_MTMM,Kazakhstan,15-49,Female,73.2
2012,SH_FPL_MTMM,Kyrgyzstan,15-49,Female,62.1
2014,SH_FPL_MTMM,Kyrgyzstan,15-49,Female,66.2
2018,SH_FPL_MTMM,Kyrgyzstan,15-49,Female,64.6
2018,SH_FPL_MTMM,Kyrgyzstan,15-49,Female,64.6
