Year,SeriesCode,Страна ,Value
2020,TX_IMP_GBMRCH,Bulgaria,0.19608
2021,TX_IMP_GBMRCH,Bulgaria,0.20452
2000,TX_IMP_GBMRCH,Belarus,0.12993
2001,TX_IMP_GBMRCH,Belarus,0.12922
2002,TX_IMP_GBMRCH,Belarus,0.13645
2003,TX_IMP_GBMRCH,Belarus,0.14856
2004,TX_IMP_GBMRCH,Belarus,0.17397
2005,TX_IMP_GBMRCH,Belarus,0.15502
2006,TX_IMP_GBMRCH,Belarus,0.18088
2007,TX_IMP_GBMRCH,Belarus,0.20158
2008,TX_IMP_GBMRCH,Belarus,0.23912
2000,TX_IMP_GBMRCH,Albania,0.01639
2001,TX_IMP_GBMRCH,Albania,0.02069
2002,TX_IMP_GBMRCH,Albania,0.02257
2003,TX_IMP_GBMRCH,Albania,0.02396
2004,TX_IMP_GBMRCH,Albania,0.02436
2005,TX_IMP_GBMRCH,Albania,0.02429
2006,TX_IMP_GBMRCH,Albania,0.02475
2007,TX_IMP_GBMRCH,Albania,0.02942
2008,TX_IMP_GBMRCH,Albania,0.03188
2009,TX_IMP_GBMRCH,Albania,0.03584
2010,TX_IMP_GBMRCH,Albania,0.02856
2009,TX_IMP_GBMRCH,Belarus,0.225
2010,TX_IMP_GBMRCH,Belarus,0.22615
2011,TX_IMP_GBMRCH,Belarus,0.24792
2012,TX_IMP_GBMRCH,Belarus,0.24862
2013,TX_IMP_GBMRCH,Belarus,0.22637
2014,TX_IMP_GBMRCH,Belarus,0.21243
2015,TX_IMP_GBMRCH,Belarus,0.17889
2016,TX_IMP_GBMRCH,Belarus,0.16946
2017,TX_IMP_GBMRCH,Belarus,0.19042
2018,TX_IMP_GBMRCH,Belarus,0.1938
2019,TX_IMP_GBMRCH,Belarus,0.20415
2011,TX_IMP_GBMRCH,Albania,0.02925
2012,TX_IMP_GBMRCH,Albania,0.02616
2013,TX_IMP_GBMRCH,Albania,0.02584
2014,TX_IMP_GBMRCH,Albania,0.02739
2015,TX_IMP_GBMRCH,Albania,0.0257
2016,TX_IMP_GBMRCH,Albania,0.02847
2017,TX_IMP_GBMRCH,Albania,0.02932
2018,TX_IMP_GBMRCH,Albania,0.0299
2019,TX_IMP_GBMRCH,Albania,0.03049
2020,TX_IMP_GBMRCH,Albania,0.03115
2021,TX_IMP_GBMRCH,Albania,0.03417
2020,TX_IMP_GBMRCH,Belarus,0.18328
2021,TX_IMP_GBMRCH,Belarus,0.18324
2000,TX_IMP_GBMRCH,Canada,3.67827
2001,TX_IMP_GBMRCH,Canada,3.54457
2002,TX_IMP_GBMRCH,Canada,3.41402
2003,TX_IMP_GBMRCH,Canada,3.14939
2004,TX_IMP_GBMRCH,Canada,2.9531
2005,TX_IMP_GBMRCH,Canada,2.99132
2006,TX_IMP_GBMRCH,Canada,2.90525
2007,TX_IMP_GBMRCH,Canada,2.74126
2008,TX_IMP_GBMRCH,Canada,2.54417
2009,TX_IMP_GBMRCH,Canada,2.59828
2010,TX_IMP_GBMRCH,Canada,2.61058
2011,TX_IMP_GBMRCH,Canada,2.51356
2012,TX_IMP_GBMRCH,Canada,2.55187
2013,TX_IMP_GBMRCH,Canada,2.50774
2014,TX_IMP_GBMRCH,Canada,2.49303
2015,TX_IMP_GBMRCH,Canada,2.56988
2016,TX_IMP_GBMRCH,Canada,2.54799
2017,TX_IMP_GBMRCH,Canada,2.46791
2018,TX_IMP_GBMRCH,Canada,2.36697
2019,TX_IMP_GBMRCH,Canada,2.39261
2000,TX_IMP_GBMRCH,New Zealand,0.20894
2001,TX_IMP_GBMRCH,New Zealand,0.20754
2002,TX_IMP_GBMRCH,New Zealand,0.22581
2003,TX_IMP_GBMRCH,New Zealand,0.23855
2004,TX_IMP_GBMRCH,New Zealand,0.24469
2005,TX_IMP_GBMRCH,New Zealand,0.24326
2006,TX_IMP_GBMRCH,New Zealand,0.21384
2007,TX_IMP_GBMRCH,New Zealand,0.21696
2008,TX_IMP_GBMRCH,New Zealand,0.20869
2009,TX_IMP_GBMRCH,New Zealand,0.20141
2010,TX_IMP_GBMRCH,New Zealand,0.19848
2020,TX_IMP_GBMRCH,Canada,2.3497
2021,TX_IMP_GBMRCH,Canada,2.23148
2000,TX_IMP_GBMRCH,Chile,0.27811
2001,TX_IMP_GBMRCH,Chile,0.2718
2002,TX_IMP_GBMRCH,Chile,0.25648
2003,TX_IMP_GBMRCH,Chile,0.24836
2004,TX_IMP_GBMRCH,Chile,0.26156
2005,TX_IMP_GBMRCH,Chile,0.30372
2006,TX_IMP_GBMRCH,Chile,0.31081
2007,TX_IMP_GBMRCH,Chile,0.33135
2008,TX_IMP_GBMRCH,Chile,0.38124
2011,TX_IMP_GBMRCH,New Zealand,0.20116
2012,TX_IMP_GBMRCH,New Zealand,0.20495
2013,TX_IMP_GBMRCH,New Zealand,0.20894
2014,TX_IMP_GBMRCH,New Zealand,0.22301
2015,TX_IMP_GBMRCH,New Zealand,0.2184
2016,TX_IMP_GBMRCH,New Zealand,0.22262
2017,TX_IMP_GBMRCH,New Zealand,0.2232
2018,TX_IMP_GBMRCH,New Zealand,0.22096
2019,TX_IMP_GBMRCH,New Zealand,0.21907
2020,TX_IMP_GBMRCH,New Zealand,0.2078
2021,TX_IMP_GBMRCH,New Zealand,0.22073
2000,TX_IMP_GBMRCH,Azerbaijan,0.01761
2001,TX_IMP_GBMRCH,Azerbaijan,0.02232
2002,TX_IMP_GBMRCH,Azerbaijan,0.02499
2003,TX_IMP_GBMRCH,Azerbaijan,0.03376
2004,TX_IMP_GBMRCH,Azerbaijan,0.03709
2005,TX_IMP_GBMRCH,Azerbaijan,0.04036
2006,TX_IMP_GBMRCH,Azerbaijan,0.04264
2007,TX_IMP_GBMRCH,Azerbaijan,0.04247
2008,TX_IMP_GBMRCH,Azerbaijan,0.04599
2009,TX_IMP_GBMRCH,Azerbaijan,0.0513
2010,TX_IMP_GBMRCH,Azerbaijan,0.04373
2009,TX_IMP_GBMRCH,Chile,0.33713
2010,TX_IMP_GBMRCH,Chile,0.38383
2011,TX_IMP_GBMRCH,Chile,0.40495
2012,TX_IMP_GBMRCH,Chile,0.42901
2013,TX_IMP_GBMRCH,Chile,0.41826
2014,TX_IMP_GBMRCH,Chile,0.38211
2015,TX_IMP_GBMRCH,Chile,0.37275
2016,TX_IMP_GBMRCH,Chile,0.36637
2017,TX_IMP_GBMRCH,Chile,0.36286
2018,TX_IMP_GBMRCH,Chile,0.37647
2019,TX_IMP_GBMRCH,Chile,0.36124
2011,TX_IMP_GBMRCH,Azerbaijan,0.05512
2012,TX_IMP_GBMRCH,Azerbaijan,0.05581
2013,TX_IMP_GBMRCH,Azerbaijan,0.0544
2014,TX_IMP_GBMRCH,Azerbaijan,0.04819
2015,TX_IMP_GBMRCH,Azerbaijan,0.05507
2016,TX_IMP_GBMRCH,Azerbaijan,0.05238
2017,TX_IMP_GBMRCH,Azerbaijan,0.04886
2018,TX_IMP_GBMRCH,Azerbaijan,0.05785
2019,TX_IMP_GBMRCH,Azerbaijan,0.07068
2020,TX_IMP_GBMRCH,Azerbaijan,0.06003
2021,TX_IMP_GBMRCH,Azerbaijan,0.05183
2000,TX_IMP_GBMRCH,Norway,0.51679
2001,TX_IMP_GBMRCH,Norway,0.51393
2002,TX_IMP_GBMRCH,Norway,0.52333
2003,TX_IMP_GBMRCH,Norway,0.51485
2004,TX_IMP_GBMRCH,Norway,0.512
2005,TX_IMP_GBMRCH,Norway,0.51482
2006,TX_IMP_GBMRCH,Norway,0.52004
2007,TX_IMP_GBMRCH,Norway,0.56413
2008,TX_IMP_GBMRCH,Norway,0.54825
2009,TX_IMP_GBMRCH,Norway,0.5432
2020,TX_IMP_GBMRCH,Chile,0.33119
2021,TX_IMP_GBMRCH,Chile,0.40819
2000,TX_IMP_GBMRCH,China,3.38142
2001,TX_IMP_GBMRCH,China,3.79817
2002,TX_IMP_GBMRCH,China,4.42954
2003,TX_IMP_GBMRCH,China,5.30543
2004,TX_IMP_GBMRCH,China,5.92062
2005,TX_IMP_GBMRCH,China,6.12303
2006,TX_IMP_GBMRCH,China,6.405
2007,TX_IMP_GBMRCH,China,6.71716
2008,TX_IMP_GBMRCH,China,6.87677
2010,TX_IMP_GBMRCH,Norway,0.50132
2011,TX_IMP_GBMRCH,Norway,0.49217
2012,TX_IMP_GBMRCH,Norway,0.46777
2013,TX_IMP_GBMRCH,Norway,0.47336
2014,TX_IMP_GBMRCH,Norway,0.46921
2015,TX_IMP_GBMRCH,Norway,0.45661
2016,TX_IMP_GBMRCH,Norway,0.44494
2017,TX_IMP_GBMRCH,Norway,0.45197
2018,TX_IMP_GBMRCH,Norway,0.43696
2019,TX_IMP_GBMRCH,Norway,0.44121
2000,TX_IMP_GBMRCH,Australia,1.07486
2001,TX_IMP_GBMRCH,Australia,0.99632
2002,TX_IMP_GBMRCH,Australia,1.09083
2003,TX_IMP_GBMRCH,Australia,1.14505
2004,TX_IMP_GBMRCH,Australia,1.15393
2005,TX_IMP_GBMRCH,Australia,1.16235
2006,TX_IMP_GBMRCH,Australia,1.12692
2007,TX_IMP_GBMRCH,Australia,1.16156
2008,TX_IMP_GBMRCH,Australia,1.21603
2009,TX_IMP_GBMRCH,Australia,1.30322
2010,TX_IMP_GBMRCH,Australia,1.3072
2011,TX_IMP_GBMRCH,Australia,1.32119
2012,TX_IMP_GBMRCH,Australia,1.39805
