Year,SeriesCode,Страна ,Value
2000,DC_TOF_AGRL,Albania,12.94009
2001,DC_TOF_AGRL,Albania,42.21753
2002,DC_TOF_AGRL,Albania,17.49312
2003,DC_TOF_AGRL,Albania,18.64094
2004,DC_TOF_AGRL,Albania,12.49769
2005,DC_TOF_AGRL,Albania,12.76764
2006,DC_TOF_AGRL,Albania,13.35843
2007,DC_TOF_AGRL,Albania,13.3333
2008,DC_TOF_AGRL,Albania,13.42275
2009,DC_TOF_AGRL,Albania,20.77264
2010,DC_TOF_AGRL,Albania,15.73036
2011,DC_TOF_AGRL,Albania,14.99489
2012,DC_TOF_AGRL,Albania,15.40361
2013,DC_TOF_AGRL,Albania,12.92642
2014,DC_TOF_AGRL,Albania,16.15396
2015,DC_TOF_AGRL,Albania,45.379
2016,DC_TOF_AGRL,Albania,26.26911
2017,DC_TOF_AGRL,Albania,24.99299
2018,DC_TOF_AGRL,Albania,37.79715
2019,DC_TOF_AGRL,Albania,31.31095
2020,DC_TOF_AGRL,Albania,32.31474
2021,DC_TOF_AGRL,Albania,54.2016
2000,DC_TOF_AGRL,Azerbaijan,82.44855
2001,DC_TOF_AGRL,Azerbaijan,25.93843
2002,DC_TOF_AGRL,Azerbaijan,20.20848
2003,DC_TOF_AGRL,Azerbaijan,18.26098
2004,DC_TOF_AGRL,Azerbaijan,21.07215
2005,DC_TOF_AGRL,Azerbaijan,25.65651
2006,DC_TOF_AGRL,Azerbaijan,17.08993
2007,DC_TOF_AGRL,Azerbaijan,23.55406
2008,DC_TOF_AGRL,Azerbaijan,25.56958
2009,DC_TOF_AGRL,Azerbaijan,30.36949
2010,DC_TOF_AGRL,Azerbaijan,18.27037
2011,DC_TOF_AGRL,Azerbaijan,9.57066
2012,DC_TOF_AGRL,Azerbaijan,19.90477
2013,DC_TOF_AGRL,Azerbaijan,27.2271
2014,DC_TOF_AGRL,Azerbaijan,40.16103
2015,DC_TOF_AGRL,Azerbaijan,58.40072
2016,DC_TOF_AGRL,Azerbaijan,30.0242
2017,DC_TOF_AGRL,Azerbaijan,11.95127
2018,DC_TOF_AGRL,Azerbaijan,7.16587
2019,DC_TOF_AGRL,Azerbaijan,14.22116
2020,DC_TOF_AGRL,Azerbaijan,9.55442
2021,DC_TOF_AGRL,Azerbaijan,24.99835
2000,DC_TOF_AGRL,Armenia,16.56036
2001,DC_TOF_AGRL,Armenia,82.29362
2002,DC_TOF_AGRL,Armenia,35.63894
2003,DC_TOF_AGRL,Armenia,18.78357
2004,DC_TOF_AGRL,Armenia,20.86447
2005,DC_TOF_AGRL,Armenia,13.39596
2006,DC_TOF_AGRL,Armenia,33.16239
2007,DC_TOF_AGRL,Armenia,47.01642
2008,DC_TOF_AGRL,Armenia,41.25391
2009,DC_TOF_AGRL,Armenia,60.20258
2010,DC_TOF_AGRL,Armenia,93.44201
2011,DC_TOF_AGRL,Armenia,81.98523
2012,DC_TOF_AGRL,Armenia,46.56794
2013,DC_TOF_AGRL,Armenia,21.79301
2014,DC_TOF_AGRL,Armenia,18.31078
2015,DC_TOF_AGRL,Armenia,41.67012
2016,DC_TOF_AGRL,Armenia,93.18255
2017,DC_TOF_AGRL,Armenia,126.44935
2018,DC_TOF_AGRL,Armenia,71.18495
2019,DC_TOF_AGRL,Armenia,20.07815
2020,DC_TOF_AGRL,Armenia,23.08366
2021,DC_TOF_AGRL,Armenia,32.36665
2000,DC_TOF_AGRL,Bosnia and Herzegovina,107.67656
2001,DC_TOF_AGRL,Bosnia and Herzegovina,89.9706
2002,DC_TOF_AGRL,Bosnia and Herzegovina,10.37307
2003,DC_TOF_AGRL,Bosnia and Herzegovina,13.36061
2004,DC_TOF_AGRL,Bosnia and Herzegovina,41.90443
2005,DC_TOF_AGRL,Bosnia and Herzegovina,12.5903
2006,DC_TOF_AGRL,Bosnia and Herzegovina,12.65017
2007,DC_TOF_AGRL,Bosnia and Herzegovina,12.8259
2008,DC_TOF_AGRL,Bosnia and Herzegovina,13.83209
2009,DC_TOF_AGRL,Bosnia and Herzegovina,20.68683
2010,DC_TOF_AGRL,Bosnia and Herzegovina,16.08178
2011,DC_TOF_AGRL,Bosnia and Herzegovina,18.66995
2012,DC_TOF_AGRL,Bosnia and Herzegovina,20.79687
2013,DC_TOF_AGRL,Bosnia and Herzegovina,22.47608
2014,DC_TOF_AGRL,Bosnia and Herzegovina,19.30296
2015,DC_TOF_AGRL,Bosnia and Herzegovina,11.71416
2016,DC_TOF_AGRL,Bosnia and Herzegovina,8.34245
2017,DC_TOF_AGRL,Bosnia and Herzegovina,10.26821
2018,DC_TOF_AGRL,Bosnia and Herzegovina,15.43391
2019,DC_TOF_AGRL,Bosnia and Herzegovina,21.4238
2020,DC_TOF_AGRL,Bosnia and Herzegovina,19.2337
2000,DC_TOF_AGRL,Кыргызстан,89.86187
2001,DC_TOF_AGRL,Кыргызстан,5.07076
2002,DC_TOF_AGRL,Кыргызстан,33.04939
2003,DC_TOF_AGRL,Кыргызстан,25.61829
2004,DC_TOF_AGRL,Кыргызстан,24.76902
2005,DC_TOF_AGRL,Кыргызстан,36.63661
2006,DC_TOF_AGRL,Кыргызстан,25.67371
2007,DC_TOF_AGRL,Кыргызстан,32.62139
2008,DC_TOF_AGRL,Кыргызстан,35.95393
2021,DC_TOF_AGRL,Bosnia and Herzegovina,21.30189
2005,DC_TOF_AGRL,Belarus,0.63229
2006,DC_TOF_AGRL,Belarus,0.45405
2007,DC_TOF_AGRL,Belarus,0.90856
2008,DC_TOF_AGRL,Belarus,2.12855
2009,DC_TOF_AGRL,Belarus,2.66675
2010,DC_TOF_AGRL,Belarus,0.7766
2011,DC_TOF_AGRL,Belarus,2.2317
2012,DC_TOF_AGRL,Belarus,0.89556
2013,DC_TOF_AGRL,Belarus,2.58078
2014,DC_TOF_AGRL,Belarus,1.64967
2015,DC_TOF_AGRL,Belarus,2.28615
2016,DC_TOF_AGRL,Belarus,8.87576
2017,DC_TOF_AGRL,Belarus,27.36542
2018,DC_TOF_AGRL,Belarus,19.18008
2019,DC_TOF_AGRL,Belarus,5.88342
2020,DC_TOF_AGRL,Belarus,130.11415
2021,DC_TOF_AGRL,Belarus,1.94576
2000,DC_TOF_AGRL,Chile,20.429
2001,DC_TOF_AGRL,Chile,3.55885
2002,DC_TOF_AGRL,Chile,5.40704
2003,DC_TOF_AGRL,Chile,7.47356
2004,DC_TOF_AGRL,Chile,8.53673
2005,DC_TOF_AGRL,Chile,12.39517
2006,DC_TOF_AGRL,Chile,7.50748
2007,DC_TOF_AGRL,Chile,9.22352
2008,DC_TOF_AGRL,Chile,3.54431
2009,DC_TOF_AGRL,Chile,5.04738
2010,DC_TOF_AGRL,Chile,5.17395
2011,DC_TOF_AGRL,Chile,6.57947
2012,DC_TOF_AGRL,Chile,13.23231
2013,DC_TOF_AGRL,Chile,5.72339
2014,DC_TOF_AGRL,Chile,3.81705
2015,DC_TOF_AGRL,Chile,7.00393
2016,DC_TOF_AGRL,Chile,5.38049
2017,DC_TOF_AGRL,Chile,7.23965
2000,DC_TOF_AGRL,China,358.36004
2001,DC_TOF_AGRL,China,802.24195
2002,DC_TOF_AGRL,China,726.38541
2003,DC_TOF_AGRL,China,476.69675
2004,DC_TOF_AGRL,China,440.81046
2005,DC_TOF_AGRL,China,370.15068
2006,DC_TOF_AGRL,China,402.32263
2007,DC_TOF_AGRL,China,403.51486
2008,DC_TOF_AGRL,China,367.82653
2009,DC_TOF_AGRL,China,298.31551
2010,DC_TOF_AGRL,China,341.76913
2011,DC_TOF_AGRL,China,364.85982
2012,DC_TOF_AGRL,China,232.73217
2013,DC_TOF_AGRL,China,296.81635
2014,DC_TOF_AGRL,China,315.37153
2015,DC_TOF_AGRL,China,434.83536
2016,DC_TOF_AGRL,China,500.49882
2017,DC_TOF_AGRL,China,521.08436
2018,DC_TOF_AGRL,China,552.92316
2019,DC_TOF_AGRL,China,494.72859
2020,DC_TOF_AGRL,China,532.47485
2021,DC_TOF_AGRL,China,512.55305
2000,DC_TOF_AGRL,Colombia,103.18225
2001,DC_TOF_AGRL,Colombia,49.03827
2002,DC_TOF_AGRL,Colombia,35.28075
2003,DC_TOF_AGRL,Colombia,28.92421
2004,DC_TOF_AGRL,Colombia,203.52417
2005,DC_TOF_AGRL,Colombia,51.34845
2006,DC_TOF_AGRL,Colombia,120.517
