Year,SeriesCode,Страна ,Education level,Sex,Value
2009,SE_TRA_GRDL,Republic of Korea,LOWSEC,MALE,100.0
2009,SE_TRA_GRDL,Republic of Korea,LOWSEC,FEMALE,100.0
2010,SE_TRA_GRDL,Republic of Korea,LOWSEC,MALE,100.0
2010,SE_TRA_GRDL,Republic of Korea,LOWSEC,BOTHSEX,100.0
2001,SE_TRA_GRDL,Croatia,UPPSEC,BOTHSEX,100.0
2001,SE_TRA_GRDL,Croatia,LOWSEC,MALE,100.0
2001,SE_TRA_GRDL,Croatia,PRIMAR,MALE,100.0
2001,SE_TRA_GRDL,Croatia,SECOND,BOTHSEX,100.0
2001,SE_TRA_GRDL,Croatia,UPPSEC,MALE,100.0
2002,SE_TRA_GRDL,Croatia,PRIMAR,FEMALE,100.0
2002,SE_TRA_GRDL,Croatia,UPPSEC,MALE,100.0
2002,SE_TRA_GRDL,Croatia,SECOND,BOTHSEX,100.0
2002,SE_TRA_GRDL,Croatia,PRIMAR,MALE,100.0
2002,SE_TRA_GRDL,Croatia,LOWSEC,MALE,100.0
2010,SE_TRA_GRDL,Republic of Korea,PRIMAR,FEMALE,100.0
2010,SE_TRA_GRDL,Republic of Korea,UPPSEC,BOTHSEX,100.0
2010,SE_TRA_GRDL,Republic of Korea,PRIMAR,MALE,100.0
2010,SE_TRA_GRDL,Republic of Korea,SECOND,BOTHSEX,100.0
2010,SE_TRA_GRDL,Republic of Korea,LOWSEC,FEMALE,100.0
2010,SE_TRA_GRDL,Republic of Korea,UPPSEC,MALE,100.0
2010,SE_TRA_GRDL,Republic of Korea,SECOND,MALE,100.0
2010,SE_TRA_GRDL,Republic of Korea,UPPSEC,FEMALE,100.0
2010,SE_TRA_GRDL,Republic of Korea,PRIMAR,BOTHSEX,100.0
2010,SE_TRA_GRDL,Republic of Korea,SECOND,FEMALE,100.0
2011,SE_TRA_GRDL,Republic of Korea,PREPRI,BOTHSEX,100.0
2011,SE_TRA_GRDL,Republic of Korea,UPPSEC,FEMALE,100.0
2011,SE_TRA_GRDL,Republic of Korea,SECOND,MALE,100.0
2011,SE_TRA_GRDL,Republic of Korea,SECOND,BOTHSEX,100.0
2011,SE_TRA_GRDL,Republic of Korea,UPPSEC,MALE,100.0
2011,SE_TRA_GRDL,Republic of Korea,PRIMAR,MALE,100.0
2011,SE_TRA_GRDL,Republic of Korea,SECOND,FEMALE,100.0
2011,SE_TRA_GRDL,Republic of Korea,PREPRI,MALE,100.0
2011,SE_TRA_GRDL,Republic of Korea,PRIMAR,BOTHSEX,100.0
2011,SE_TRA_GRDL,Republic of Korea,UPPSEC,BOTHSEX,100.0
2021,SE_TRA_GRDL,Colombia,UPPSEC,FEMALE,98.52245
2021,SE_TRA_GRDL,Colombia,PRIMAR,BOTHSEX,94.40482
2021,SE_TRA_GRDL,Colombia,PREPRI,BOTHSEX,87.88445
2021,SE_TRA_GRDL,Colombia,LOWSEC,MALE,96.63108
2021,SE_TRA_GRDL,Colombia,SECOND,BOTHSEX,97.47157
2021,SE_TRA_GRDL,Colombia,PRIMAR,MALE,90.94754
2021,SE_TRA_GRDL,Colombia,PRIMAR,FEMALE,95.43774
2021,SE_TRA_GRDL,Colombia,LOWSEC,FEMALE,97.59927
2021,SE_TRA_GRDL,Colombia,LOWSEC,BOTHSEX,97.14582
2021,SE_TRA_GRDL,Colombia,PREPRI,MALE,87.36413
2002,SE_TRA_GRDL,Croatia,UPPSEC,BOTHSEX,100.0
2002,SE_TRA_GRDL,Croatia,PRIMAR,BOTHSEX,100.0
2002,SE_TRA_GRDL,Croatia,UPPSEC,FEMALE,100.0
2002,SE_TRA_GRDL,Croatia,SECOND,FEMALE,100.0
2002,SE_TRA_GRDL,Croatia,SECOND,MALE,100.0
2002,SE_TRA_GRDL,Croatia,PREPRI,BOTHSEX,77.65774
2002,SE_TRA_GRDL,Croatia,PREPRI,FEMALE,77.61561
2002,SE_TRA_GRDL,Croatia,LOWSEC,BOTHSEX,100.0
2002,SE_TRA_GRDL,Croatia,LOWSEC,FEMALE,100.0
2002,SE_TRA_GRDL,Croatia,PREPRI,MALE,90.90909
2021,SE_TRA_GRDL,Colombia,PREPRI,FEMALE,87.90297
2021,SE_TRA_GRDL,Colombia,SECOND,FEMALE,97.88477
2021,SE_TRA_GRDL,Colombia,UPPSEC,BOTHSEX,98.09359
2021,SE_TRA_GRDL,Colombia,SECOND,MALE,97.04978
2021,SE_TRA_GRDL,Colombia,UPPSEC,MALE,97.73623
2008,SE_TRA_GRDL,Viet Nam,LOWSEC,BOTHSEX,98.20021
2008,SE_TRA_GRDL,Viet Nam,PRIMAR,BOTHSEX,98.62724
2008,SE_TRA_GRDL,Viet Nam,PRIMAR,MALE,94.30779
2008,SE_TRA_GRDL,Viet Nam,LOWSEC,FEMALE,98.81152
2008,SE_TRA_GRDL,Viet Nam,LOWSEC,MALE,96.9368
2011,SE_TRA_GRDL,Republic of Korea,PRIMAR,FEMALE,100.0
2011,SE_TRA_GRDL,Republic of Korea,LOWSEC,BOTHSEX,100.0
2011,SE_TRA_GRDL,Republic of Korea,PREPRI,FEMALE,100.0
2011,SE_TRA_GRDL,Republic of Korea,LOWSEC,MALE,100.0
2011,SE_TRA_GRDL,Republic of Korea,LOWSEC,FEMALE,100.0
2012,SE_TRA_GRDL,Republic of Korea,LOWSEC,BOTHSEX,100.0
2012,SE_TRA_GRDL,Republic of Korea,PRIMAR,FEMALE,100.0
2012,SE_TRA_GRDL,Republic of Korea,UPPSEC,BOTHSEX,100.0
2012,SE_TRA_GRDL,Republic of Korea,PRIMAR,MALE,100.0
2012,SE_TRA_GRDL,Republic of Korea,UPPSEC,MALE,100.0
2008,SE_TRA_GRDL,Viet Nam,PRIMAR,FEMALE,99.8935
2009,SE_TRA_GRDL,Viet Nam,PRIMAR,FEMALE,99.76279
2009,SE_TRA_GRDL,Viet Nam,LOWSEC,MALE,95.32471
2009,SE_TRA_GRDL,Viet Nam,LOWSEC,FEMALE,97.93646
2009,SE_TRA_GRDL,Viet Nam,PRIMAR,MALE,99.20528
2009,SE_TRA_GRDL,Viet Nam,PRIMAR,BOTHSEX,99.63995
2009,SE_TRA_GRDL,Viet Nam,LOWSEC,BOTHSEX,97.08231
2010,SE_TRA_GRDL,Viet Nam,LOWSEC,BOTHSEX,99.06438
2010,SE_TRA_GRDL,Viet Nam,PRIMAR,BOTHSEX,98.33487
2010,SE_TRA_GRDL,Viet Nam,PRIMAR,MALE,97.89933
2021,SE_TRA_GRDL,Republic of Moldova,PRIMAR,FEMALE,100.0
2021,SE_TRA_GRDL,Republic of Moldova,SECOND,MALE,100.0
2021,SE_TRA_GRDL,Republic of Moldova,UPPSEC,BOTHSEX,100.0
2021,SE_TRA_GRDL,Republic of Moldova,SECOND,BOTHSEX,100.0
2010,SE_TRA_GRDL,Poland,LOWSEC,BOTHSEX,98.7
2010,SE_TRA_GRDL,Poland,PRIMAR,BOTHSEX,99.3
2010,SE_TRA_GRDL,Poland,PREPRI,BOTHSEX,97.8
2010,SE_TRA_GRDL,Poland,SECOND,BOTHSEX,98.52289
2010,SE_TRA_GRDL,Poland,UPPSEC,BOTHSEX,98.4
2011,SE_TRA_GRDL,Poland,UPPSEC,BOTHSEX,98.4
2012,SE_TRA_GRDL,Republic of Korea,SECOND,BOTHSEX,100.0
2012,SE_TRA_GRDL,Republic of Korea,LOWSEC,FEMALE,100.0
2012,SE_TRA_GRDL,Republic of Korea,LOWSEC,MALE,100.0
2012,SE_TRA_GRDL,Republic of Korea,SECOND,MALE,100.0
2012,SE_TRA_GRDL,Republic of Korea,UPPSEC,FEMALE,100.0
2012,SE_TRA_GRDL,Republic of Korea,PRIMAR,BOTHSEX,100.0
2012,SE_TRA_GRDL,Republic of Korea,SECOND,FEMALE,100.0
2013,SE_TRA_GRDL,Republic of Korea,UPPSEC,FEMALE,100.0
2013,SE_TRA_GRDL,Republic of Korea,SECOND,MALE,100.0
2013,SE_TRA_GRDL,Republic of Korea,SECOND,BOTHSEX,100.0
2011,SE_TRA_GRDL,Poland,SECOND,BOTHSEX,98.57849
2011,SE_TRA_GRDL,Poland,PREPRI,BOTHSEX,98.1
2011,SE_TRA_GRDL,Poland,PRIMAR,BOTHSEX,99.5
2011,SE_TRA_GRDL,Poland,LOWSEC,BOTHSEX,98.8
2012,SE_TRA_GRDL,Poland,PREPRI,BOTHSEX,98.2
2012,SE_TRA_GRDL,Poland,PRIMAR,BOTHSEX,99.5
2012,SE_TRA_GRDL,Poland,SECOND,BOTHSEX,98.66817
2012,SE_TRA_GRDL,Poland,UPPSEC,BOTHSEX,98.4
2012,SE_TRA_GRDL,Poland,LOWSEC,BOTHSEX,99.0
2013,SE_TRA_GRDL,Poland,UPPSEC,BOTHSEX,98.5
2013,SE_TRA_GRDL,Republic of Korea,UPPSEC,MALE,100.0
2013,SE_TRA_GRDL,Republic of Korea,PRIMAR,MALE,100.0
2013,SE_TRA_GRDL,Republic of Korea,UPPSEC,BOTHSEX,100.0
2013,SE_TRA_GRDL,Republic of Korea,SECOND,FEMALE,100.0
2013,SE_TRA_GRDL,Republic of Korea,PREPRI,MALE,100.0
2013,SE_TRA_GRDL,Republic of Korea,PRIMAR,BOTHSEX,100.0
2013,SE_TRA_GRDL,Republic of Korea,PREPRI,BOTHSEX,100.0
2013,SE_TRA_GRDL,Republic of Korea,PRIMAR,FEMALE,100.0
2013,SE_TRA_GRDL,Republic of Korea,LOWSEC,BOTHSEX,100.0
2013,SE_TRA_GRDL,Republic of Korea,PREPRI,FEMALE,100.0
2013,SE_TRA_GRDL,Poland,SECOND,BOTHSEX,98.76989
2013,SE_TRA_GRDL,Poland,PREPRI,BOTHSEX,98.3
2013,SE_TRA_GRDL,Poland,PRIMAR,BOTHSEX,99.6
2013,SE_TRA_GRDL,Poland,LOWSEC,BOTHSEX,99.1
2014,SE_TRA_GRDL,Poland,LOWSEC,BOTHSEX,99.2
2014,SE_TRA_GRDL,Poland,PREPRI,BOTHSEX,98.4
2014,SE_TRA_GRDL,Poland,PRIMAR,BOTHSEX,99.6
2014,SE_TRA_GRDL,Poland,SECOND,BOTHSEX,98.82218
2014,SE_TRA_GRDL,Poland,UPPSEC,BOTHSEX,98.5
2015,SE_TRA_GRDL,Poland,UPPSEC,BOTHSEX,98.4
2013,SE_TRA_GRDL,Republic of Korea,LOWSEC,MALE,100.0
2013,SE_TRA_GRDL,Republic of Korea,LOWSEC,FEMALE,100.0
2014,SE_TRA_GRDL,Republic of Korea,LOWSEC,BOTHSEX,100.0
2014,SE_TRA_GRDL,Republic of Korea,PRIMAR,FEMALE,100.0
2014,SE_TRA_GRDL,Republic of Korea,UPPSEC,BOTHSEX,100.0
2014,SE_TRA_GRDL,Republic of Korea,SECOND,BOTHSEX,100.0
2014,SE_TRA_GRDL,Republic of Korea,PRIMAR,MALE,100.0
2014,SE_TRA_GRDL,Republic of Korea,UPPSEC,MALE,100.0
2014,SE_TRA_GRDL,Republic of Korea,LOWSEC,FEMALE,100.0
2014,SE_TRA_GRDL,Republic of Korea,LOWSEC,MALE,100.0
2015,SE_TRA_GRDL,Poland,SECOND,BOTHSEX,98.77188
2015,SE_TRA_GRDL,Poland,PRIMAR,BOTHSEX,99.6
2015,SE_TRA_GRDL,Poland,PREPRI,BOTHSEX,98.4
2015,SE_TRA_GRDL,Poland,LOWSEC,BOTHSEX,99.2
2016,SE_TRA_GRDL,Poland,LOWSEC,BOTHSEX,99.3
2016,SE_TRA_GRDL,Poland,PREPRI,BOTHSEX,98.3
2016,SE_TRA_GRDL,Poland,PRIMAR,BOTHSEX,99.6
2016,SE_TRA_GRDL,Poland,SECOND,BOTHSEX,98.76987
2016,SE_TRA_GRDL,Poland,UPPSEC,BOTHSEX,98.3
2017,SE_TRA_GRDL,Poland,LOWSEC,BOTHSEX,99.2
2010,SE_TRA_GRDL,Viet Nam,PRIMAR,FEMALE,98.45854
2011,SE_TRA_GRDL,Viet Nam,PRIMAR,FEMALE,99.27735
2011,SE_TRA_GRDL,Viet Nam,PRIMAR,MALE,99.38765
2011,SE_TRA_GRDL,Viet Nam,PRIMAR,BOTHSEX,99.30258
2011,SE_TRA_GRDL,Viet Nam,LOWSEC,BOTHSEX,99.23475
2011,SE_TRA_GRDL,Viet Nam,PREPRI,BOTHSEX,98.50548
2012,SE_TRA_GRDL,Viet Nam,LOWSEC,MALE,98.82937
2012,SE_TRA_GRDL,Viet Nam,LOWSEC,BOTHSEX,99.07715
2012,SE_TRA_GRDL,Viet Nam,PRIMAR,BOTHSEX,99.5883
2012,SE_TRA_GRDL,Viet Nam,PRIMAR,MALE,99.7303
2017,SE_TRA_GRDL,Poland,UPPSEC,BOTHSEX,98.3
2017,SE_TRA_GRDL,Poland,SECOND,BOTHSEX,98.72604
2017,SE_TRA_GRDL,Poland,PRIMAR,BOTHSEX,99.5
2017,SE_TRA_GRDL,Poland,PREPRI,BOTHSEX,98.3
2018,SE_TRA_GRDL,Poland,LOWSEC,BOTHSEX,100.0
2018,SE_TRA_GRDL,Poland,LOWSEC,MALE,100.0
2018,SE_TRA_GRDL,Poland,LOWSEC,FEMALE,100.0
2018,SE_TRA_GRDL,Poland,PREPRI,FEMALE,100.0
2018,SE_TRA_GRDL,Poland,PREPRI,BOTHSEX,100.0
2018,SE_TRA_GRDL,Poland,UPPSEC,FEMALE,100.0
2014,SE_TRA_GRDL,Republic of Korea,PREPRI,FEMALE,100.0
2014,SE_TRA_GRDL,Republic of Korea,SECOND,MALE,100.0
2014,SE_TRA_GRDL,Republic of Korea,UPPSEC,FEMALE,100.0
2014,SE_TRA_GRDL,Republic of Korea,PREPRI,BOTHSEX,100.0
2014,SE_TRA_GRDL,Republic of Korea,PRIMAR,BOTHSEX,100.0
2014,SE_TRA_GRDL,Republic of Korea,PREPRI,MALE,100.0
2014,SE_TRA_GRDL,Republic of Korea,SECOND,FEMALE,100.0
2015,SE_TRA_GRDL,Republic of Korea,PRIMAR,BOTHSEX,100.0
2015,SE_TRA_GRDL,Republic of Korea,PREPRI,BOTHSEX,100.0
2015,SE_TRA_GRDL,Republic of Korea,SECOND,MALE,100.0
2018,SE_TRA_GRDL,Poland,SECOND,FEMALE,100.0
2018,SE_TRA_GRDL,Poland,PRIMAR,BOTHSEX,100.0
2018,SE_TRA_GRDL,Poland,PREPRI,MALE,100.0
2018,SE_TRA_GRDL,Poland,SECOND,BOTHSEX,100.0
2018,SE_TRA_GRDL,Poland,UPPSEC,MALE,100.0
2018,SE_TRA_GRDL,Poland,UPPSEC,BOTHSEX,100.0
2018,SE_TRA_GRDL,Poland,SECOND,MALE,100.0
2018,SE_TRA_GRDL,Poland,PRIMAR,MALE,100.0
2018,SE_TRA_GRDL,Poland,PRIMAR,FEMALE,100.0
2019,SE_TRA_GRDL,Poland,SECOND,FEMALE,100.0
2012,SE_TRA_GRDL,Viet Nam,PRIMAR,FEMALE,99.54687
2012,SE_TRA_GRDL,Viet Nam,LOWSEC,FEMALE,99.20237
2013,SE_TRA_GRDL,Viet Nam,PREPRI,BOTHSEX,97.09899
2014,SE_TRA_GRDL,Viet Nam,PREPRI,BOTHSEX,97.7467
2014,SE_TRA_GRDL,Viet Nam,LOWSEC,BOTHSEX,100.0
2014,SE_TRA_GRDL,Viet Nam,PREPRI,FEMALE,97.91463
2014,SE_TRA_GRDL,Viet Nam,PRIMAR,BOTHSEX,100.0
2014,SE_TRA_GRDL,Viet Nam,PREPRI,MALE,85.2898
2014,SE_TRA_GRDL,Viet Nam,LOWSEC,MALE,100.0
2014,SE_TRA_GRDL,Viet Nam,LOWSEC,FEMALE,100.0
2015,SE_TRA_GRDL,Republic of Korea,UPPSEC,FEMALE,100.0
2015,SE_TRA_GRDL,Republic of Korea,UPPSEC,MALE,100.0
2015,SE_TRA_GRDL,Republic of Korea,SECOND,BOTHSEX,100.0
2015,SE_TRA_GRDL,Republic of Korea,SECOND,FEMALE,100.0
2015,SE_TRA_GRDL,Republic of Korea,PREPRI,MALE,100.0
2015,SE_TRA_GRDL,Republic of Korea,PRIMAR,MALE,100.0
2015,SE_TRA_GRDL,Republic of Korea,UPPSEC,BOTHSEX,100.0
2015,SE_TRA_GRDL,Republic of Korea,PRIMAR,FEMALE,100.0
2015,SE_TRA_GRDL,Republic of Korea,LOWSEC,BOTHSEX,100.0
2015,SE_TRA_GRDL,Republic of Korea,PREPRI,FEMALE,100.0
2014,SE_TRA_GRDL,Viet Nam,PRIMAR,FEMALE,100.0
2014,SE_TRA_GRDL,Viet Nam,PRIMAR,MALE,100.0
2015,SE_TRA_GRDL,Viet Nam,LOWSEC,MALE,99.3351
2015,SE_TRA_GRDL,Viet Nam,PREPRI,MALE,96.61211
2015,SE_TRA_GRDL,Viet Nam,PRIMAR,BOTHSEX,99.47605
2015,SE_TRA_GRDL,Viet Nam,PREPRI,FEMALE,98.70497
2015,SE_TRA_GRDL,Viet Nam,LOWSEC,BOTHSEX,99.5774
2015,SE_TRA_GRDL,Viet Nam,PREPRI,BOTHSEX,98.67946
2015,SE_TRA_GRDL,Viet Nam,PRIMAR,MALE,99.00695
2015,SE_TRA_GRDL,Viet Nam,PRIMAR,FEMALE,99.61168
2019,SE_TRA_GRDL,Poland,UPPSEC,FEMALE,100.0
2019,SE_TRA_GRDL,Poland,PRIMAR,FEMALE,100.0
2019,SE_TRA_GRDL,Poland,PRIMAR,MALE,100.0
2019,SE_TRA_GRDL,Poland,LOWSEC,FEMALE,100.0
2019,SE_TRA_GRDL,Poland,LOWSEC,MALE,100.0
2019,SE_TRA_GRDL,Poland,LOWSEC,BOTHSEX,100.0
2019,SE_TRA_GRDL,Poland,SECOND,MALE,100.0
2019,SE_TRA_GRDL,Poland,UPPSEC,BOTHSEX,100.0
2019,SE_TRA_GRDL,Poland,UPPSEC,MALE,100.0
2019,SE_TRA_GRDL,Poland,SECOND,BOTHSEX,100.0
2003,SE_TRA_GRDL,Croatia,UPPSEC,FEMALE,100.0
2003,SE_TRA_GRDL,Croatia,PRIMAR,BOTHSEX,100.0
2003,SE_TRA_GRDL,Croatia,PREPRI,MALE,100.0
2003,SE_TRA_GRDL,Croatia,LOWSEC,FEMALE,100.0
2003,SE_TRA_GRDL,Croatia,SECOND,BOTHSEX,100.0
2003,SE_TRA_GRDL,Croatia,UPPSEC,MALE,100.0
2003,SE_TRA_GRDL,Croatia,PRIMAR,FEMALE,100.0
2003,SE_TRA_GRDL,Croatia,LOWSEC,BOTHSEX,100.0
2003,SE_TRA_GRDL,Croatia,PREPRI,FEMALE,83.79441
2003,SE_TRA_GRDL,Croatia,PREPRI,BOTHSEX,83.84432
2019,SE_TRA_GRDL,Poland,PREPRI,MALE,100.0
2019,SE_TRA_GRDL,Poland,PRIMAR,BOTHSEX,100.0
2019,SE_TRA_GRDL,Poland,PREPRI,BOTHSEX,100.0
2019,SE_TRA_GRDL,Poland,PREPRI,FEMALE,100.0
2000,SE_TRA_GRDL,Portugal,PRIMAR,BOTHSEX,100.0
2000,SE_TRA_GRDL,Portugal,PREPRI,BOTHSEX,100.0
2000,SE_TRA_GRDL,Portugal,PRIMAR,MALE,100.0
2000,SE_TRA_GRDL,Portugal,SECOND,BOTHSEX,100.0
2000,SE_TRA_GRDL,Portugal,SECOND,MALE,100.0
2000,SE_TRA_GRDL,Portugal,PRIMAR,FEMALE,100.0
2000,SE_TRA_GRDL,Portugal,SECOND,FEMALE,100.0
2001,SE_TRA_GRDL,Portugal,PRIMAR,MALE,100.0
2001,SE_TRA_GRDL,Portugal,PREPRI,BOTHSEX,100.0
2001,SE_TRA_GRDL,Portugal,PRIMAR,BOTHSEX,100.0
2001,SE_TRA_GRDL,Portugal,SECOND,FEMALE,100.0
2001,SE_TRA_GRDL,Portugal,PRIMAR,FEMALE,100.0
2001,SE_TRA_GRDL,Portugal,SECOND,MALE,100.0
2001,SE_TRA_GRDL,Portugal,SECOND,BOTHSEX,100.0
2002,SE_TRA_GRDL,Portugal,PRIMAR,BOTHSEX,100.0
2002,SE_TRA_GRDL,Portugal,PREPRI,BOTHSEX,100.0
2003,SE_TRA_GRDL,Croatia,SECOND,MALE,100.0
2003,SE_TRA_GRDL,Croatia,SECOND,FEMALE,100.0
2003,SE_TRA_GRDL,Croatia,UPPSEC,BOTHSEX,100.0
2003,SE_TRA_GRDL,Croatia,LOWSEC,MALE,100.0
2003,SE_TRA_GRDL,Croatia,PRIMAR,MALE,100.0
2017,SE_TRA_GRDL,Узбекистан,SECOND,MALE,97.03414
2017,SE_TRA_GRDL,Узбекистан,PREPRI,FEMALE,98.46821
2017,SE_TRA_GRDL,Узбекистан,LOWSEC,BOTHSEX,99.01276
2017,SE_TRA_GRDL,Узбекистан,PRIMAR,MALE,98.95794
2017,SE_TRA_GRDL,Узбекистан,LOWSEC,MALE,99.01598
2002,SE_TRA_GRDL,Portugal,SECOND,BOTHSEX,100.0
2003,SE_TRA_GRDL,Portugal,SECOND,BOTHSEX,100.0
2003,SE_TRA_GRDL,Portugal,SECOND,MALE,100.0
2003,SE_TRA_GRDL,Portugal,SECOND,FEMALE,100.0
2003,SE_TRA_GRDL,Portugal,PREPRI,BOTHSEX,100.0
2003,SE_TRA_GRDL,Portugal,PRIMAR,BOTHSEX,100.0
2004,SE_TRA_GRDL,Portugal,PREPRI,FEMALE,100.0
2004,SE_TRA_GRDL,Portugal,SECOND,FEMALE,100.0
2004,SE_TRA_GRDL,Portugal,SECOND,MALE,100.0
2004,SE_TRA_GRDL,Portugal,SECOND,BOTHSEX,100.0
2015,SE_TRA_GRDL,Viet Nam,LOWSEC,FEMALE,99.68964
2016,SE_TRA_GRDL,Viet Nam,PREPRI,BOTHSEX,98.39089
2016,SE_TRA_GRDL,Viet Nam,LOWSEC,BOTHSEX,99.48999
2016,SE_TRA_GRDL,Viet Nam,PRIMAR,BOTHSEX,99.77422
2016,SE_TRA_GRDL,Viet Nam,LOWSEC,MALE,99.29263
2016,SE_TRA_GRDL,Viet Nam,LOWSEC,FEMALE,99.58121
2016,SE_TRA_GRDL,Viet Nam,PRIMAR,FEMALE,99.87374
2016,SE_TRA_GRDL,Viet Nam,PRIMAR,MALE,99.42474
2017,SE_TRA_GRDL,Viet Nam,LOWSEC,MALE,97.48357
2017,SE_TRA_GRDL,Viet Nam,PRIMAR,BOTHSEX,99.72022
2004,SE_TRA_GRDL,Portugal,PRIMAR,MALE,100.0
2004,SE_TRA_GRDL,Portugal,PRIMAR,FEMALE,100.0
2004,SE_TRA_GRDL,Portugal,PRIMAR,BOTHSEX,100.0
2004,SE_TRA_GRDL,Portugal,PREPRI,BOTHSEX,100.0
2004,SE_TRA_GRDL,Portugal,PREPRI,MALE,100.0
2005,SE_TRA_GRDL,Portugal,PRIMAR,BOTHSEX,100.0
2005,SE_TRA_GRDL,Portugal,PRIMAR,FEMALE,100.0
2005,SE_TRA_GRDL,Portugal,PRIMAR,MALE,100.0
2005,SE_TRA_GRDL,Portugal,SECOND,BOTHSEX,100.0
2005,SE_TRA_GRDL,Portugal,SECOND,MALE,100.0
2017,SE_TRA_GRDL,Viet Nam,LOWSEC,BOTHSEX,98.97862
2017,SE_TRA_GRDL,Viet Nam,PREPRI,BOTHSEX,98.81814
2017,SE_TRA_GRDL,Viet Nam,LOWSEC,FEMALE,99.68219
2018,SE_TRA_GRDL,Viet Nam,PREPRI,BOTHSEX,99.1665
2018,SE_TRA_GRDL,Viet Nam,LOWSEC,BOTHSEX,99.01833
2018,SE_TRA_GRDL,Viet Nam,PREPRI,FEMALE,99.17294
2018,SE_TRA_GRDL,Viet Nam,PRIMAR,BOTHSEX,99.86838
2018,SE_TRA_GRDL,Viet Nam,PREPRI,MALE,96.73759
2018,SE_TRA_GRDL,Viet Nam,LOWSEC,MALE,97.39228
2018,SE_TRA_GRDL,Viet Nam,LOWSEC,FEMALE,99.77983
2015,SE_TRA_GRDL,Republic of Korea,LOWSEC,MALE,100.0
2015,SE_TRA_GRDL,Republic of Korea,LOWSEC,FEMALE,100.0
2016,SE_TRA_GRDL,Republic of Korea,LOWSEC,MALE,100.0
2016,SE_TRA_GRDL,Republic of Korea,PREPRI,FEMALE,100.0
2016,SE_TRA_GRDL,Republic of Korea,LOWSEC,BOTHSEX,100.0
2016,SE_TRA_GRDL,Republic of Korea,PRIMAR,FEMALE,100.0
2016,SE_TRA_GRDL,Republic of Korea,UPPSEC,BOTHSEX,100.0
2016,SE_TRA_GRDL,Republic of Korea,PRIMAR,MALE,100.0
2016,SE_TRA_GRDL,Republic of Korea,LOWSEC,FEMALE,100.0
2016,SE_TRA_GRDL,Republic of Korea,SECOND,BOTHSEX,100.0
2005,SE_TRA_GRDL,Portugal,SECOND,FEMALE,100.0
2005,SE_TRA_GRDL,Portugal,PREPRI,FEMALE,100.0
2005,SE_TRA_GRDL,Portugal,PREPRI,MALE,100.0
2005,SE_TRA_GRDL,Portugal,PREPRI,BOTHSEX,100.0
2006,SE_TRA_GRDL,Portugal,PRIMAR,BOTHSEX,100.0
2006,SE_TRA_GRDL,Portugal,PREPRI,BOTHSEX,100.0
2006,SE_TRA_GRDL,Portugal,PREPRI,MALE,100.0
2006,SE_TRA_GRDL,Portugal,PREPRI,FEMALE,100.0
2006,SE_TRA_GRDL,Portugal,SECOND,FEMALE,100.0
2006,SE_TRA_GRDL,Portugal,SECOND,MALE,100.0
2018,SE_TRA_GRDL,Viet Nam,PRIMAR,FEMALE,99.90091
2018,SE_TRA_GRDL,Viet Nam,PRIMAR,MALE,99.75226
2019,SE_TRA_GRDL,Viet Nam,PRIMAR,FEMALE,99.65341
2019,SE_TRA_GRDL,Viet Nam,LOWSEC,FEMALE,99.55911
2019,SE_TRA_GRDL,Viet Nam,LOWSEC,MALE,99.57483
2019,SE_TRA_GRDL,Viet Nam,PREPRI,MALE,99.77778
2019,SE_TRA_GRDL,Viet Nam,PRIMAR,BOTHSEX,99.52093
2019,SE_TRA_GRDL,Viet Nam,PREPRI,FEMALE,99.75425
2019,SE_TRA_GRDL,Viet Nam,PRIMAR,MALE,99.0599
2019,SE_TRA_GRDL,Viet Nam,LOWSEC,BOTHSEX,99.56409
2006,SE_TRA_GRDL,Portugal,SECOND,BOTHSEX,100.0
2006,SE_TRA_GRDL,Portugal,PRIMAR,MALE,100.0
2006,SE_TRA_GRDL,Portugal,PRIMAR,FEMALE,100.0
2007,SE_TRA_GRDL,Portugal,SECOND,FEMALE,100.0
2007,SE_TRA_GRDL,Portugal,PREPRI,FEMALE,100.0
2007,SE_TRA_GRDL,Portugal,PREPRI,MALE,100.0
2007,SE_TRA_GRDL,Portugal,PREPRI,BOTHSEX,100.0
2007,SE_TRA_GRDL,Portugal,PRIMAR,BOTHSEX,100.0
2007,SE_TRA_GRDL,Portugal,PRIMAR,FEMALE,100.0
2007,SE_TRA_GRDL,Portugal,PRIMAR,MALE,100.0
2016,SE_TRA_GRDL,Republic of Korea,UPPSEC,MALE,100.0
2016,SE_TRA_GRDL,Republic of Korea,SECOND,MALE,100.0
2016,SE_TRA_GRDL,Republic of Korea,UPPSEC,FEMALE,100.0
2016,SE_TRA_GRDL,Republic of Korea,PREPRI,BOTHSEX,100.0
2016,SE_TRA_GRDL,Republic of Korea,PRIMAR,BOTHSEX,100.0
2016,SE_TRA_GRDL,Republic of Korea,PREPRI,MALE,100.0
2016,SE_TRA_GRDL,Republic of Korea,SECOND,FEMALE,100.0
2017,SE_TRA_GRDL,Republic of Korea,SECOND,FEMALE,100.0
2017,SE_TRA_GRDL,Republic of Korea,PREPRI,MALE,100.0
2017,SE_TRA_GRDL,Republic of Korea,PRIMAR,BOTHSEX,100.0
2019,SE_TRA_GRDL,Viet Nam,PREPRI,BOTHSEX,99.75429
2020,SE_TRA_GRDL,Viet Nam,LOWSEC,FEMALE,99.88545
