Year,SeriesCode,Страна ,Value
2022,SH_LGR_ACSRHEC2,Albania,69
2022,SH_LGR_ACSRHEC2,Austria,100
2019,SH_LGR_ACSRHEC2,Armenia,100
2022,SH_LGR_ACSRHEC2,Bosnia and Herzegovina,54
2022,SH_LGR_ACSRHEC2,Bulgaria,85
2022,SH_LGR_ACSRHEC2,Belarus,92
2022,SH_LGR_ACSRHEC2,China,62
2022,SH_LGR_ACSRHEC2,Colombia,92
2022,SH_LGR_ACSRHEC2,Costa Rica,92
2022,SH_LGR_ACSRHEC2,Croatia,92
2022,SH_LGR_ACSRHEC2,Cyprus,85
2022,SH_LGR_ACSRHEC2,Czechia,100
2022,SH_LGR_ACSRHEC2,Denmark,92
2022,SH_LGR_ACSRHEC2,Estonia,100
2022,SH_LGR_ACSRHEC2,Finland,100
2022,SH_LGR_ACSRHEC2,Georgia,85
2022,SH_LGR_ACSRHEC2,Germany,46
2022,SH_LGR_ACSRHEC2,Greece,62
2022,SH_LGR_ACSRHEC2,Hungary,100
2022,SH_LGR_ACSRHEC2,India,85
2022,SH_LGR_ACSRHEC2,Japan,85
2022,SH_LGR_ACSRHEC2,Казахстан,85
2019,SH_LGR_ACSRHEC2,Кыргызстан,92
2019,SH_LGR_ACSRHEC2,Latvia,31
2022,SH_LGR_ACSRHEC2,Lithuania,100
2019,SH_LGR_ACSRHEC2,Malta,100
2022,SH_LGR_ACSRHEC2,Mexico,100
2019,SH_LGR_ACSRHEC2,Republic of Moldova,100
2019,SH_LGR_ACSRHEC2,Montenegro,100
2022,SH_LGR_ACSRHEC2,Netherlands (Kingdom of the),100
2019,SH_LGR_ACSRHEC2,New Zealand,100
2022,SH_LGR_ACSRHEC2,Norway,100
2022,SH_LGR_ACSRHEC2,Poland,100
2022,SH_LGR_ACSRHEC2,Portugal,100
2022,SH_LGR_ACSRHEC2,Romania,100
2022,SH_LGR_ACSRHEC2,Serbia,85
2022,SH_LGR_ACSRHEC2,Slovakia,54
2019,SH_LGR_ACSRHEC2,Viet Nam,77
2022,SH_LGR_ACSRHEC2,Slovenia,85
2019,SH_LGR_ACSRHEC2,Sweden,100
2019,SH_LGR_ACSRHEC2,Switzerland,100
2022,SH_LGR_ACSRHEC2,United Arab Emirates,92
2022,SH_LGR_ACSRHEC2,Türkiye,100
2022,SH_LGR_ACSRHEC2,Туркменистан,92
2022,SH_LGR_ACSRHEC2,Ukraine,77
2022,SH_LGR_ACSRHEC2,North Macedonia,100
2022,SH_LGR_ACSRHEC2,United Kingdom of Great Britain and Northern Ireland,100
2022,SH_LGR_ACSRHEC2,Узбекистан,92
2022,SH_LGR_ACSRHEC2,Узбекистан,92
