Year,SeriesCode,Страна ,Value
2010,AG_LND_FRSTPRCT,Türkiye,31.72
2015,AG_LND_FRSTPRCT,Türkiye,33.44
2016,AG_LND_FRSTPRCT,Türkiye,33.44
2017,AG_LND_FRSTPRCT,Türkiye,33.63
2018,AG_LND_FRSTPRCT,Türkiye,33.86
2019,AG_LND_FRSTPRCT,Türkiye,34.09
2020,AG_LND_FRSTPRCT,Türkiye,34.33
2010,AG_LND_FRSTPRCT,Ukraine,14.05
2015,AG_LND_FRSTPRCT,Ukraine,14.46
2020,AG_LND_FRSTPRCT,Ukraine,14.6
2000,AG_LND_FRSTPRCT,United Kingdom of Great Britain and Northern Ireland,9.19
2010,AG_LND_FRSTPRCT,United Kingdom of Great Britain and Northern Ireland,9.19
2015,AG_LND_FRSTPRCT,United Kingdom of Great Britain and Northern Ireland,9.19
2016,AG_LND_FRSTPRCT,United Kingdom of Great Britain and Northern Ireland,9.19
2017,AG_LND_FRSTPRCT,United Kingdom of Great Britain and Northern Ireland,9.19
2018,AG_LND_FRSTPRCT,United Kingdom of Great Britain and Northern Ireland,9.19
2019,AG_LND_FRSTPRCT,United Kingdom of Great Britain and Northern Ireland,9.19
2020,AG_LND_FRSTPRCT,United Kingdom of Great Britain and Northern Ireland,9.19
2000,AG_LND_FRSTPRCT,Albania,18.91
2010,AG_LND_FRSTPRCT,Albania,20.54
2000,AG_LND_FRSTPRCT,Azerbaijan,34.42
2010,AG_LND_FRSTPRCT,Azerbaijan,34.42
2015,AG_LND_FRSTPRCT,Azerbaijan,34.42
2016,AG_LND_FRSTPRCT,Azerbaijan,34.42
2017,AG_LND_FRSTPRCT,Azerbaijan,34.42
2018,AG_LND_FRSTPRCT,Azerbaijan,34.42
2019,AG_LND_FRSTPRCT,Azerbaijan,34.42
2020,AG_LND_FRSTPRCT,Azerbaijan,34.42
2000,AG_LND_FRSTPRCT,Australia,13.22
2010,AG_LND_FRSTPRCT,Australia,16.73
2015,AG_LND_FRSTPRCT,Australia,17.96
2016,AG_LND_FRSTPRCT,Australia,18.09
2017,AG_LND_FRSTPRCT,Australia,18.09
2018,AG_LND_FRSTPRCT,Australia,18.09
2019,AG_LND_FRSTPRCT,Australia,18.09
2020,AG_LND_FRSTPRCT,Australia,18.09
2010,AG_LND_FRSTPRCT,Austria,18.78
2015,AG_LND_FRSTPRCT,Austria,21.96
2016,AG_LND_FRSTPRCT,Austria,22.18
2017,AG_LND_FRSTPRCT,Austria,22.41
2018,AG_LND_FRSTPRCT,Austria,22.63
2019,AG_LND_FRSTPRCT,Austria,22.63
2020,AG_LND_FRSTPRCT,Austria,22.63
2000,AG_LND_FRSTPRCT,Belgium,3.95
2010,AG_LND_FRSTPRCT,Belgium,3.82
2015,AG_LND_FRSTPRCT,Belgium,26.16
2000,AG_LND_FRSTPRCT,Bulgaria,6.39
2010,AG_LND_FRSTPRCT,Bulgaria,14.92
2015,AG_LND_FRSTPRCT,Bulgaria,18.37
2016,AG_LND_FRSTPRCT,Bulgaria,18.37
2017,AG_LND_FRSTPRCT,Bulgaria,18.37
2018,AG_LND_FRSTPRCT,Bulgaria,18.37
2019,AG_LND_FRSTPRCT,Bulgaria,18.37
2020,AG_LND_FRSTPRCT,Bulgaria,18.37
2000,AG_LND_FRSTPRCT,Belarus,5.64
2010,AG_LND_FRSTPRCT,Belarus,12.67
2015,AG_LND_FRSTPRCT,Belarus,12.93
2016,AG_LND_FRSTPRCT,Belarus,13.2
2017,AG_LND_FRSTPRCT,Belarus,13.53
2018,AG_LND_FRSTPRCT,Belarus,14.27
2019,AG_LND_FRSTPRCT,Belarus,15.03
2020,AG_LND_FRSTPRCT,Belarus,15.8
2000,AG_LND_FRSTPRCT,Canada,5.24
2010,AG_LND_FRSTPRCT,Canada,8.13
2015,AG_LND_FRSTPRCT,Canada,8.5
2016,AG_LND_FRSTPRCT,Canada,8.5
2017,AG_LND_FRSTPRCT,Canada,8.5
2018,AG_LND_FRSTPRCT,Canada,8.5
2019,AG_LND_FRSTPRCT,Canada,8.5
2020,AG_LND_FRSTPRCT,Canada,8.5
2000,AG_LND_FRSTPRCT,Chile,20.3
2010,AG_LND_FRSTPRCT,Chile,20.97
2015,AG_LND_FRSTPRCT,Chile,21.37
2016,AG_LND_FRSTPRCT,Chile,21.28
2017,AG_LND_FRSTPRCT,Chile,21.53
2018,AG_LND_FRSTPRCT,Chile,21.62
2019,AG_LND_FRSTPRCT,Chile,21.62
2020,AG_LND_FRSTPRCT,Chile,21.62
2000,AG_LND_FRSTPRCT,China,7.84
2010,AG_LND_FRSTPRCT,China,13.07
2015,AG_LND_FRSTPRCT,China,13.6
2016,AG_LND_FRSTPRCT,China,13.91
2017,AG_LND_FRSTPRCT,China,14.41
2018,AG_LND_FRSTPRCT,China,14.42
2019,AG_LND_FRSTPRCT,China,14.43
2020,AG_LND_FRSTPRCT,China,14.43
2000,AG_LND_FRSTPRCT,Colombia,15.17
2010,AG_LND_FRSTPRCT,Colombia,19.99
2015,AG_LND_FRSTPRCT,Colombia,20.41
2016,AG_LND_FRSTPRCT,Colombia,20.5
2017,AG_LND_FRSTPRCT,Colombia,20.7
2018,AG_LND_FRSTPRCT,Colombia,20.7
2019,AG_LND_FRSTPRCT,Colombia,20.7
2020,AG_LND_FRSTPRCT,Colombia,20.7
2015,AG_LND_FRSTPRCT,Costa Rica,42.86
2016,AG_LND_FRSTPRCT,Costa Rica,42.86
2017,AG_LND_FRSTPRCT,Costa Rica,42.86
2018,AG_LND_FRSTPRCT,Costa Rica,44.08
2019,AG_LND_FRSTPRCT,Costa Rica,44.08
2020,AG_LND_FRSTPRCT,Costa Rica,44.08
2000,AG_LND_FRSTPRCT,Croatia,2.03
2010,AG_LND_FRSTPRCT,Croatia,2.81
2015,AG_LND_FRSTPRCT,Croatia,2.81
2016,AG_LND_FRSTPRCT,Croatia,2.87
2017,AG_LND_FRSTPRCT,Croatia,2.87
2018,AG_LND_FRSTPRCT,Croatia,2.87
2019,AG_LND_FRSTPRCT,Croatia,2.87
2020,AG_LND_FRSTPRCT,Croatia,2.87
