Year,SeriesCode,Страна ,Sex,Value
2016,SI_COV_DISAB,Norway,MALE,100.0
2016,SI_COV_DISAB,Norway,FEMALE,100.0
2016,SI_COV_DISAB,Norway,BOTHSEX,100.0
2017,SI_COV_DISAB,Norway,BOTHSEX,100.0
2020,SI_COV_DISAB,Norway,MALE,100.0
2020,SI_COV_DISAB,Norway,FEMALE,100.0
2020,SI_COV_DISAB,Norway,BOTHSEX,100.0
2013,SI_COV_DISAB,Poland,FEMALE,99.2
2013,SI_COV_DISAB,Poland,BOTHSEX,100.0
2013,SI_COV_DISAB,Poland,MALE,100.0
2014,SI_COV_DISAB,Poland,BOTHSEX,100.0
2014,SI_COV_DISAB,Poland,FEMALE,96.3
2014,SI_COV_DISAB,Poland,MALE,100.0
2016,SI_COV_DISAB,Poland,MALE,100.0
2016,SI_COV_DISAB,Poland,FEMALE,99.3
2016,SI_COV_DISAB,Poland,BOTHSEX,100.0
2017,SI_COV_DISAB,Poland,BOTHSEX,100.0
2020,SI_COV_DISAB,Poland,FEMALE,100.0
2020,SI_COV_DISAB,Poland,MALE,100.0
2020,SI_COV_DISAB,Poland,BOTHSEX,100.0
2013,SI_COV_DISAB,Portugal,FEMALE,58.2
2013,SI_COV_DISAB,Portugal,BOTHSEX,61.4
2013,SI_COV_DISAB,Portugal,MALE,65.0
2014,SI_COV_DISAB,Portugal,MALE,63.1
2014,SI_COV_DISAB,Portugal,FEMALE,55.4
2014,SI_COV_DISAB,Portugal,BOTHSEX,59.0
2016,SI_COV_DISAB,Portugal,BOTHSEX,89.2
2019,SI_COV_DISAB,Portugal,BOTHSEX,89.0
2020,SI_COV_DISAB,Portugal,BOTHSEX,89.0
2016,SI_COV_DISAB,Romania,BOTHSEX,100.0
2017,SI_COV_DISAB,Romania,BOTHSEX,100.0
2020,SI_COV_DISAB,Romania,MALE,100.0
2020,SI_COV_DISAB,Romania,BOTHSEX,100.0
2020,SI_COV_DISAB,Romania,FEMALE,100.0
2021,SI_COV_DISAB,Serbia,BOTHSEX,84.7
2013,SI_COV_DISAB,Slovakia,MALE,100.0
2013,SI_COV_DISAB,Slovakia,FEMALE,100.0
2013,SI_COV_DISAB,Slovakia,BOTHSEX,100.0
2014,SI_COV_DISAB,Slovakia,MALE,100.0
2014,SI_COV_DISAB,Slovakia,FEMALE,100.0
2014,SI_COV_DISAB,Slovakia,BOTHSEX,100.0
2016,SI_COV_DISAB,Slovakia,BOTHSEX,100.0
2017,SI_COV_DISAB,Slovakia,BOTHSEX,100.0
2020,SI_COV_DISAB,Slovakia,BOTHSEX,100.0
2020,SI_COV_DISAB,Slovakia,FEMALE,100.0
2020,SI_COV_DISAB,Slovakia,MALE,100.0
2016,SI_COV_DISAB,Viet Nam,BOTHSEX,9.7
2017,SI_COV_DISAB,Viet Nam,BOTHSEX,9.0
2020,SI_COV_DISAB,Viet Nam,BOTHSEX,83.5
2013,SI_COV_DISAB,Slovenia,BOTHSEX,100.0
2014,SI_COV_DISAB,Slovenia,BOTHSEX,100.0
2016,SI_COV_DISAB,Slovenia,BOTHSEX,100.0
2017,SI_COV_DISAB,Slovenia,BOTHSEX,100.0
2020,SI_COV_DISAB,Slovenia,FEMALE,100.0
2020,SI_COV_DISAB,Slovenia,MALE,100.0
2020,SI_COV_DISAB,Slovenia,BOTHSEX,100.0
2013,SI_COV_DISAB,Spain,BOTHSEX,81.2
2013,SI_COV_DISAB,Spain,MALE,100.0
2013,SI_COV_DISAB,Spain,FEMALE,60.7
2014,SI_COV_DISAB,Spain,FEMALE,60.5
2014,SI_COV_DISAB,Spain,MALE,100.0
2014,SI_COV_DISAB,Spain,BOTHSEX,81.0
2016,SI_COV_DISAB,Spain,BOTHSEX,83.5
2017,SI_COV_DISAB,Spain,BOTHSEX,77.3
2020,SI_COV_DISAB,Spain,BOTHSEX,77.3
2016,SI_COV_DISAB,Sweden,BOTHSEX,100.0
2017,SI_COV_DISAB,Sweden,BOTHSEX,100.0
2020,SI_COV_DISAB,Sweden,BOTHSEX,100.0
2020,SI_COV_DISAB,Sweden,FEMALE,100.0
2020,SI_COV_DISAB,Sweden,MALE,100.0
2013,SI_COV_DISAB,Switzerland,FEMALE,85.2
2013,SI_COV_DISAB,Switzerland,MALE,99.5
2013,SI_COV_DISAB,Switzerland,BOTHSEX,92.3
2014,SI_COV_DISAB,Switzerland,MALE,97.9
2014,SI_COV_DISAB,Switzerland,FEMALE,83.7
2014,SI_COV_DISAB,Switzerland,BOTHSEX,90.7
2016,SI_COV_DISAB,Switzerland,FEMALE,100.0
2016,SI_COV_DISAB,Switzerland,BOTHSEX,100.0
2016,SI_COV_DISAB,Switzerland,MALE,100.0
2017,SI_COV_DISAB,Switzerland,BOTHSEX,96.9
2020,SI_COV_DISAB,Switzerland,BOTHSEX,96.9
2020,SI_COV_DISAB,Таджикистан,BOTHSEX,49.0
2020,SI_COV_DISAB,United Arab Emirates,BOTHSEX,1.8
2013,SI_COV_DISAB,Türkiye,FEMALE,1.3
2013,SI_COV_DISAB,Türkiye,BOTHSEX,5.1
2013,SI_COV_DISAB,Türkiye,MALE,9.0
2014,SI_COV_DISAB,Türkiye,BOTHSEX,5.4
2014,SI_COV_DISAB,Türkiye,MALE,9.6
2014,SI_COV_DISAB,Türkiye,FEMALE,1.4
2016,SI_COV_DISAB,Türkiye,BOTHSEX,5.0
2017,SI_COV_DISAB,Türkiye,BOTHSEX,5.6
2020,SI_COV_DISAB,Türkiye,BOTHSEX,5.6
2021,SI_COV_DISAB,Туркменистан,BOTHSEX,87.7
2021,SI_COV_DISAB,Туркменистан,FEMALE,94.2
2021,SI_COV_DISAB,Туркменистан,MALE,81.2
2018,SI_COV_DISAB,Ukraine,BOTHSEX,100.0
2020,SI_COV_DISAB,Ukraine,MALE,100.0
2020,SI_COV_DISAB,Ukraine,FEMALE,100.0
2020,SI_COV_DISAB,Ukraine,BOTHSEX,100.0
2020,SI_COV_DISAB,North Macedonia,MALE,100.0
2020,SI_COV_DISAB,North Macedonia,FEMALE,100.0
2020,SI_COV_DISAB,North Macedonia,BOTHSEX,100.0
2016,SI_COV_DISAB,United Kingdom of Great Britain and Northern Ireland,BOTHSEX,100.0
2017,SI_COV_DISAB,United Kingdom of Great Britain and Northern Ireland,BOTHSEX,100.0
2020,SI_COV_DISAB,United Kingdom of Great Britain and Northern Ireland,BOTHSEX,100.0
2020,SI_COV_DISAB,United Kingdom of Great Britain and Northern Ireland,FEMALE,100.0
2020,SI_COV_DISAB,United Kingdom of Great Britain and Northern Ireland,MALE,100.0
2017,SI_COV_DISAB,Узбекистан,BOTHSEX,33.0
2021,SI_COV_DISAB,Albania,FEMALE,100.0
2021,SI_COV_DISAB,Albania,MALE,100.0
2021,SI_COV_DISAB,Albania,BOTHSEX,100.0
2016,SI_COV_DISAB,Azerbaijan,BOTHSEX,100.0
2017,SI_COV_DISAB,Azerbaijan,BOTHSEX,100.0
2018,SI_COV_DISAB,Azerbaijan,BOTHSEX,100.0
2020,SI_COV_DISAB,Azerbaijan,BOTHSEX,100.0
2020,SI_COV_DISAB,Azerbaijan,FEMALE,100.0
2020,SI_COV_DISAB,Azerbaijan,MALE,100.0
2013,SI_COV_DISAB,Australia,FEMALE,100.0
2013,SI_COV_DISAB,Australia,BOTHSEX,100.0
2013,SI_COV_DISAB,Australia,MALE,100.0
2014,SI_COV_DISAB,Australia,BOTHSEX,100.0
2014,SI_COV_DISAB,Australia,FEMALE,100.0
2014,SI_COV_DISAB,Australia,MALE,100.0
2017,SI_COV_DISAB,Australia,BOTHSEX,100.0
2020,SI_COV_DISAB,Australia,BOTHSEX,100.0
2020,SI_COV_DISAB,Australia,MALE,100.0
2020,SI_COV_DISAB,Australia,FEMALE,100.0
2013,SI_COV_DISAB,Austria,MALE,100.0
2013,SI_COV_DISAB,Austria,BOTHSEX,89.2
2013,SI_COV_DISAB,Austria,FEMALE,53.6
2014,SI_COV_DISAB,Austria,MALE,100.0
2014,SI_COV_DISAB,Austria,FEMALE,48.1
2014,SI_COV_DISAB,Austria,BOTHSEX,82.2
2019,SI_COV_DISAB,Austria,BOTHSEX,100.0
2020,SI_COV_DISAB,Austria,FEMALE,100.0
2020,SI_COV_DISAB,Austria,BOTHSEX,100.0
2020,SI_COV_DISAB,Austria,MALE,100.0
2016,SI_COV_DISAB,Armenia,BOTHSEX,100.0
2017,SI_COV_DISAB,Armenia,BOTHSEX,100.0
2018,SI_COV_DISAB,Armenia,BOTHSEX,100.0
2020,SI_COV_DISAB,Armenia,FEMALE,100.0
2020,SI_COV_DISAB,Armenia,MALE,100.0
2020,SI_COV_DISAB,Armenia,BOTHSEX,100.0
2013,SI_COV_DISAB,Belgium,FEMALE,100.0
2013,SI_COV_DISAB,Belgium,BOTHSEX,100.0
2013,SI_COV_DISAB,Belgium,MALE,100.0
2014,SI_COV_DISAB,Belgium,MALE,100.0
2014,SI_COV_DISAB,Belgium,FEMALE,100.0
2014,SI_COV_DISAB,Belgium,BOTHSEX,100.0
2016,SI_COV_DISAB,Belgium,MALE,100.0
2016,SI_COV_DISAB,Belgium,BOTHSEX,100.0
2016,SI_COV_DISAB,Belgium,FEMALE,100.0
2017,SI_COV_DISAB,Belgium,BOTHSEX,100.0
2020,SI_COV_DISAB,Belgium,MALE,100.0
2020,SI_COV_DISAB,Belgium,FEMALE,100.0
2020,SI_COV_DISAB,Belgium,BOTHSEX,100.0
2020,SI_COV_DISAB,Bosnia and Herzegovina,MALE,100.0
2020,SI_COV_DISAB,Bosnia and Herzegovina,FEMALE,100.0
2020,SI_COV_DISAB,Bosnia and Herzegovina,BOTHSEX,100.0
2013,SI_COV_DISAB,Bulgaria,MALE,100.0
2013,SI_COV_DISAB,Bulgaria,BOTHSEX,100.0
2013,SI_COV_DISAB,Bulgaria,FEMALE,100.0
2014,SI_COV_DISAB,Bulgaria,BOTHSEX,100.0
2014,SI_COV_DISAB,Bulgaria,FEMALE,100.0
2014,SI_COV_DISAB,Bulgaria,MALE,100.0
2017,SI_COV_DISAB,Bulgaria,BOTHSEX,100.0
2020,SI_COV_DISAB,Bulgaria,FEMALE,100.0
2020,SI_COV_DISAB,Bulgaria,BOTHSEX,100.0
2020,SI_COV_DISAB,Bulgaria,MALE,100.0
2020,SI_COV_DISAB,Belarus,MALE,100.0
2020,SI_COV_DISAB,Belarus,BOTHSEX,100.0
2020,SI_COV_DISAB,Belarus,FEMALE,100.0
2016,SI_COV_DISAB,Canada,BOTHSEX,67.2
2019,SI_COV_DISAB,Canada,BOTHSEX,68.0
2020,SI_COV_DISAB,Canada,BOTHSEX,68.0
2016,SI_COV_DISAB,Chile,BOTHSEX,100.0
2020,SI_COV_DISAB,Chile,BOTHSEX,99.4
