Year,SeriesCode,Страна ,Value
2000,NY_GDP_MKTP_KD_ZG,Albania,6.94622
2001,NY_GDP_MKTP_KD_ZG,Albania,8.29331
2002,NY_GDP_MKTP_KD_ZG,Albania,4.53652
2003,NY_GDP_MKTP_KD_ZG,Albania,5.52864
2004,NY_GDP_MKTP_KD_ZG,Albania,5.51467
2005,NY_GDP_MKTP_KD_ZG,Albania,5.52642
2006,NY_GDP_MKTP_KD_ZG,Albania,5.90266
2007,NY_GDP_MKTP_KD_ZG,Albania,5.98326
2008,NY_GDP_MKTP_KD_ZG,Albania,7.50004
2009,NY_GDP_MKTP_KD_ZG,Albania,3.35429
2010,NY_GDP_MKTP_KD_ZG,Albania,3.70694
2011,NY_GDP_MKTP_KD_ZG,Albania,2.54541
2012,NY_GDP_MKTP_KD_ZG,Albania,1.41724
2018,NY_GDP_MKTP_KD_ZG,Canada,2.77704
2019,NY_GDP_MKTP_KD_ZG,Canada,1.87959
2020,NY_GDP_MKTP_KD_ZG,Canada,-5.23302
2021,NY_GDP_MKTP_KD_ZG,Canada,4.54089
2000,NY_GDP_MKTP_KD_ZG,Chile,4.97162
2001,NY_GDP_MKTP_KD_ZG,Chile,3.15403
2002,NY_GDP_MKTP_KD_ZG,Chile,3.2028
2003,NY_GDP_MKTP_KD_ZG,Chile,4.72325
2004,NY_GDP_MKTP_KD_ZG,Chile,6.67425
2005,NY_GDP_MKTP_KD_ZG,Chile,5.83705
2006,NY_GDP_MKTP_KD_ZG,Chile,6.04999
2007,NY_GDP_MKTP_KD_ZG,Chile,5.16823
2008,NY_GDP_MKTP_KD_ZG,Chile,3.78939
2018,NY_GDP_MKTP_KD_ZG,Israel,4.07032
2019,NY_GDP_MKTP_KD_ZG,Israel,4.15614
2020,NY_GDP_MKTP_KD_ZG,Israel,-1.85729
2021,NY_GDP_MKTP_KD_ZG,Israel,8.61199
2000,NY_GDP_MKTP_KD_ZG,Italy,3.78696
2001,NY_GDP_MKTP_KD_ZG,Italy,1.95137
2002,NY_GDP_MKTP_KD_ZG,Italy,0.25394
2003,NY_GDP_MKTP_KD_ZG,Italy,0.13863
2004,NY_GDP_MKTP_KD_ZG,Italy,1.42359
2005,NY_GDP_MKTP_KD_ZG,Italy,0.81785
2006,NY_GDP_MKTP_KD_ZG,Italy,1.79064
2007,NY_GDP_MKTP_KD_ZG,Italy,1.48707
2008,NY_GDP_MKTP_KD_ZG,Italy,-0.96201
2009,NY_GDP_MKTP_KD_ZG,Chile,-1.11804
2010,NY_GDP_MKTP_KD_ZG,Chile,5.85165
2011,NY_GDP_MKTP_KD_ZG,Chile,6.2239
2012,NY_GDP_MKTP_KD_ZG,Chile,6.15534
2013,NY_GDP_MKTP_KD_ZG,Chile,3.30851
2014,NY_GDP_MKTP_KD_ZG,Chile,1.79265
2015,NY_GDP_MKTP_KD_ZG,Chile,2.15194
2016,NY_GDP_MKTP_KD_ZG,Chile,1.75304
2017,NY_GDP_MKTP_KD_ZG,Chile,1.3577
2018,NY_GDP_MKTP_KD_ZG,Chile,3.99003
2019,NY_GDP_MKTP_KD_ZG,Chile,0.77054
2020,NY_GDP_MKTP_KD_ZG,Chile,-5.97822
2021,NY_GDP_MKTP_KD_ZG,Chile,11.66822
2009,NY_GDP_MKTP_KD_ZG,Italy,-5.28094
2010,NY_GDP_MKTP_KD_ZG,Italy,1.7133
2011,NY_GDP_MKTP_KD_ZG,Italy,0.70733
2012,NY_GDP_MKTP_KD_ZG,Italy,-2.98091
2013,NY_GDP_MKTP_KD_ZG,Italy,-1.84107
2014,NY_GDP_MKTP_KD_ZG,Italy,-0.00455
2015,NY_GDP_MKTP_KD_ZG,Italy,0.7783
2016,NY_GDP_MKTP_KD_ZG,Italy,1.29346
2017,NY_GDP_MKTP_KD_ZG,Italy,1.66786
2018,NY_GDP_MKTP_KD_ZG,Italy,0.92581
2019,NY_GDP_MKTP_KD_ZG,Italy,0.4832
2020,NY_GDP_MKTP_KD_ZG,Italy,-9.03995
2021,NY_GDP_MKTP_KD_ZG,Italy,6.73728
2000,NY_GDP_MKTP_KD_ZG,China,8.49009
2001,NY_GDP_MKTP_KD_ZG,China,8.33573
2002,NY_GDP_MKTP_KD_ZG,China,9.13363
2003,NY_GDP_MKTP_KD_ZG,China,10.03803
2004,NY_GDP_MKTP_KD_ZG,China,10.11362
2005,NY_GDP_MKTP_KD_ZG,China,11.39459
2006,NY_GDP_MKTP_KD_ZG,China,12.72096
2007,NY_GDP_MKTP_KD_ZG,China,14.23086
2008,NY_GDP_MKTP_KD_ZG,China,9.65068
2009,NY_GDP_MKTP_KD_ZG,China,9.39873
2010,NY_GDP_MKTP_KD_ZG,China,10.63587
2011,NY_GDP_MKTP_KD_ZG,China,9.55083
2012,NY_GDP_MKTP_KD_ZG,China,7.86374
2000,NY_GDP_MKTP_KD_ZG,Japan,2.76465
2001,NY_GDP_MKTP_KD_ZG,Japan,0.3861
2002,NY_GDP_MKTP_KD_ZG,Japan,0.04196
2003,NY_GDP_MKTP_KD_ZG,Japan,1.53513
2004,NY_GDP_MKTP_KD_ZG,Japan,2.18612
2005,NY_GDP_MKTP_KD_ZG,Japan,1.8039
2006,NY_GDP_MKTP_KD_ZG,Japan,1.37235
2007,NY_GDP_MKTP_KD_ZG,Japan,1.48397
2008,NY_GDP_MKTP_KD_ZG,Japan,-1.22429
2009,NY_GDP_MKTP_KD_ZG,Japan,-5.69324
2010,NY_GDP_MKTP_KD_ZG,Japan,4.09792
2011,NY_GDP_MKTP_KD_ZG,Japan,0.02381
2012,NY_GDP_MKTP_KD_ZG,Japan,1.37475
