Year,SeriesCode,Страна ,Value
2000,NY_GDP_PCAP,Albania,7.5
2001,NY_GDP_PCAP,Albania,9.27
2002,NY_GDP_PCAP,Albania,5.54
2003,NY_GDP_PCAP,Albania,6.57
2004,NY_GDP_PCAP,Albania,6.56
2005,NY_GDP_PCAP,Albania,6.57
2006,NY_GDP_PCAP,Albania,6.93
2007,NY_GDP_PCAP,Albania,6.96
2008,NY_GDP_PCAP,Albania,8.39
2009,NY_GDP_PCAP,Albania,4.1
2010,NY_GDP_PCAP,Albania,4.32
2011,NY_GDP_PCAP,Albania,3.0
2000,NY_GDP_PCAP,Greece,3.5
2001,NY_GDP_PCAP,Greece,3.81
2002,NY_GDP_PCAP,Greece,3.69
2003,NY_GDP_PCAP,Greece,5.66
2004,NY_GDP_PCAP,Greece,5.02
2005,NY_GDP_PCAP,Greece,0.61
2006,NY_GDP_PCAP,Greece,5.72
2007,NY_GDP_PCAP,Greece,3.41
2008,NY_GDP_PCAP,Greece,-0.17
2009,NY_GDP_PCAP,Greece,-4.14
2010,NY_GDP_PCAP,Greece,-5.29
2011,NY_GDP_PCAP,Greece,-9.91
2012,NY_GDP_PCAP,Albania,1.71
2013,NY_GDP_PCAP,Albania,1.18
2014,NY_GDP_PCAP,Albania,1.88
2015,NY_GDP_PCAP,Albania,2.28
2016,NY_GDP_PCAP,Albania,3.37
2017,NY_GDP_PCAP,Albania,3.86
2018,NY_GDP_PCAP,Albania,4.1
2019,NY_GDP_PCAP,Albania,2.2
2020,NY_GDP_PCAP,Albania,-3.24
2021,NY_GDP_PCAP,Albania,9.01
2000,NY_GDP_PCAP,Azerbaijan,9.89
2001,NY_GDP_PCAP,Azerbaijan,8.69
2002,NY_GDP_PCAP,Azerbaijan,9.38
2003,NY_GDP_PCAP,Azerbaijan,9.97
2004,NY_GDP_PCAP,Azerbaijan,8.94
2005,NY_GDP_PCAP,Azerbaijan,24.96
2006,NY_GDP_PCAP,Azerbaijan,32.81
2007,NY_GDP_PCAP,Azerbaijan,23.43
2008,NY_GDP_PCAP,Azerbaijan,9.27
2009,NY_GDP_PCAP,Azerbaijan,7.86
2010,NY_GDP_PCAP,Azerbaijan,3.66
2011,NY_GDP_PCAP,Azerbaijan,-1.23
2012,NY_GDP_PCAP,Azerbaijan,0.8
2013,NY_GDP_PCAP,Azerbaijan,4.39
2012,NY_GDP_PCAP,Greece,-6.74
2013,NY_GDP_PCAP,Greece,-2.08
2014,NY_GDP_PCAP,Greece,0.95
2015,NY_GDP_PCAP,Greece,0.32
2016,NY_GDP_PCAP,Greece,0.04
2017,NY_GDP_PCAP,Greece,1.64
2018,NY_GDP_PCAP,Greece,2.23
2019,NY_GDP_PCAP,Greece,2.46
2020,NY_GDP_PCAP,Greece,-8.47
2021,NY_GDP_PCAP,Greece,9.13
2000,NY_GDP_PCAP,Hungary,4.77
2001,NY_GDP_PCAP,Hungary,4.32
2002,NY_GDP_PCAP,Hungary,5.05
2003,NY_GDP_PCAP,Hungary,4.39
2004,NY_GDP_PCAP,Hungary,5.25
2005,NY_GDP_PCAP,Hungary,4.51
2006,NY_GDP_PCAP,Hungary,4.12
2007,NY_GDP_PCAP,Hungary,0.44
2008,NY_GDP_PCAP,Hungary,1.18
2009,NY_GDP_PCAP,Hungary,-6.46
2010,NY_GDP_PCAP,Hungary,1.3
2011,NY_GDP_PCAP,Hungary,2.21
2012,NY_GDP_PCAP,Hungary,-0.94
2013,NY_GDP_PCAP,Hungary,2.09
2014,NY_GDP_PCAP,Azerbaijan,1.41
2015,NY_GDP_PCAP,Azerbaijan,-0.13
2016,NY_GDP_PCAP,Azerbaijan,-4.23
2017,NY_GDP_PCAP,Azerbaijan,-0.87
2018,NY_GDP_PCAP,Azerbaijan,0.66
2019,NY_GDP_PCAP,Azerbaijan,1.68
2020,NY_GDP_PCAP,Azerbaijan,-4.73
2021,NY_GDP_PCAP,Azerbaijan,5.29
2000,NY_GDP_PCAP,Australia,0.88
2001,NY_GDP_PCAP,Australia,2.75
2002,NY_GDP_PCAP,Australia,1.91
2003,NY_GDP_PCAP,Australia,3.04
2004,NY_GDP_PCAP,Australia,1.98
2005,NY_GDP_PCAP,Australia,1.48
2006,NY_GDP_PCAP,Australia,2.28
2007,NY_GDP_PCAP,Australia,1.76
2008,NY_GDP_PCAP,Australia,-0.13
2009,NY_GDP_PCAP,Australia,0.26
2010,NY_GDP_PCAP,Australia,0.73
