Year,SeriesCode,Country,Value
2018,SG_PLN_MSTKSDG_P,Australia,1
2016,SG_PLN_MSTKSDG_P,Austria,1
2018,SG_PLN_MSTKSDG_P,Austria,1
2016,SG_PLN_MSTKSDG_P,Belgium,1
2018,SG_PLN_MSTKSDG_P,Canada,1
2016,SG_PLN_MSTKSDG_P,China,1
2018,SG_PLN_MSTKSDG_P,China,1
2018,SG_PLN_MSTKSDG_P,Finland,1
2018,SG_PLN_MSTKSDG_P,Germany,1
2018,SG_PLN_MSTKSDG_P,Greece,1
2016,SG_PLN_MSTKSDG_P,Iceland,1
2018,SG_PLN_MSTKSDG_P,Iceland,1
2018,SG_PLN_MSTKSDG_P,Ireland,1
2018,SG_PLN_MSTKSDG_P,Japan,1
2016,SG_PLN_MSTKSDG_P,Republic of Korea,1
2016,SG_PLN_MSTKSDG_P,Lithuania,1
2016,SG_PLN_MSTKSDG_P,Luxembourg,1
2018,SG_PLN_MSTKSDG_P,Mexico,1
2016,SG_PLN_MSTKSDG_P,Netherlands (Kingdom of the),1
2016,SG_PLN_MSTKSDG_P,New Zealand,1
2018,SG_PLN_MSTKSDG_P,Norway,1
2018,SG_PLN_MSTKSDG_P,Poland,1
2016,SG_PLN_MSTKSDG_P,Romania,1
2016,SG_PLN_MSTKSDG_P,Slovakia,1
2018,SG_PLN_MSTKSDG_P,Slovakia,1
2016,SG_PLN_MSTKSDG_P,Spain,1
2018,SG_PLN_MSTKSDG_P,Spain,1
2018,SG_PLN_MSTKSDG_P,Sweden,1
2016,SG_PLN_MSTKSDG_P,Switzerland,1
2018,SG_PLN_MSTKSDG_P,Switzerland,1
2018,SG_PLN_MSTKSDG_P,United Arab Emirates,1
2016,SG_PLN_MSTKSDG_P,Türkiye,1
2016,SG_PLN_MSTKSDG_P,Türkiye,1
