Year,SeriesCode,Country,Sex,Value
2010,SH_STA_POISN,Armenia,Female,0.6
2010,SH_STA_POISN,Armenia,Male,1.8
2010,SH_STA_POISN,Armenia,Both sexes,1.2
2015,SH_STA_POISN,Armenia,Both sexes,0.9
2015,SH_STA_POISN,Armenia,Female,1.0
2015,SH_STA_POISN,Armenia,Male,0.8
2019,SH_STA_POISN,Armenia,Both sexes,0.7
2019,SH_STA_POISN,Armenia,Female,0.5
2019,SH_STA_POISN,Armenia,Male,0.8
2000,SH_STA_POISN,Belgium,Both sexes,0.5
2000,SH_STA_POISN,Belgium,Female,0.4
2000,SH_STA_POISN,Belgium,Male,0.6
2005,SH_STA_POISN,Belgium,Both sexes,0.5
2005,SH_STA_POISN,Belgium,Male,0.5
2005,SH_STA_POISN,Belgium,Female,0.4
2010,SH_STA_POISN,Belgium,Both sexes,0.6
2010,SH_STA_POISN,Belgium,Female,0.5
2010,SH_STA_POISN,Belgium,Male,0.6
2015,SH_STA_POISN,Belgium,Male,0.5
2015,SH_STA_POISN,Belgium,Both sexes,0.4
2015,SH_STA_POISN,Belgium,Female,0.4
2019,SH_STA_POISN,Belgium,Both sexes,0.4
2019,SH_STA_POISN,Belgium,Female,0.3
2019,SH_STA_POISN,Belgium,Male,0.4
2000,SH_STA_POISN,Bosnia and Herzegovina,Male,1.0
2000,SH_STA_POISN,Bosnia and Herzegovina,Both sexes,0.7
2000,SH_STA_POISN,Bosnia and Herzegovina,Female,0.4
2000,SH_STA_POISN,Serbia,Male,0.7
2000,SH_STA_POISN,Serbia,Both sexes,0.5
2000,SH_STA_POISN,Serbia,Female,0.3
2005,SH_STA_POISN,Serbia,Both sexes,0.6
2005,SH_STA_POISN,Serbia,Female,0.3
2005,SH_STA_POISN,Serbia,Male,0.9
2010,SH_STA_POISN,Serbia,Both sexes,0.6
2010,SH_STA_POISN,Serbia,Female,0.4
2010,SH_STA_POISN,Serbia,Male,0.8
2005,SH_STA_POISN,Bosnia and Herzegovina,Both sexes,0.5
2005,SH_STA_POISN,Bosnia and Herzegovina,Female,0.3
2005,SH_STA_POISN,Bosnia and Herzegovina,Male,0.6
2010,SH_STA_POISN,Bosnia and Herzegovina,Both sexes,0.4
2010,SH_STA_POISN,Bosnia and Herzegovina,Female,0.3
2010,SH_STA_POISN,Bosnia and Herzegovina,Male,0.5
2015,SH_STA_POISN,Bosnia and Herzegovina,Both sexes,0.4
2015,SH_STA_POISN,Bosnia and Herzegovina,Female,0.3
2015,SH_STA_POISN,Bosnia and Herzegovina,Male,0.5
2015,SH_STA_POISN,Serbia,Both sexes,0.4
2015,SH_STA_POISN,Serbia,Male,0.4
2015,SH_STA_POISN,Serbia,Female,0.3
2019,SH_STA_POISN,Serbia,Both sexes,0.3
2019,SH_STA_POISN,Serbia,Female,0.2
2019,SH_STA_POISN,Serbia,Male,0.3
2000,SH_STA_POISN,Slovakia,Both sexes,1.1
2000,SH_STA_POISN,Slovakia,Female,0.3
2000,SH_STA_POISN,Slovakia,Male,1.9
2019,SH_STA_POISN,Bosnia and Herzegovina,Female,0.3
2019,SH_STA_POISN,Bosnia and Herzegovina,Male,0.5
2019,SH_STA_POISN,Bosnia and Herzegovina,Both sexes,0.4
2000,SH_STA_POISN,Bulgaria,Both sexes,1.0
2000,SH_STA_POISN,Bulgaria,Female,0.5
2000,SH_STA_POISN,Bulgaria,Male,1.5
2005,SH_STA_POISN,Bulgaria,Both sexes,1.1
2005,SH_STA_POISN,Bulgaria,Female,0.5
2005,SH_STA_POISN,Bulgaria,Male,1.8
2005,SH_STA_POISN,Slovakia,Female,0.4
2005,SH_STA_POISN,Slovakia,Male,1.0
2005,SH_STA_POISN,Slovakia,Both sexes,0.7
2010,SH_STA_POISN,Slovakia,Female,0.4
2010,SH_STA_POISN,Slovakia,Male,0.9
2010,SH_STA_POISN,Slovakia,Both sexes,0.6
2015,SH_STA_POISN,Slovakia,Both sexes,0.6
2015,SH_STA_POISN,Slovakia,Female,0.3
2015,SH_STA_POISN,Slovakia,Male,0.8
2019,SH_STA_POISN,Slovakia,Both sexes,0.5
2019,SH_STA_POISN,Slovakia,Male,0.8
2019,SH_STA_POISN,Slovakia,Female,0.3
2000,SH_STA_POISN,Viet Nam,Both sexes,1.2
2000,SH_STA_POISN,Viet Nam,Female,0.4
2000,SH_STA_POISN,Viet Nam,Male,2.1
2005,SH_STA_POISN,Viet Nam,Both sexes,1.1
2005,SH_STA_POISN,Viet Nam,Female,0.4
2005,SH_STA_POISN,Viet Nam,Male,1.8
2010,SH_STA_POISN,Viet Nam,Both sexes,1.1
2010,SH_STA_POISN,Viet Nam,Female,0.3
2010,SH_STA_POISN,Viet Nam,Male,1.8
2015,SH_STA_POISN,Viet Nam,Both sexes,0.9
2015,SH_STA_POISN,Viet Nam,Female,0.2
2015,SH_STA_POISN,Viet Nam,Male,1.6
2019,SH_STA_POISN,Viet Nam,Male,1.5
2019,SH_STA_POISN,Viet Nam,Both sexes,0.9
2019,SH_STA_POISN,Viet Nam,Female,0.2
2000,SH_STA_POISN,Slovenia,Both sexes,0.5
2000,SH_STA_POISN,Slovenia,Female,0.1
2000,SH_STA_POISN,Slovenia,Male,0.9
2005,SH_STA_POISN,Slovenia,Both sexes,0.6
2005,SH_STA_POISN,Slovenia,Male,0.9
2005,SH_STA_POISN,Slovenia,Female,0.2
2010,SH_STA_POISN,Slovenia,Both sexes,0.5
2010,SH_STA_POISN,Slovenia,Female,0.2
2010,SH_STA_POISN,Slovenia,Male,0.7
2010,SH_STA_POISN,Bulgaria,Male,1.3
2010,SH_STA_POISN,Bulgaria,Both sexes,0.8
2010,SH_STA_POISN,Bulgaria,Female,0.3
2015,SH_STA_POISN,Bulgaria,Both sexes,0.8
2015,SH_STA_POISN,Bulgaria,Female,0.6
2015,SH_STA_POISN,Bulgaria,Male,0.9
2019,SH_STA_POISN,Bulgaria,Both sexes,0.5
2019,SH_STA_POISN,Bulgaria,Male,0.7
2019,SH_STA_POISN,Bulgaria,Female,0.4
2000,SH_STA_POISN,Albania,Both sexes,0.8
2000,SH_STA_POISN,Albania,Female,0.6
2000,SH_STA_POISN,Albania,Male,1.0
2005,SH_STA_POISN,Albania,Male,0.7
2005,SH_STA_POISN,Albania,Both sexes,0.6
2005,SH_STA_POISN,Albania,Female,0.4
2010,SH_STA_POISN,Albania,Both sexes,0.5
2010,SH_STA_POISN,Albania,Female,0.4
2010,SH_STA_POISN,Albania,Male,0.6
2000,SH_STA_POISN,Belarus,Female,3.2
2000,SH_STA_POISN,Belarus,Male,13.6
2000,SH_STA_POISN,Belarus,Both sexes,8.1
2005,SH_STA_POISN,Belarus,Female,2.9
2005,SH_STA_POISN,Belarus,Male,12.1
2005,SH_STA_POISN,Belarus,Both sexes,7.2
2010,SH_STA_POISN,Belarus,Both sexes,4.8
2010,SH_STA_POISN,Belarus,Female,2.1
2010,SH_STA_POISN,Belarus,Male,7.9
2015,SH_STA_POISN,Slovenia,Both sexes,0.4
2015,SH_STA_POISN,Slovenia,Female,0.2
2015,SH_STA_POISN,Slovenia,Male,0.6
2019,SH_STA_POISN,Slovenia,Both sexes,0.2
2019,SH_STA_POISN,Slovenia,Male,0.3
2019,SH_STA_POISN,Slovenia,Female,0.1
2000,SH_STA_POISN,Spain,Both sexes,0.4
2000,SH_STA_POISN,Spain,Female,0.3
2000,SH_STA_POISN,Spain,Male,0.6
2015,SH_STA_POISN,Albania,Both sexes,0.3
2015,SH_STA_POISN,Albania,Female,0.3
2015,SH_STA_POISN,Albania,Male,0.4
2019,SH_STA_POISN,Albania,Both sexes,0.3
2019,SH_STA_POISN,Albania,Female,0.2
2019,SH_STA_POISN,Albania,Male,0.4
2000,SH_STA_POISN,Azerbaijan,Male,1.9
2000,SH_STA_POISN,Azerbaijan,Both sexes,1.3
2000,SH_STA_POISN,Azerbaijan,Female,0.8
2005,SH_STA_POISN,Spain,Both sexes,0.6
2005,SH_STA_POISN,Spain,Female,0.4
2005,SH_STA_POISN,Spain,Male,0.9
2010,SH_STA_POISN,Spain,Both sexes,0.5
2010,SH_STA_POISN,Spain,Female,0.2
2010,SH_STA_POISN,Spain,Male,0.7
2015,SH_STA_POISN,Spain,Both sexes,0.3
2015,SH_STA_POISN,Spain,Female,0.2
2015,SH_STA_POISN,Spain,Male,0.5
2005,SH_STA_POISN,Azerbaijan,Both sexes,1.0
2005,SH_STA_POISN,Azerbaijan,Female,0.6
2005,SH_STA_POISN,Azerbaijan,Male,1.4
2010,SH_STA_POISN,Azerbaijan,Both sexes,1.0
2010,SH_STA_POISN,Azerbaijan,Male,1.3
2010,SH_STA_POISN,Azerbaijan,Female,0.6
2015,SH_STA_POISN,Azerbaijan,Male,1.3
2015,SH_STA_POISN,Azerbaijan,Female,0.6
2015,SH_STA_POISN,Azerbaijan,Both sexes,0.9
2019,SH_STA_POISN,Spain,Female,0.2
2019,SH_STA_POISN,Spain,Both sexes,0.4
2019,SH_STA_POISN,Spain,Male,0.5
2000,SH_STA_POISN,Sweden,Female,0.1
2000,SH_STA_POISN,Sweden,Male,0.3
2000,SH_STA_POISN,Sweden,Both sexes,0.2
2005,SH_STA_POISN,Sweden,Both sexes,0.2
2005,SH_STA_POISN,Sweden,Male,0.3
2005,SH_STA_POISN,Sweden,Female,0.1
2019,SH_STA_POISN,Azerbaijan,Female,0.6
2019,SH_STA_POISN,Azerbaijan,Male,1.3
2019,SH_STA_POISN,Azerbaijan,Both sexes,0.9
2000,SH_STA_POISN,Australia,Both sexes,0.4
2000,SH_STA_POISN,Australia,Female,0.2
2000,SH_STA_POISN,Australia,Male,0.5
2005,SH_STA_POISN,Australia,Both sexes,0.3
2005,SH_STA_POISN,Australia,Female,0.2
2005,SH_STA_POISN,Australia,Male,0.4
2010,SH_STA_POISN,Sweden,Male,0.4
2010,SH_STA_POISN,Sweden,Female,0.2
2010,SH_STA_POISN,Sweden,Both sexes,0.3
2015,SH_STA_POISN,Sweden,Both sexes,0.2
2015,SH_STA_POISN,Sweden,Female,0.1
2015,SH_STA_POISN,Sweden,Male,0.3
2019,SH_STA_POISN,Sweden,Male,0.2
2019,SH_STA_POISN,Sweden,Female,0.1
2019,SH_STA_POISN,Sweden,Both sexes,0.2
2010,SH_STA_POISN,Australia,Both sexes,0.2
2010,SH_STA_POISN,Australia,Female,0.1
2010,SH_STA_POISN,Australia,Male,0.2
2015,SH_STA_POISN,Australia,Both sexes,0.1
2015,SH_STA_POISN,Australia,Female,0.2
2015,SH_STA_POISN,Australia,Male,0.1
