Year,SeriesCode,GeoAreaName,Age,Sex,Value
2003,SH_FPL_MTMM,Mexico,15-49,FEMALE,82.1
2006,SH_FPL_MTMM,Mexico,15-49,FEMALE,80.2
2009,SH_FPL_MTMM,Mexico,15-49,FEMALE,81.9
2014,SH_FPL_MTMM,Mexico,15-49,FEMALE,81.6
2015,SH_FPL_MTMM,Mexico,15-49,FEMALE,79.8
2018,SH_FPL_MTMM,Mexico,15-49,FEMALE,83.1
2005,SH_FPL_MTMM,Republic of Moldova,15-49,FEMALE,56.1
2012,SH_FPL_MTMM,Republic of Moldova,15-49,FEMALE,60.4
2020,SH_FPL_MTMM,Republic of Moldova,15-49,FEMALE,59.5
2013,SH_FPL_MTMM,Montenegro,15-49,FEMALE,42.8
2018,SH_FPL_MTMM,Montenegro,15-49,FEMALE,32.9
2004,SH_FPL_MTMM,Romania,15-49,FEMALE,46.5
2010,SH_FPL_MTMM,Serbia,15-49,FEMALE,33.1
2014,SH_FPL_MTMM,Serbia,15-49,FEMALE,38.7
2019,SH_FPL_MTMM,Serbia,15-49,FEMALE,38.4
2002,SH_FPL_MTMM,Viet Nam,15-49,FEMALE,66.6
2010,SH_FPL_MTMM,Viet Nam,15-49,FEMALE,73.1
2013,SH_FPL_MTMM,Viet Nam,15-49,FEMALE,69.6
2020,SH_FPL_MTMM,Viet Nam,15-49,FEMALE,72.1
2013,SH_FPL_MTMM,Sweden,15-49,FEMALE,88.3
2017,SH_FPL_MTMM,Sweden,15-49,FEMALE,86.7
2012,SH_FPL_MTMM,Tajikistan,15-49,FEMALE,50.8
2017,SH_FPL_MTMM,Tajikistan,15-49,FEMALE,52.1
2003,SH_FPL_MTMM,Türkiye,15-49,FEMALE,53.5
2008,SH_FPL_MTMM,Türkiye,15-49,FEMALE,56.4
2013,SH_FPL_MTMM,Türkiye,15-49,FEMALE,59.7
2018,SH_FPL_MTMM,Türkiye,15-49,FEMALE,60.2
2000,SH_FPL_MTMM,Turkmenistan,15-49,FEMALE,67.5
2015,SH_FPL_MTMM,Turkmenistan,15-49,FEMALE,75.6
2019,SH_FPL_MTMM,Turkmenistan,15-49,FEMALE,79.6
2007,SH_FPL_MTMM,Ukraine,15-49,FEMALE,66.4
2012,SH_FPL_MTMM,Ukraine,15-49,FEMALE,68.0
2011,SH_FPL_MTMM,North Macedonia,15-49,FEMALE,22.3
2018,SH_FPL_MTMM,North Macedonia,15-49,FEMALE,29.6
2010,SH_FPL_MTMM,United Kingdom of Great Britain and Northern Ireland,15-49,FEMALE,86.5
2008,SH_FPL_MTMM,Albania,15-49,FEMALE,13.9
2017,SH_FPL_MTMM,Albania,15-49,FEMALE,6.3
2001,SH_FPL_MTMM,Azerbaijan,15-49,FEMALE,17.8
2006,SH_FPL_MTMM,Azerbaijan,15-49,FEMALE,21.5
2000,SH_FPL_MTMM,Armenia,15-49,FEMALE,28.4
2005,SH_FPL_MTMM,Armenia,15-49,FEMALE,27.2
2010,SH_FPL_MTMM,Armenia,15-49,FEMALE,39.4
2015,SH_FPL_MTMM,Armenia,15-49,FEMALE,40.2
2011,SH_FPL_MTMM,Bosnia and Herzegovina,15-49,FEMALE,21.9
2012,SH_FPL_MTMM,Belarus,15-49,FEMALE,74.2
2019,SH_FPL_MTMM,Belarus,15-49,FEMALE,66.0
2001,SH_FPL_MTMM,China,15-49,FEMALE,96.6
2000,SH_FPL_MTMM,Colombia,15-49,FEMALE,73.3
2004,SH_FPL_MTMM,Colombia,15-49,FEMALE,78.0
2009,SH_FPL_MTMM,Colombia,15-49,FEMALE,83.9
2015,SH_FPL_MTMM,Colombia,15-49,FEMALE,86.6
2010,SH_FPL_MTMM,Costa Rica,15-49,FEMALE,85.1
2011,SH_FPL_MTMM,Costa Rica,15-49,FEMALE,89.1
2018,SH_FPL_MTMM,Costa Rica,15-49,FEMALE,80.8
2005,SH_FPL_MTMM,Czechia,15-49,FEMALE,81.0
2008,SH_FPL_MTMM,Czechia,15-49,FEMALE,85.7
2006,SH_FPL_MTMM,Estonia,15-49,FEMALE,70.4
2010,SH_FPL_MTMM,Estonia,15-49,FEMALE,72.3
2014,SH_FPL_MTMM,Estonia,15-49,FEMALE,80.2
2004,SH_FPL_MTMM,France,15-49,FEMALE,95.5
2005,SH_FPL_MTMM,Georgia,15-49,FEMALE,41.8
2010,SH_FPL_MTMM,Georgia,15-49,FEMALE,52.8
2018,SH_FPL_MTMM,Georgia,15-49,FEMALE,51.3
2002,SH_FPL_MTMM,India,15-49,FEMALE,61.7
2005,SH_FPL_MTMM,India,15-49,FEMALE,69.1
2007,SH_FPL_MTMM,India,15-49,FEMALE,63.9
2015,SH_FPL_MTMM,India,15-49,FEMALE,72.8
2010,SH_FPL_MTMM,Kazakhstan,15-49,FEMALE,79.6
2015,SH_FPL_MTMM,Kazakhstan,15-49,FEMALE,81.3
2018,SH_FPL_MTMM,Kazakhstan,15-49,FEMALE,73.2
2012,SH_FPL_MTMM,Kyrgyzstan,15-49,FEMALE,62.1
2014,SH_FPL_MTMM,Kyrgyzstan,15-49,FEMALE,66.2
2018,SH_FPL_MTMM,Kyrgyzstan,15-49,FEMALE,64.6
2018,SH_FPL_MTMM,Kyrgyzstan,15-49,FEMALE,64.6
