Year,SeriesCode,Country,Age,Sex,Value
2005,VC_HTF_DETVOPR,Albania,ALLAGE,Both sexes,0.16
2006,VC_HTF_DETVOPR,Albania,ALLAGE,Both sexes,0.2
2015,VC_HTF_DETVOPR,Albania,ALLAGE,Both sexes,1.67
2016,VC_HTF_DETVOPR,Albania,ALLAGE,Both sexes,0.62
2017,VC_HTF_DETVOPR,Albania,<18Y,Female,3.27
2017,VC_HTF_DETVOPR,Albania,<18Y,Male,1.55
2017,VC_HTF_DETVOPR,Albania,<18Y,Both sexes,1.43
2017,VC_HTF_DETVOPR,Albania,ALLAGE,Both sexes,1.88
2018,VC_HTF_DETVOPR,Albania,ALLAGE,Both sexes,2.82
2018,VC_HTF_DETVOPR,Albania,<18Y,Female,3.35
2018,VC_HTF_DETVOPR,Albania,<18Y,Male,5.72
2018,VC_HTF_DETVOPR,Albania,<18Y,Both sexes,4.24
2019,VC_HTF_DETVOPR,Albania,<18Y,Female,3.42
2019,VC_HTF_DETVOPR,Albania,ALLAGE,Both sexes,1.43
2019,VC_HTF_DETVOPR,Albania,<18Y,Male,1.95
2019,VC_HTF_DETVOPR,Albania,<18Y,Both sexes,1.67
2020,VC_HTF_DETVOPR,Albania,<18Y,Both sexes,1.36
2020,VC_HTF_DETVOPR,Albania,<18Y,Male,1.67
2006,VC_HTF_DETVOPR,Moldova,ALLAGE,Both sexes,1.85
2007,VC_HTF_DETVOPR,Moldova,ALLAGE,Both sexes,0.46
2009,VC_HTF_DETVOPR,Moldova,ALLAGE,Both sexes,0.27
2012,VC_HTF_DETVOPR,Moldova,ALLAGE,Both sexes,0.4
2013,VC_HTF_DETVOPR,Moldova,ALLAGE,Both sexes,0.7
2014,VC_HTF_DETVOPR,Moldova,18+,Female,1.57
2014,VC_HTF_DETVOPR,Moldova,18+,Male,2.53
2014,VC_HTF_DETVOPR,Moldova,ALLAGE,Both sexes,1.71
2015,VC_HTF_DETVOPR,Moldova,ALLAGE,Both sexes,0.55
2015,VC_HTF_DETVOPR,Moldova,18+,Male,1.33
2015,VC_HTF_DETVOPR,Moldova,18+,Female,0.95
2020,VC_HTF_DETVOPR,Albania,ALLAGE,Both sexes,1.36
2021,VC_HTF_DETVOPR,Albania,ALLAGE,Both sexes,2.94
2016,VC_HTF_DETVOPR,Moldova,ALLAGE,Both sexes,1.71
2016,VC_HTF_DETVOPR,Moldova,18+,Female,2.53
2016,VC_HTF_DETVOPR,Moldova,18+,Male,1.19
2017,VC_HTF_DETVOPR,Moldova,ALLAGE,Both sexes,0.69
2017,VC_HTF_DETVOPR,Moldova,<18Y,Male,1.68
2018,VC_HTF_DETVOPR,Moldova,18+,Male,0.88
2018,VC_HTF_DETVOPR,Moldova,ALLAGE,Both sexes,0.48
2009,VC_HTF_DETVOPR,Australia,ALLAGE,Both sexes,0.06
2015,VC_HTF_DETVOPR,Australia,ALLAGE,Both sexes,0.03
2016,VC_HTF_DETVOPR,Australia,ALLAGE,Both sexes,0.1
2017,VC_HTF_DETVOPR,Australia,18+,Both sexes,0.11
2017,VC_HTF_DETVOPR,Australia,<18Y,Male,0.6
2017,VC_HTF_DETVOPR,Australia,18+,Female,0.07
2017,VC_HTF_DETVOPR,Australia,<18Y,Both sexes,0.31
2017,VC_HTF_DETVOPR,Australia,ALLAGE,Both sexes,0.16
2017,VC_HTF_DETVOPR,Australia,18+,Male,0.15
2018,VC_HTF_DETVOPR,Australia,18+,Female,0.12
2018,VC_HTF_DETVOPR,Australia,<18Y,Both sexes,0.49
2018,VC_HTF_DETVOPR,Australia,<18Y,Male,0.77
2018,VC_HTF_DETVOPR,Australia,18+,Male,0.27
2018,VC_HTF_DETVOPR,Australia,18+,Both sexes,0.2
2018,VC_HTF_DETVOPR,Australia,ALLAGE,Both sexes,0.25
2019,VC_HTF_DETVOPR,Australia,<18Y,Both sexes,0.48
2019,VC_HTF_DETVOPR,Australia,ALLAGE,Both sexes,0.35
2019,VC_HTF_DETVOPR,Australia,18+,Male,0.45
2019,VC_HTF_DETVOPR,Australia,<18Y,Male,0.76
2019,VC_HTF_DETVOPR,Australia,18+,Female,0.2
2019,VC_HTF_DETVOPR,Australia,18+,Both sexes,0.32
2020,VC_HTF_DETVOPR,Australia,ALLAGE,Both sexes,0.33
2020,VC_HTF_DETVOPR,Australia,<18Y,Female,0.22
2020,VC_HTF_DETVOPR,Australia,<18Y,Both sexes,0.32
2020,VC_HTF_DETVOPR,Australia,18+,Female,0.23
2020,VC_HTF_DETVOPR,Australia,18+,Male,0.44
2020,VC_HTF_DETVOPR,Australia,18+,Both sexes,0.33
2020,VC_HTF_DETVOPR,Australia,<18Y,Male,0.59
2017,VC_HTF_DETVOPR,Austria,ALLAGE,Both sexes,0.06
2017,VC_HTF_DETVOPR,Austria,18+,Male,0.28
2018,VC_HTF_DETVOPR,Austria,18+,Male,0.14
2019,VC_HTF_DETVOPR,Austria,18+,Male,0.48
2019,VC_HTF_DETVOPR,Austria,ALLAGE,Both sexes,0.11
2020,VC_HTF_DETVOPR,Austria,18+,Male,2.03
2020,VC_HTF_DETVOPR,Austria,18+,Female,0.56
2020,VC_HTF_DETVOPR,Austria,ALLAGE,Both sexes,1.08
2009,VC_HTF_DETVOPR,Armenia,ALLAGE,Both sexes,0.17
2006,VC_HTF_DETVOPR,Belgium,ALLAGE,Both sexes,0.16
2007,VC_HTF_DETVOPR,Belgium,ALLAGE,Both sexes,0.38
2008,VC_HTF_DETVOPR,Belgium,ALLAGE,Both sexes,0.38
2009,VC_HTF_DETVOPR,Belgium,ALLAGE,Both sexes,0.36
2012,VC_HTF_DETVOPR,Belgium,ALLAGE,Both sexes,0.09
2014,VC_HTF_DETVOPR,Belgium,18+,Female,0.11
2014,VC_HTF_DETVOPR,Belgium,ALLAGE,Both sexes,0.08
2015,VC_HTF_DETVOPR,Belgium,<18Y,Female,0.54
2015,VC_HTF_DETVOPR,Belgium,ALLAGE,Both sexes,0.12
2016,VC_HTF_DETVOPR,Belgium,18+,Female,0.17
2016,VC_HTF_DETVOPR,Belgium,ALLAGE,Both sexes,0.08
2018,VC_HTF_DETVOPR,Belgium,ALLAGE,Both sexes,0.06
2014,VC_HTF_DETVOPR,Bosnia and Herzegovina,<18Y,Female,3.89
2014,VC_HTF_DETVOPR,Bosnia and Herzegovina,ALLAGE,Both sexes,1.01
2014,VC_HTF_DETVOPR,Bosnia and Herzegovina,<18Y,Male,5.16
2015,VC_HTF_DETVOPR,Bosnia and Herzegovina,18+,Male,0.43
2015,VC_HTF_DETVOPR,Bosnia and Herzegovina,<18Y,Male,2.96
2015,VC_HTF_DETVOPR,Bosnia and Herzegovina,18+,Female,0.34
2015,VC_HTF_DETVOPR,Bosnia and Herzegovina,ALLAGE,Both sexes,0.79
2016,VC_HTF_DETVOPR,Bosnia and Herzegovina,ALLAGE,Both sexes,0.66
2017,VC_HTF_DETVOPR,Bosnia and Herzegovina,ALLAGE,Both sexes,1.66
2018,VC_HTF_DETVOPR,Bosnia and Herzegovina,ALLAGE,Both sexes,0.5
2019,VC_HTF_DETVOPR,Bosnia and Herzegovina,ALLAGE,Both sexes,1.37
2010,VC_HTF_DETVOPR,Bulgaria,ALLAGE,Both sexes,0.42
2011,VC_HTF_DETVOPR,Bulgaria,ALLAGE,Both sexes,0.73
2012,VC_HTF_DETVOPR,Bulgaria,ALLAGE,Both sexes,0.71
2013,VC_HTF_DETVOPR,Bulgaria,ALLAGE,Both sexes,0.86
2014,VC_HTF_DETVOPR,Bulgaria,18+,Male,2.04
2014,VC_HTF_DETVOPR,Bulgaria,ALLAGE,Both sexes,0.87
2015,VC_HTF_DETVOPR,Bulgaria,18+,Male,2.19
